Tweet ID,Text,Final Decision,date,username,date_source,date_match_status,matched_dates
e5bkr0pxm,"Do Not Associate Anything With Allah |ClickDEEN360  via @YouTube,",Salafi taklidi,,,,unmatched,
k5v11491i,"Idlib, Syria,",Salafi taklidi,,,,unmatched,
codv2x3dc,"""              #Shorts 

By Sh. Abu Khadeejah Abdul-Whid  
@AbuKhadeejahSP 

#Salafi #Salafirecording #Salaf #Muslim #Islam #Quran #Sunnah #Salafiyyah #Mother #Parents #Family"",",Salafi taklidi,,,,unmatched,
tnw53b6wx,""" The Distinguishing Qualities of the Last Ten Nights of Raman  Abu Zayd Khlid (may Allh preserve him).

  

 - al-Allmah li al-Fawzn on the approach of the last ten nights of Raman.
- ishah    on the characteristics of the Prophet  during the last ten nights of Raman
 Special qualities of the last ten nights of Ramadn.
 Following the example of the Messenger  in removing ourselves from worldly distractions and striving in worship in these blessed nights.
 Ahdth on the virtues of Laylatul-Qadr.
 The mercy of Allh ( ) in His concealment of the exact night of Laylatul-Qadr.
 Our negligence when it comes to gaining the reward of Paradise.
 The specific du to be said plentifully on Laylatul-Qadr.
 The meaning of afuww.
 The sunnah of performing itikf in these blessed nights.
 Acts of worship we should perform plentifully in the last ten nights."",",Salafi taklidi,,,,unmatched,
agt0w8rw8,"""The Mawlid is an innovation,",Salafi taklidi,,,,unmatched,
rwaqr9fnc,"Allah Does Not Forgive Shirk (Associating Partners with Allah)  |ClickDE...  via @YouTube,",Salafi taklidi,,,,unmatched,
lnvlssql0,"Shirk Is a Great Wrong  |ClickDEEN360  via @YouTube,",Salafi taklidi,,,,unmatched,
wxsnqavks,""" [Playlist] Two Raman Reminders Added.  

Shaykh @AbuKhadeejahSP: The Manhaj of Ahl al-adth in Correcting Errors & Mistakes. 

 Shaykh @AbuIdrees: Supporting & Aiding the Masjid & Markiz - Charity in Raman.    

 Raman 1447 | 2026: @MasjidSalafi & @AstonMasjid,",Salafi taklidi,,,,unmatched,
t2zo7isdd,"""@shababalhanbali Loool, how low will you guys go?

Imam Bukhari literally wrote a whole book on refutation against those who have similar beliefs as the ashaira.

Also in his Sahih he brings some of the salafs statements about the istiwa of Allah, clearly affirming it on its apparent meaning,5.0",Salafi taklidi,,,,unmatched,
9ble9xcl3,"Loving Others Like Allah Is Shirk |ClickDEEN360  via @YouTube,",Salafi taklidi,,,,unmatched,
7nezx4mb0,"""Exciting Announcement for Manchester!

Were delighted to announce the opening of our new location in Manchester. Visit us for an extensive selection of Authentic English Literature and Prophetic Medicine.

The Salafi Bookstore & Islamic Centre Manchester

Address: 100 Claremont Road, Moss Side, Manchester, M14 4RR
Tel: 01612220850
Email: manchester@salafibookstore.com"",",Salafi taklidi,,,,unmatched,
ix8terjj6,""" 2 Short Reminders Added.
Raman 1447 | 2026  Daily Reminders  Birmingham: @MasjidSalafi  &amp; @AstonMasjid,",Salafi taklidi,,,,unmatched,
ypggyn8iw,"""@HaqqRemains_ Retracting ones opinion on this issue is a common matter among scholars, and it differs from the thinking of Daesh, who carry out istitabah because of it and consider anyone who permits it to be automatically a disbeliever.."",",Salafi taklidi,,,,unmatched,
9gtbkzgqu,"""Shaykh li al-Fawzn speaks about those who allow the disbelievers into the lands of muslims when assisting them against the muslims and how this is disbelief even if he hates their religion.

Interestingly, he then speaks about those who bring them in and enabled them to build churches and the likes, and this is what he says :

_

Shaykh Sulaymn ibn Abd Allh ibn Muammad ibn Abd al Wahhb said: [That if someone openly displays their] agreement with their religion [of the Mushrikin]

Shaykh li al-Fawzn said: Meaning: He enabled them [the mushrikin] to establish churches in the lands of the Muslims, and granted them freedom, and said to the Muslims: Do not prevent them from anything; whatever they request from you, comply with it. This is mudhanah, because our religion forbids this.



Shaykh Sulaymn ibn Abd Allh ibn Muammad ibn Abd al-Wahhb said: [And if he does this then] indeed he is a disbeliever like them.

Shaykh li al-Fawzn commentates: Because he enabled the [religion of the] disbelievers and was pleased with their religion, and he forewent what the religion of Islm obliged upon him  namely disassociating the religion of the disbelievers and disavowing it. He did not disavow it; rather, he permitted it, justified it, and granted them freedom [to establish their religion] in the lands of the Muslims.

Shaykh Sulaymn ibn Abd Allh ibn Muammad ibn Abd al-Wahhb said: [And if he does this then indeed he is a disbeliever like them] even if he detests their religion and hates them.

Shaykh li al-Fawzn commentates: Meaning: if he loves their religion, then this makes him a disbeliever (kfir), an apostate, if he establish them. And if he establishes them while he hates their religion, then this act of his constitutes apostasy from Islm, because he has assisted them against the Muslims.

        (31,32)"",",Salafi taklidi,,,,unmatched,
bk0hq3yxh,"""Shia vs Yahd: The War Between Two Friends

Ustadh Abu Ousayd,",Salafi taklidi,,,,unmatched,
gvh7fezo7,"""Audio lectures: #Zakat and Its Rulings In Islam by @AbuKhadeejahSP 
#Ramadan,",Salafi taklidi,,,,unmatched,
mhbrroquh,""" The Odd Nights Of Raman Cannot Be Known With Certainty

By Sh. Ab akeem Bill Davis @AbuHakeemBilal   

Read more here: 

Dont limit your search for Laylatul Qadr to the commonly mentioned odd nights. If Raman is 29 days, the last ten begin on the 20th night, meaning what we count as even could actually be among the nights intended in the narrations.

Start striving from the 20th night onward and seek the blessing of every night of the last ten. The reward is too great to gamble with."",",Salafi taklidi,,,,unmatched,
zhewessu4,""" [Playlist] Two Raman Reminders Added. 

 @AbuKhadeejahSP  @AbuIdrees 

Raman 1447 | 2026  Daily Reminders  Birmingham: @MasjidSalafi  &amp; @AstonMasjid,",Salafi taklidi,,,,unmatched,
vwtctpkna,"Daniel Haqiqatjou is a disgusting Iranian agent

Look at how he mocks Saudi Arabia while it was being unjustly attacked,",Salafi taklidi,,,,unmatched,
qu1gpkdqr,"Those You Call Besides Allah Cannot Help You |ClickDEEN360  via @YouTube,",Salafi taklidi,,,,unmatched,
c6p0be3h8,"""Yasir Qadhi didnt dismantle any myth, he only dismantled his credibility &amp; integrity. 

By his own admission, after immersing himself in Western institutions, he began to experience doubts about his faith.

The romanticization of Orientalism raises serious concerns &amp; questions."",",Salafi taklidi,,,,unmatched,
szp6334vu,"""What if you died today? 

Point to reflect on. May Allah grant us good ends whilst He is pleased with us. 
 
Masjid Daar us Sunnah are losing their premises. 

We are raising funds to buy a building urgently. 
Donate today:,",Salafi taklidi,,,,unmatched,
i5nt9srfr,"False Intercessors Besides Allah |ClickDEEN360  via @YouTube,",Salafi taklidi,,,,unmatched,
w0t8nt9qm,"""""
""
--------------

Wallahi anyone who believes this Grifter Zindeeq Sneako is Muslim is either a jahil or Zindeeq himself who should re learn the basics of Islam!,",Salafi taklidi,,,,unmatched,
a2lzavsi2,"""Masjid Imam Ibn Taymiyyah, Islamabad  @IkhlaasTrust @SalafiMaktabah  Watch the video and share with friends and family. Donate securely:,",Salafi taklidi,,,,unmatched,
pt3n0k7gz,""" Generosity in the Month of Raman

 Sh Abu Fuayl Abdur Raqb ( ).

 

 - Seeking nearness to Allh by way of giving in charity and being plentiful in generosity in this blessed month of Raman.
- Believe in Allh and His Messenger and spend out of that in which He has made you successors. For those who have believed among you and spent, there will be a great reward. [Srah al-Hadd 57:7]
- So fear Allh as much as you are able and listen and obey and spend [in the way of Allh]; it is better for your selves. And whoever is protected from the stinginess of his soul - it is those who will be the successful. [Srah at-Taghbun 64:16]
- Small deeds that will benefit us in the hereafter and protect us from the punishment of Allh.
- How Allh cultivates charity given from lawful earnings.
- So whoever does an atom's weight of good will see it. And whoever does an atom's weight of evil will see it. [Srah az-Zalzalah 99:7-8]
- The meaning of .
- A adth that highlights the outcome of a deed that emanates from fear of Allh, mercy, love or sincerity, even if it is small.
- Focusing on recitation and implementation of the Qurn in Raman.
- The reason for the Messengers  increased generosity in the month of Raman.
- Fruits of reciting and reflecting upon the Qurn.
- The Messengers  detachment from the duny."",",Salafi taklidi,,,,unmatched,
nj4s8rgle,"""Whoever prays Fajr prayer is under the protection of Allah || Shaykh Abdurrazzaq al-Badr,64.0",Salafi taklidi,,,,unmatched,
zufbfsgb9,"Alhamdulilah tickets are still available for the iftar tomorrow @MrkzIbnMubarak, with a Kalimah from our beloved teachers and companions @Abdulilah_UK and @AbuTalhahTahir. Lets keep giving in what might be that special night of this blessed month,",Salafi taklidi,,,,unmatched,
ykqi7tbu7,"""URGENT: Markaz us-Sunnah has only 21 days to secure our property or we may lose it and have nowhere to pray, do lessons or Madrasah.

RAISED: 220,000
REMAINING: 780,000

Target: 1M to secure our future BY THE END OF RAMADAN.

DONATE NOW

GoFundMe:


Website:


#Roadto1mill"",",Salafi taklidi,,,,unmatched,
yqlpaqh61,"""I have not found a single Salafi-Haraki or Sururi shaykh who fully supports al-Jolani 

Most of the Salafi-Haraki, and even Sururi, scholars I know criticize many of al-Jolanis actions..."",",Salafi taklidi,,,,unmatched,
674wd7bg6,"""After years of unjustly targeting brothers and scholars, one of SPUBs leaders is now crying foul as he faces the same attacks. How sad.,62.0",Salafi taklidi,,,,unmatched,
1bah0bh22,""" [Playlist New Track] Raman Reminders 1447 | 2026.

 Ahlul-adth Do Not Take the Opinions of Men Over the Hadith. - Sh Abu Khadeejah Abdul Wid.

 @MasjidSalafi | @AstonMasjid | @AbuKhadeejahSP,",Salafi taklidi,,,,unmatched,
k0lxpn47i,"""The Salafi position on the UAE's aggression against Sudan. - Shaykh Nizar bin Hashim Al-Abbas.,",Salafi taklidi,,,,unmatched,
wd7kojwdb,"Alhamdulillah! 

This man and his militias were responsible for the killing of your muslim brothers, sisters and children in Syria, Iraq and Yemen. He was a Rafidhi, the successor of Khomeini who cursed the sahabah (may Allah be pleased with them).

   .,",Salafi taklidi,,,,unmatched,
21nnamrtg,""" Safeguarding Your Deeds From Sin in Raman.

 Sh Abu Khadeejah Abdul Wid ( ).

 @AbuKhadeejahSP | @MasjidSalafi 

 

 - The obligation of safeguarding our limbs and deeds inside and outside of Ramadn.
- Jbir b. Abdillh (  ) on making the day we are fasting distinct from the day we are not fasting.
- The reality of fasting.
- The unmatched generosity of the Prophet .
- The one whose fast is deprived of its purpose, even if he withheld from eating and drinking.
- How nearness to Allh ( ) is attained.
- The two moments of joy for the fasting person.
- Hastening to break the fast.
- The blessing of suhr.
- Three supplications that are not rejected.
- Allhs support for the one who is oppressed.
- Striving to give dawah to our relatives in this blessed month."",",Salafi taklidi,,,,unmatched,
fxj7pwd3t,"""The Salafi mashayakh in the West, such as @AbuKhadeejahSP, @AbuIyaadSP, @Abdulilah_UK, @uwaysT, @hikmahpubs, @AbuHafsahKK, @IbnAkhdar (and those with them) have acquired a profound understanding of knowledge and wisdom through their decades-long companionship with the kibaar 'ulama. This unique blend of academic excellence and spiritual guidance far surpasses the limitations of mere academic study.

In contrast, individuals who study Arabic without the benefit of guidance from the 'ulama lack the comprehensive understanding and wisdom that these mashayakh provide. It is essential to recognize the value of their guidance and to hold fast to it.

Beware of those who seek to mislead you by claiming that learning Arabic renders the guidance of these mashayakh unnecessary. Such claims are baseless and intended to divert you from the path of guidance.

Furthermore, do not heed the criticisms of those who attack @SalafiPubs and their companions, whether publicly or privately. The Da'wah at @MarkazAnas has been established under the guidance of these mashayakh, even when some troublemakers were against it, and we remain united in our commitment to the same 'Aqeedah, Manhaj, and purpose.

We are not beholden to personalities or organizations, and we reject anyone who seeks to harm the Salafi Da'wah and its callers, regardless of how much they claim to adhere to Salafiyyah. These are empty claims!"",",Salafi taklidi,,,,unmatched,
tgy0op1on,"""This video serves as an example of the importance of staying in your lane. 

      
Whoever speaks in matters external to his field ends up producing strange positions 

In this video, this speaker has ostracised millions of Muslims who trace their creed back to the time of the pious predecessors. 
He speaks as if the Salaf creed was born with Sh. Muhammad bin Abd al-Wahhb, whilst any basic student of Aqdah is aware that scholars of this creed predate Ibn Abd al-Wahhb by circa a thousand years. Even those who critique this creed and claim that it doesnt represent the Aqdah of the Salaf acknowledge the point that it predates Ibn Abdil Wahhb, citing Ibn Taymiyyahs creed as a prime example (d. 728AH). 

Furthermore, his categorisation of acceptable creeds into Ashar, Mturd and the Tahw creed is bizarre for multiple reasons. First, he argues that these creeds are the Aqidat al-Salaf, whilst ignoring & sidelining the creed of the Imm of Ahlus Sunnah, Ahmad bin Hanbal. Was his creed not the creed of the Salaf? Second, his mentioning of the Tahw creed as the third creed adds to his blunders. Both the Ashirah and the Mturdyyah would claim that the creed of al-Tahw reflects their Aqdah, as would the Athars. Specialists in this field from each of these schools do not treat the Tahw creed as a separate school of Aqdah. 

As for his immature, ridiculous comments like you have a mind of a nine-year-old and you have some IQ in your head?  they do not deserve a response. Such statements only reflect badly upon the one who says them. 

This is just a brief response; much more could be said on this mess of a video."",",Salafi taklidi,,,,unmatched,
e5lxdmmbk,""" [Playlist New Track] Raman Reminders 1447 | 2026.

 Ahlul-adth: Closest to Guidance and Furthest from Opinions - Sh Abu Khadeejah Abdul Wid.

 @MasjidSalafi | @AbuKhadeejahSP,",Salafi taklidi,,,,unmatched,
03iij6mc9,"""1 hour long discussion of the Muhaddith, Al Albani, criticizing the Saudi Arabian government for inviting American troops into Saudi to ward off Saddam Hussain. 

[English translation],",Salafi taklidi,,,,unmatched,
vlo1inyg0,"Shirk Destroys All Good Deeds |ClickDEEN360  via @YouTube,",Salafi taklidi,,,,unmatched,
8cwwcverk,"""What is the Nisb of cash money today? How much Zakt do you pay?

Question: How much is a gram of silver today?

Answer: 2.03

Question: What is the Nisb for silver upon which Zakt is paid?

Answer: 595 grams (or above)

Question: What is the Nisb for paper money or money saved in banks?

Answer: Same as the Nisb of silver  i.e., 595 grams (silver).

Question: So, what does that come to today?

Answer: 
It is 595 grams x 2.03 = 1,207.85 GBP
(Which is $1,620.03 USD and 1,394.53 EUR)

If you have this amount or aboveand you've had it for a yearyou must pay Zakt upon it.

Conclusion: If you have this amount of cash [or more] in your possession for a year, you are obligated to pay 2.5% on all of it  as Zakt.

Quick Example:
You have 5,000 in total savings (that you've had for a year): Therefore, you must pay 2.5% of that as your annual Zakt, which comes to 125.

Abu Khadeejah.

Pay online to our UK based registered charity:,",Salafi taklidi,,,,unmatched,
8jmvxj532,"""Shirk is not a minor difference

We only unite on Islam

Say, ""O People of the Scripture, come to a word that is equitable between us and you - that we will not worship except Allah and not associate anything with Him and not take one another as lords instead of Allah..."" [3:64]"",",Salafi taklidi,,,,unmatched,
gjuzlluzs,"""AN EXCITING UPDATE: Biithnillah, a video update will be shared soon of the progress onsite! Our construction team have been working full-time throughout the last few months and now into Ramadan  and the Markaz is taking shape. We need a final 250,000 for the FINAL PHASE. The donations have started to come in already, but we need to keep pushing!

CARD & PAYPAL



BANK TRANSFERS
Bank Name: HSBC
South West London Islamic Society

Sort Code: 40-01-07
Account Number:41771787"",",Salafi taklidi,,,,unmatched,
20g30beo2,"""WERE OFF! A WALKTHROUGH VIDEO of Markaz Abdullah ibn Mubarak below  the same site, just over 100 days apart. 

The old walls have been taken down, the new walls are going up and soon we will be ready to start fitting out the interior. All that stands between this point and the doors opening to the community is the final amount of 250,000 inshaAllah. Donate now, share with family and friends. Let us work together to establish this centre of Tawheed and Sunnah in South London.

CARD & PAYPAL



BANK TRANSFERS
Bank Name: HSBC
South West London Islamic Society

Sort Code: 40-01-07
Account Number: 4177 1787"",",Salafi taklidi,,,,unmatched,
qej7424n9,"""  :        ?   

A thread containing over 90 different sources, exposing the rampant practice of shirk, superstition and irreligiosity within the Muslim world before, during and after the time of Muammad Ibn Abd al-Wahhb.

[1] European explorers
[2] Muslim scholars, historians & travellers
[3] Opponents of Wahhbism
[4] Wahhb testimonies"",",Salafi taklidi,,,,unmatched,
lzi0gscvf,"Question to Imm an-Nawaw: which is better - engaging in J or in knowledge?""

Answer: as long as J is a communal obligation (far kifyah) - then engaging in knowledge is better. And if J becomes an individual obligation (far ayn) - then engaging in J is better.,13.0",Salafi taklidi,,,,unmatched,
tzue9h225,"""it is not permissible for a person to become a legal consultant in man-made laws, or to study in such laws in institutions that teach them, or to enter colleges that teach man-made laws and disbelief in Allah, may Allah protect us and you from that, as exists in some countries.
 
You find an ignorant person with no knowledge studying law. First, he should learn the Shariah of Allah and know it well. Whoever learns the Shariah and becomes knowledgeable may refute the falsehood of the Kuffar. But for a person to say he is studying what the Kuffar brought and similar matters, this is misguidance, may Allah protect us and you.

There is nothing in Islam called a college of law in this sense; rather, there are Shariah colleges that teach the Book and the Sunnah. These are the legitimate institutions that teach the law of Allah.

Shaykh Abdullah as Sa'd (may Allah free him) -Explanation of Sunan al-Tirmidhi, Kitab al-Salah,Lesson 73"",",Salafi taklidi,,,,unmatched,
evaaflcj0,"""Wallahi an unforgettable journey! From Kuwait to Makkah, it was truly beautiful! and that is the same sentiment anyone who attended has. The many sittings, whether with the people of knowledge or the students of knowledge or just the many brotherly sittings over good food or coffee, the whole occasion was monumental and hugely beneficial for the soul!

It brings to mind the statement of Imm Ibnil Qayyim:

Keeping the company of the righteous transforms you from six states to six others:
1.From doubt to certainty.
2.From showing off (riy) to sincerity.
3.From heedlessness to remembrance (dhikr).
4.From desiring the worldly life to desiring the Hereafter.
5.From arrogance to humility.
6.From bad intention to genuine sincere naah.

(Ighthat al-Lahfn 1/136)

May Allah return us for many more!"",",Salafi taklidi,,,,unmatched,
ivjt7itcn,""" AL MARKAZ AS SALAFI LEICESTERSHIRE FUNDRAISING APPEAL

Help Establish a Salafi Markaz (Centre) & Place of Worship in Leicester! 

 Donation Details at the bottom of the Tweet.

 Our Goal

Alhamdulillah, the Salafi dawah has a long history in the City of Leicester, with lessons and gatherings being held for over two decades. Many people in the community have greatly benefited from these durs & halaqt and the opportunity to study the Quran and Authentic Sunnah upon the understanding of the Sahabah & Salaf (righteous predecessors).

By the permission of Allah, a venue has now been earmarked where a dedicated Salafi Markaz and place of worship can be established.

We are now seeking the support of the community to help us secure and prepare this space so that it can serve as a centre for prayer, learning, and dawah.

 What This Markaz Will Be Used For?

The aim is to establish a simple and beneficial space that will be used for:

 Regular Islamic lessons and Study Circles
 Propagating the Quran and Authentic Sunnah
 Community Gatherings for beneficial knowledge & Tawun upon Birr & Taqwa
 A place where Muslims can learn their Religion correctly
 Working towards Establishing the 5 daily prayers in Congregation

This Markaz will, in sh Allh, serve as a place of worship and learning for the local community.

 Why Your Support Matters?

Establishing a place where people can gather to learn their religion and remember Allah brings ongoing benefit to the community in this life & the next.

The Messenger of Allah  said:
When a person dies, his deeds come to an end except for three: ongoing charity, beneficial knowledge, or a righteous child who supplicates for him. (Sahih Muslim)

Helping establish a hub of ilm (knowledge) & ibdah (worship) can be a form of ongoing charity (Sadaqah Jriyah).

 How You Can Help

If you are able, you can support this effort by:

- Making a donation
- Sharing this fundraiser with others
- Making du that Allah allows this Markaz to be established

 HOW TO DONATE 

 GoFundMe:


 PayPal:


 Bank Transfer:
Name: Clear Guidance Ltd
Sort Code: 40-28-06
Account Number: 45387531

International Transfer
IBAN: GB91HBUK40280645387531
BIC/SWIFT: HBUKGB4B or HBUKGB4BXXX

May Allh reward everyone who supports this effort and place Barakah in it."",",Salafi taklidi,,,,unmatched,
9pxbblb7o,""" Some of the statement of Scholars on Rafidah

The Rafidah have no connection to Islm - Imm Amad

 Ul as-Sunnah Pg. 82

Whoever curses any of the Sahbah of the Messenger  has no part in Islm - Imm Mlik

as-Sunnah Vol. 2, Pg. 557"",",Salafi taklidi,,,,unmatched,
n6igrdmpr,"""Markaz us-Sunnah URGENT APPEAL:

Markaz us-Sunnah has only 13 days to secure our property or we may lose it and have nowhere to pray, do lessons or Madrasah.

RAISED: 260,000
REMAINING: 740,000

Target: 1M to secure our future BY THE END OF RAMADAN.

*DONATE NOW*

*GoFundMe:*


*Website:*,",Salafi taklidi,,,,unmatched,
f8tifev6j,"""WHY DO MUSLIMS FAST? Some of the wisdoms behind fasting and what a Muslim ought to seek through fasting - Shaykh al-Fawzan.,",Salafi taklidi,,,,unmatched,
6cppygr4k,"""Please keep our dear sister and her family @Abumusa_TaahirB in your adiyaat. Our sister has been a positive influence and teacher to our youth and diligent in supporting the Salafis.  May Allah grant her a speedy and complete recovery with safety and wellbeing.,",Salafi taklidi,,,,unmatched,
iln2k894v,"Live Now at the #SalafiMasjid
 
 Jumuah Khutbah

 By Abu Zayd,",Salafi taklidi,,,,unmatched,
0qvdwtna3,"""The Prophet  said:      (There is no marriage without the permission of the wal). Sunan Ab Dwd 2805, h (al-Albn).

Ikhwanis: Parent/guardian can be present in a marriage sit-down, but they are requested not to interfere with the sessions.

So the guardian cannot ""interfere"", and as to add to the humiliation, he should pay a fee to ""observe"", whilst his daughter is in a ""rotational setting"" meeting other men. He is the wal, he should be jealous over his ward and not exhibit beta-male energy.

For the people who lazily proclaim: Why do you Salafis busy yourself with refutations?

This is why. We observe nonsense like this daily and out of love for Kitb and Sunnah and love for the truth to be upheld, we speak out. This is the vigilance every Muslim should have in defending the Sunnah and uniting the people upon it.

Porting speed dating concepts into Islamic marriage meet-ups is humiliation and ignorance, adopting the methods of the disbelievers. It reminds us of the narration:

Ab Hurayrah (Allah be pleased with him) narrated that the Prophet () said: The Hour will not be established until my Ummah will take the ways of those generations (nations) that preceded them, following them handspan by handspan, cubit-length by cubit-length. They asked: O Allahs Messengers! Such as the Persians and Romans? He replied: Who else except for them. (al-Bukhr, no. 7319)

We ask Allh for safety."",",Salafi taklidi,,,,unmatched,
lt0r1vznp,""" Last Ten Days  Ponder How Quickly The Month Has Passed, Likewise, Your Life Will Pass Quickly 

Sh Abu Khadeejah Abdul-Wid (may Allh preserve him). @AbuKhadeejahSP | @MasjidSalafi 

 

  Pondering over how quickly this life passes us by.
 Taking advantage of the opportunities Allh has given us to make the standing easier on Yawmul-Qiymah.
 The reward for those who performed righteous deeds and didnt waste the opportunities Allh gave them.
 The dreadful outcome of those who wasted their lives and did not put forth anything for themselves.
 An encouragement for the youth to seek protection from the punishment of Allh and a warning against wasting their lives and taking evil ones as role models.
 The striving of the Messenger  in the last ten days of Raman.
 A warning against taking these last days as days of frivolity.
 Allhs mention of itikf in His Book and a brief overview of some affairs regarding it.
 The excellence of Laylatul-Qadr and an encouragement to leave matters of the duny and seek it out.
 The reward for standing in prayer with the imm on Laylatul-Qadr and the du that should be said.
 Ending Raman upon goodness."",",Salafi taklidi,,,,unmatched,
bdic5feuo,""" Do NOT waste these 10 days &amp; nights 

By Sh. Abu Khadeejah Abdul-Whid  
@AbuKhadeejahSP 

Link   

#Salafi #Salafirecording #Salaf #Muslim #Islam #Quran #Sunnah #Salafiyyah #Ramadan #laylatulqadr,",Salafi taklidi,,,,unmatched,
kukyob9eo,""" [Playlist] Raman Reminders Added.

@AbuKhadeejahSP: Ahl al-Sunnah Adhere to the Evidences in all Their Affairs. 

@AbuIdrees: Many Opportunities for Forgiveness in Raman.  

Raman 1447 | 2026  Daily Reminders  Birmingham: @MasjidSalafi & @AstonMasjid,",Salafi taklidi,,,,unmatched,
8qkybv08l,""" I received this book as a gift, The Etiquettes of Teachers and Students of Imm Al-Sad rahimahullh, translated by our elder brother and teacher, Ab Zayd Khlid hfidhahullh. 

A tremendous, important work that we can all take many benefits from. May Allh reward all involved and place it upon their scales of good deeds. 

Available soon @SalafiBookstore insh Allh. 

Also available via Amazon,",Salafi taklidi,,,,unmatched,
ztdhn06fj,""" Why One Raman Can Change Your Life!

 Sh Abu Idrees Muhammad Khn ( ).

 @AbuIdrees | @AstonMasjid 

 

  Hadith of two men who embraced Islam together; however, one would strive more than the other. He died during a military expedition. The other man lived a year more. alhah ibn Ubaydillh narrates that he saw in a dream that he was at the door of Paradise, and he saw these two men. A man from Jannah came and permitted the man who lived an extra year to enter first.
 The people were astonished that the one who died in a military expedition and strove in his Islam didnt enter Jannah first. The explanation given by the Prophet : The one who lived for an extra year reached another Raman, he fasted and prayed. The comparison between the two men in rewards is as vast as the heavens and the earth.
 The importance and virtues of Raman and the rewards that are to be gained during this month.
 The encouragement to capitalise in this month.
 The vast opportunities to gain Allhs Forgiveness in Raman.
 Let this month be for you and not against you."",",Salafi taklidi,,,,unmatched,
1meq1bcxg,""" Short passage from a treatise translated by @AbuIyaadSP ( ).,",Salafi taklidi,,,,unmatched,
fg979933g,""" PLAYLIST: Raman Reminders 2026

 Birmingham: @MasjidSalafi | @AstonMasjid,",Salafi taklidi,,,,unmatched,
df9modztv,"Inventing Partners With Allah Is Ultimate Injustice |ClickDEEN360  via @YouTube,",Salafi taklidi,,,,unmatched,
