Tweet ID,Text,Final Decision,date,username,date_source,date_match_status,matched_dates
wgoggb6kn,"Meaning the caliph, not secular kafir rulers.",Salafi jihadi,09/03/2026 18:54,mjhdlover,python/FullData_round4/jihad_full2.csv,matched,09/03/2026 18:54
jestrti0b,"The worst part with Jolanis endorsement of Easter and congratulation to Shirk and Kufr is that he knows exactly how serious this matter is
This isnt crackhead Ghaddafi or drunkyard Saddam who are from a secular background
This is someone who has no Udhr bil Jahl in this matter",Salafi jihadi,13/04/2026 18:30,ikrimah114,python/FullData_round4/jihad_full2.csv,matched,13/04/2026 18:30
fhg2emkz8,"""Being a drunkard and fornicator, and a prostitute is less severe than being a madkhali""",Salafi jihadi,19/04/2026 23:47,Foga77,python/FullData_round4/jihad_full2.csv,matched,19/04/2026 23:47
an3x9h5nz,"This Jahmite is one of the most disgusting people that exists. 

The salaf didnt like people with huge disgusting unkept beards/ in that context they would say the longer your beard the less intelligence

Forget his support for the Kuffar/ and best friend whos an enemy of Islam",Salafi jihadi,03/04/2026 21:16,AbuAsimHanbali,python/FullData_round4/data_full_JIHAD_ALL.csv,matched,03/04/2026 21:16
11tes0dnk,"""Subhanallah, and we will still have more people coming to defend this vile Taghut, even while he ""congratulates"" these Mushrikeen on their filthy holiday. May Allah bring him disgrace.""",Salafi jihadi,15/04/2026 12:25,hanaafism,python/FullData_round4/data_full_JIHAD_ALL.csv,matched,15/04/2026 12:25
h23foh0qc,"""Shaykh Abdul Kareem al-Khudhayr outside the house of Shaykh Sulaymaan al-Alwaan after visiting him. This was during Shaykh Sulaymaans brief release from prison in December 2012.",Salafi jihadi,11/04/2026 20:02,_ibnNuh,python/FullData_round4/data_full_JIHAD_ALL.csv,matched,11/04/2026 20:02
3xooq3fcl,"""Shawkani's takfir &amp; call for jihad against Yemenis who do tahakum to other than the Shariah

Among these is that they rule by the ght &amp; they do tahakum to those among them who are versed in the rulings of ght, in all of the matters that confront them &amp; arise for them..",Salafi jihadi,09/04/2026 08:11,umm_maysarah_,python/FullData_round4/jihad_full2.csv,matched,09/04/2026 08:11
c4u5jzfwk,"Madkhalis when Muslims around the world are suffering

      

        

But when Saudi and uae and other rich Arab countries are harmed they somehow forget those ayat as if they dont exist",Salafi jihadi,07/04/2026 20:47,mjhdlover,python/FullData_round4/jihad_full2.csv,matched,07/04/2026 20:47
5tvf62dnw,"""NEW VIDEO

#NEW | THE LEGACY OF RABI AL-MADKHALI AL-MURJI'I | Shamsi Retracts from Calling a Mushrik, a Mushrik?!

YouTube Link: 

In this video, we show how Shamsi  who is one of the main propagators of the filthy manhaj of Rabi bin Hadi al-Madkhali al-Murji'i  clearly recognizing the reality of one of the biggest callers to, and defenders of Shirk in the UK (Asrar Rashid). 

He initially calls him a Mushrik, then retracts once pressed by one of the students of Asrar Rashid  further making clear what has already been widely known, that these people are Murji'a, regardless of how many slogans of Ahlul Sunnah they espouse. After exposing this embarrassing  and pathetic display of his applied creed, we provide evidences for why he's a Jahil, with proof from the Qur'an, and the sayings of the Scholars of Haqq (Shaykh al-Islam Ibn Taymiyyah).

More to come insha'Allah, as Allah Permits.

  """,Salafi jihadi,26/07/2025 01:56,followerofgod96,python/FullData_round4/data_full_JIHAD_ALL.csv,matched,26/07/2025 01:56
gei9re6bj,"Here let her live, so long as I 

Draw breath, and when I come to die 

My heart for comfort may she crave 

In the dark silence of the grave.

- Abu Bakr Al Baghdadi",Salafi jihadi,14/04/2026 18:38,Foga77,python/FullData_round4/jihad_full2.csv,matched,14/04/2026 18:38
rcletrws8,"Oh Allah humiliate the tawagheet, those who belittled your religion those who placed themselves above your majesty those who watched as the ummah was humiliated and women and children slaughtered, show them no mercy and raise them on that day with the Jews and Christians.",Salafi jihadi,01/04/2026 20:53,mjhdlover,python/FullData_round4/jihad_full2.csv,matched,01/04/2026 20:53
mu85hd3nr,"""""Cihad insan sosyalletirir. 
""
--------------

Mountains upon mountains,
The men and the place where the spark was lit that awakened a generation
Tora Bora",Salafi jihadi,08/04/2026 21:07,ikrimah114,python/FullData_round4/jihad_full2.csv,matched,08/04/2026 21:07
x71yi6r4y,"""Sh Muqbil rh confirmed around 30 years that Saudi Arabia was the graveyard of scholars &amp; dut &amp; they had more than 500 of them locked up

May Allah set them free

- Sh Nasir Fahd
- Sh Sulayman Alwan
- Sh Ali Khudayr


He also confirmed the Saudi gov wanted to destroy Yemen",Salafi jihadi,20/04/2026 00:17,umm_maysarah_,python/FullData_round4/jihad_full2.csv,matched,20/04/2026 00:17
8bpenucbi,"""Alhamdulillah, Allah rid this earth of one of the heads of deviance and Zandaqa. A day of joyous celebration for Ahlul Sunnah. The Salaf would rejoice at the death of a known Mubtadi, who spread his deviance. What then do you think they would have done, for the one who was the pioneer of legitimizing the governing of, and being subservient slaves and attack dogs of the Tawagheet? I ask Allah to give him and all those who follow his deviated path, and likewise those who asked Allah to have mercy on him  what they deserve.""",Salafi jihadi,11/07/2025 00:59,followerofgod96,python/FullData_round4/data_full_JIHAD_ALL.csv,matched,11/07/2025 00:59
ywwnrlge3,"Some madkhalis are loyal to scholars and therefore are not willing to accept the kufr of the rulers, whilst others are secularist slaves who will attack any scholar who speaks against their deities.",Salafi jihadi,10/03/2026 17:48,mjhdlover,python/FullData_round4/jihad_full2.csv,matched,10/03/2026 17:48
vyh5ltyj4,"""""He forbade Takfiring all the rulers

He made Tabdi on OBL, Muhammed Hassan, al Awdah, Al Huwayni, Safar al Hawali and so many others

He Tabdid everyone with your methodology

He has 40 mins defending Saudi after retracting

If this was anyone else hes be a Madkhali bootlicker 
""
--------------

He lived in Yemen in his village with barely any contact with the outside world, he didnt concern himself with rulers so o dont think he even knew the state of the rulers around the world.
Yet he knew the Americans were in control.
Obl was on another level to these scholars.",Salafi jihadi,08/03/2026 01:00,mjhdlover,python/FullData_round4/jihad_full2.csv,matched,08/03/2026 01:00
gxlnajg1j,"""""Leader Gamal Abdel Nasser.

Spinning in his grave. Every one of his successors have betrayed his legacy. Egypt is now a U.S/Israeli controlled puppet regime. 
""
--------------

Everything today IS his legacy 
May Allah fill his grave with fire and everyone still admiring this zindiq can go to hell with him too",Salafi jihadi,05/04/2026 22:21,ikrimah114,python/FullData_round4/jihad_full2.csv,matched,05/04/2026 22:21
vngl39xz8,"""""The late Muhaddith of Yemen, Shaykh Muqbil bin Hadi al-Wadi'i said: Al-Ikhwan al-Muslimin are Sha regarding the issue of Imammah, and Mutazilah regarding the issue of opinion, and Khawarij in their dealings with the rulers.

    ""
""
--------------

Your Sheikh said that rulers doing Shirk: 
 And shirk is evolving these days, such as in the Security Council, to which Muslim rulers resort for judgment, and resorting to it is Shirk and Kufr. And resorting to the United Nations is Shirk  and Kufr",Salafi jihadi,18/03/2026 05:33,AfgSunni,python/FullData_round4/jihad_full2.csv,matched,18/03/2026 05:33
2oz0vo3nl,"""Last week I presented to you Madkhali Trannies

Today I present to youMadkhalis Feminists",Salafi jihadi,03/04/2026 19:56,Aadil_2001,python/FullData_round4/data_full_JIHAD_ALL.csv,matched,03/04/2026 19:56
ytv3xaf7f,"""i wonder if this ignoramus, will be laughing when shaykh ibn baz and al-rajihi and other than them said the same. or any of the najdi scholars. this fool who has masquerading as a salafi when in reality he is amongst the worst of murji'ah on this app who lies and distorts the matter of udhr bil jahl to reject the outward ruling. rather he is on the manhaj of dawud ibn jirjis. which we will show on replies.",Salafi jihadi,10/04/2026 12:34,Aadil_2001,python/FullData_round4/data_full_JIHAD_ALL.csv,matched,10/04/2026 12:34
daa8egy60,"""The Scholars of the Tawagheet",Salafi jihadi,20/02/2026 18:53,umm_maysarah_,python/FullData_round4/jihad_full2.csv,matched,20/02/2026 18:53
q46h6mp0b,Yes may Allah reward them for clarifying the disbelief of the rulers who abandon the sharia.,Salafi jihadi,25/02/2026 22:46,mjhdlover,python/FullData_round4/jihad_full2.csv,matched,25/02/2026 22:46
nfogx9412,"One of the people of knowledge said a while back that the Madkhalis will keep splitting &amp; fighting each other until there is no one left on the Manhaj. This is what we see today, constant internal refutations &amp; bickering over issues that arent even foundational.",Salafi jihadi,15/04/2026 20:58,_ibnNuh,python/FullData_round4/data_full_JIHAD_ALL.csv; python/FullData_round4/jihad_full2.csv,matched,15/04/2026 20:58
50ssf0p8p,"""Ab Bakr al-Rz al-Jassss makes takfir of Abd al-Malik ibn Marwn and al-ajjj ibn Ysuf:

There was not among the Arabs, nor among the family of Marwn, anyone more unjust, more disbelieving, or more wicked than Abd al-Malik;""",Salafi jihadi,04/04/2026 12:01,Aadil_2001,python/FullData_round4/data_full_JIHAD_ALL.csv,matched,04/04/2026 12:01
50ssf0p8p,"""Ab Bakr al-Rz al-Jassss makes takfir of Abd al-Malik ibn Marwn and al-ajjj ibn Ysuf:

There was not among the Arabs, nor among the family of Marwn, anyone more unjust, more disbelieving, or more wicked than Abd al-Malik;""",Salafi jihadi,04/04/2026 12:18,hanaafism,python/FullData_round4/data_full_JIHAD_ALL.csv,matched,04/04/2026 12:18
94g3b0zab,"""The legislator is a Kaafir, whether he makes Istihlaal or not. The legislator who has made himself a rival to Allah is His right of legislation &amp; legislates man made laws that oppose the Shari'ah of Allah, is a Kaafir.",Salafi jihadi,20/04/2026 22:19,_ibnNuh,python/FullData_round4/jihad_full2.csv,matched,20/04/2026 22:19
vvnjw81td,"""@maghribii16 This is simply not true! JNIM also mobilized fighters from central Mali and Burkina Faso and fought alongside Tuareg Sahawat MSA and GATIA.

Nevertheless, IS-Sahel was able to defeat both JNIM and the Tuareg Sahawat at Menaka in 2023:",Salafi jihadi,28/04/2026 18:35,Randozan71,python/FullData_round4/jihad_full2.csv,matched,28/04/2026 18:35
f5f0eyjig,Madkhalis are so mentally effed its unbelievable.,Salafi jihadi,08/03/2026 05:50,mjhdlover,python/FullData_round4/jihad_full2.csv,matched,08/03/2026 05:50
o4h5a4ybw,"Democracy is a Taghut and the Muslim must believe in his heart that it is falsehood, he must leave it and hate it. As for it's people, he must hate them and make takfir on them because the people of Democracy are Kuffar.

- Shaykh Ali al-Khudayr (  )",Salafi jihadi,24/04/2026 06:57,AfgSunni,python/FullData_round4/jihad_full2.csv,matched,24/04/2026 06:57
99d9rkgtq,"""""@SamiYousafzaii Actually, this has a full context. Initially, he desperately tried to mend ways with Emirate &amp; sent a top scholar/friend of Mulla Umar to woo them on TTP.But he was disrespectfully kicked out of Afg.Then videos of Talib ministers openly threatening &amp; cursing Paks were sent to him""
""
--------------

Brigadier Abdul Rahim was never a friend of Mullah Umar Rh. Mujahideen leaders like Sh Osama Rh even used to warn against him back then.

Get your facts straight.",Salafi jihadi,30/03/2026 18:33,asim448191,python/FullData_round4/data_full_JIHAD_ALL.csv,matched,30/03/2026 18:33
najjjd285,"""#ISIS #AlQaeda #Iran
After focusing on Syria in its 21 Feb leadership message, urging rival Islamists to join IS due to the Sharaa government's alleged subservience to US, IS has shifted its attention to Al-Qaeda. 

In the latest issue of its weekly paper Al-Naba on 26 Feb, IS claims Al-Qaeda is subservient to Iran, encouraging Al-Qaeda followers/sympathisers to wake up, and presumably switch to IS instead.

IS points to Al-Qaedas 4 Feb message, which called for attacks against US military bases in the Middle East, as evidence of this alleged loyalty to Iran. 
Many anti-Al-Qaeda  jihadist as well as analysts at the time interpreted this call as a sign of Al-Qaedas indirect alignment with Iran, particularly since Al-Qaeda leadership is believed to be based there.

By trying to discredit both Al-Qaeda and the Sharaa government in Syria - the rival global jihadist project and the pragmatic Islamist project, respectively - IS aims to position itself as the only true Muslim group that remains committed to Sharia and that has not allegedly compromised for political gains. 

IS wants to paint itself as the righteous choice for those seeking a genuine Muslim cause""",Salafi jihadi,26/02/2026 19:35,Abumuwahid123,python/FullData_round4/data_full_JIHAD_ALL.csv,matched,26/02/2026 19:35
,"""08 | #Ramadan1447 | WOULD A LIE LAST THAT LONG | Shaykh Musa Jibril (  )
PDF: 
SRT:,",Salafi jihadi,,,,unmatched,
,"""Ahmed al-Sharaa states in his Consitution:

""Citizens are equal before the law in rights and duties, without discrimination based on race, religion, gender, or lineage.""

Who would risk throwing themselves into Hellfire by declaring that the one who holds this belief is a Muslim?,",Salafi jihadi,,,,unmatched,
,"""05 | #Ramadan1447 | THE NAMES &amp; ATTRIBUTES OF ALLAH | Shaykh Musa Jibril (  )
PDF: 
SRT:,",Salafi jihadi,,,,unmatched,
,"""""American embassies in the Islamic world are not like other embassies. Rather, they are embassies that perform an intelligence role and seek to extend American influence in Muslim lands. The ongoing war against Islam,  including the war against jihad (which they call terrorism) and the spread of the democratic creed,  is all planned from within these embassies.

American embassies present in Muslim lands have no legal (shar') status whatsoever. Indeed, the religious obligation requires severing relations with the American government and expelling its ambassadors, since it is a state at war with Islam and occupying Muslim lands.""

Shaykh Abu Mundhir as Shanqiti"",",Salafi jihadi,,,,unmatched,
,"""Zarqawi cutting their head off was understandable"",",Salafi jihadi,,,,unmatched,
,"""14 | #Ramadan1447 | REFLECTION: A PATH TO CERTAINTY AND FAITH | Shaykh Musa Jibril (  )
PDF: 
SRT:,",Salafi jihadi,,,,unmatched,
,"""""#Taliban spokesman Zabihullah Mujahid to Radio Tehran: We hope the war between US and #Iran does not occur. However, if such a conflict happens, Iran will emerge victorious and #Afghans will cooperate with Iranian people to fullest extent of our capabilities. 
""
--------------

The Taliban and their Rafidha brothers Mushriks in one camp.  Ya Allah destroy them like you destroyed the people of Madyan,",Salafi jihadi,,,,unmatched,
,"""Shaykh Ahmad Musa Jibril warns against those who misuse statements of scholars to make mass Takfir.

Note: This is NOT in reference to falling into clear kufr like Shirk without valid Ikrah (coercion).,",Salafi jihadi,,,,unmatched,
,"""Shaykh Muqbil never mentioned specific rulers., absolute copium, here he called specific people Tawagheet. The brainlets have 2 options

1. Claim he retracted these statements (They are all on his website) &amp; admit he was a Khariji before this.

2. Accept that this was his view."",",Salafi jihadi,,,,unmatched,
,"Posting Othman Khabeeth in pics with martyred Syrian fighters doesnt change fact that he called the soldiers of Kuwait fighting for American interests Murabitun lol 
You can cope as long as you want but Khabeeth called out Hamas for aligning with Iran 
Allah exposes him and you,",Salafi jihadi,,,,unmatched,
,"Madkhals never surprise me with their nifq,101.0",Salafi jihadi,,,,unmatched,
,"To them - defending awght who replace and abolish the Sharah is part of the Sunnah that none may defy, and anyone who is willing to defend Muslims from aggression of kuffr is a ""khrij"" and/or ""emotional.""

 .,102.0",Salafi jihadi,,,,unmatched,
,"""That's my position too. There is no contradiction in takfiring Rawafid, particularly their leaders, yet still standing with them against Zionists. This is different from the approach of shirk defenders like the zindiq Daniel Haqiqatjou, who went as far as painting Khamenei and his cult as some sort of heroes of Islam and canonising him into a martyr saint.

So there are two extremes:

- Those cheerleading this attack on Iran, although most casualties are innocent civilians, including Sunnis.

- Those who try to water down all the crimes and shirk of the Rawafid.

As Muslims, we should support even mushrik Christian non-Zionists against Zionists and, by extension, Rawafid. However, that does not mean we cannot takfir them or expose their kufr and falsehood (notice how the Sudani general at the end did not even add takfir for the Rawafid)."",",Salafi jihadi,,,,unmatched,
,"""25 | #Ramadan1447 | ALLAH WILL ANSWER THIS SUPPLICATION | Shaykh Musa Jibril (  )
PDF:,",Salafi jihadi,,,,unmatched,
,"Shaykh Sad bin Zuayr, one of the students of Shaykh amd bin Uql ash-Shuayb, mentioned that Shaykh Muammad ibn Ibrhm would not issue a fatw until he presented it to his student Shaykh amd bin Uql.,11.0",Salafi jihadi,,,,unmatched,
,"""""A Messege From Shamsi To Br Sneako
@DusDawah 
""
--------------

Zindeeq Shamsi why is Murtad bin Salman praying for forgiveness and paradise for a Mushrik Rafidhi?,",Salafi jihadi,,,,unmatched,
,"""Remember all those moronic Madkhalis blindly defending their lord MBS? Some claiming the photo is fake, some claiming its a completely different guy, some claiming its AI. The original photo was released in the recent Epstein file dump by the American (in)justice department. 



Keep in mind, this meeting occurred after he was a convicted sex offender. This is who your Taghut MBS spends his time with, and whom your rabbis bootlick and condition Salafiyyah with. Look at that beaming smile! A picture of close friends. 

May Allah continue to expose these Tawagheet."",",Salafi jihadi,,,,unmatched,
,"""Those happy with the bombing of Iran &amp; the killing of the khabith Ali Khamenei need to be remember what the apostate Arab &amp; Gulf states have done to Ahlus-Sunnah &amp; the Muwahideen!

These tawagheet are two sides of the same coin, anyone who can not see this reality is an imbecile"",",Salafi jihadi,,,,unmatched,
,"Saudi Army of Kufr Shaykh Turki al-Binali Rahimahullah,",Salafi jihadi,,,,unmatched,
,"""""..Dont Deceive The Muslims .. 
""
--------------

Funny how this Munafiq is speaking about Iran allying with America what about your Taghut kingdomof Saudi Arabia ya Munafiq 
(Check thread),",Salafi jihadi,,,,unmatched,
,""" and  are the two websites to follow for uncompromising Dawah in our era.

Free from bowing down the Taghut and free from sugarcoating to please the masses.,",Salafi jihadi,,,,unmatched,
,"""13 | #Ramadan1447 | WHOEVER KNOWS ALLAH MORE WILL FEAR HIM MORE | Shaykh Musa Jibril (  )
PDF: 
SRT:,",Salafi jihadi,,,,unmatched,
,"""Rfidah are worse than donkeys! 

- Shaykh Ahmad Musa Jibril,",Salafi jihadi,,,,unmatched,
,"""10 | #Ramadan1447 | RIGHTEOUS CONDUCT | Shaykh Musa Jibril (  )
PDF: 
SRT:,",Salafi jihadi,,,,unmatched,
,"""07 | #Ramadan1447 | AL-WALA WAL BARA' | Shaykh Musa Jibril (  )
PDF: 
SRT:,",Salafi jihadi,,,,unmatched,
,"""The perspective of people is so skewed. Imagine if you were to go on the Minbar of The Messenger of Allah    , and tell your congregation that they shouldnt hate the pedophile, they should only hate the action of pedophilia. They shouldnt hate the rapist, but the action of rape. Imagine if they said we should unite with Epstein for the sake of some worldly benefits. Imagine a man said this about Netanyahu? He would be beaten on his way out of the masjid. Yet even worse than this is disseminated upon the western pulpits, for the act of Shirk is far worse than ANY crime in this universe. How many have tried to unite between the Muslim and the Mushrik?! Despite the clear command from Allah to do the contrary, at a minimum with your heart! It seems that every current event is a reminder of how far the Muslim/muslims have strayed from the Millah of Ibrhim, whom Allah Says our Messenger followed!    ."",",Salafi jihadi,,,,unmatched,
,"""06 | #Ramadan1447 | O ALLAH, LORD OF ALL DOMINION | Shaykh Musa Jibril (  )
SRT:,",Salafi jihadi,,,,unmatched,
,"""A beautiful human who was always in the Frontline calling for the freedom of Muslims unjustly held behind the bars, only to have himself be one of the prisoners.

He spent the first half of his life dedicated to raising awareness for the Muslim prisoners, and now sentenced for the remaining of his life to being one.

Anyone who slanders him, just know this...if you ever get locked up, brother Anjem would be the one calling for your release when your own friends and family would've disowned you. Even if that meant he himself gets sent to prison as a result.

#WeStandWithBrotherAnjem #FreeTheAseer"",",Salafi jihadi,,,,unmatched,
,"""Prevention in Shariah vs Intervention in Taghut Law

Shaykh Abdullah al-Faisal,",Salafi jihadi,,,,unmatched,
,"""""This is the Red Army burning burqas and other Islamic veils on March 8, 1927, in honor of International Womens Day in the town square in Andijan, Uzbekistan.

Forced secularization of Central Asian countries by the Soviet Union is one of the reasons they are not like Afghanistan today.""
""
--------------

Straight from the horses mouth
If Amanullah had succeeded, wed be what these countries are today 
Therefore may Allah have mercy on Habibullah Kalakani (Bache Saqaw) for chasing him out of Afg
And alhamdulillah for all the Mujahideen in the eighties who fought the communists,",Salafi jihadi,,,,unmatched,
,"""Pakistani Army Field Marshal, Asim Munirs misinterpretation of Jihad ruling refuted by Shaykh Ahmad Musa Jibril
#Pakistan #AsimMunir,",Salafi jihadi,,,,unmatched,
,"""Kuwayt has Sh. al-Khams. 
KSA has Sh. al-Fawzn.
`sim Munr has Muft `Uthmn. 
Jawln has Sh. Al-Muhaysan.

How long till the cage of man-made law break?

Allhs Help is Sought."",",Salafi jihadi,,,,unmatched,
,"""As Muslims, we must stand firm upon our faith and reject those who falsely claim to represent us. Iran, often portrayed as a defender of Muslim causes, cannot and must not be supported, because:

1 Their belief system has no connection to Islam. Their aqdah strays far from Tawd and slips into shirk, by elevating their Imams to near-divine status and seeking intercession through them in ways that clearly contradict the oneness of Allah. Their deep rooted hatred towards the Prophet Muammads (peace be upon him) noble companions and honorable wives, especially ishah (may Allah be Pleased with her), is a major red line that no sincere Muslim can ignore.

2 Iran has the blood of countless Muslims on its hands. In fact, its crimes in places like Syria and Yemen have caused more death and destruction than even Israel.

 Our stance is not to support either side. Rather, their internal conflict weakens their grip on the region while keeping them preoccupied with themselves. This may give our brothers and sisters in Gaza and elsewhere some breathing space and relief.

Some ask: Why not support Iran, when the so-called Sunni Arab countries are doing nothing for Gaza?
The truth is, even these regimes have nothing to do with Islam. They are secular puppets of America and Israel. The ordinary people (awm) in these nations are either powerless, or live in fear, trapped behind blocked nationalistic borders. Their rulers serve foreign interests. Not the Ummah.

Had these countries been ruled by sincere Muslims, united in Tawd and loyalty to Allah, the Zionist entity Israel would have collapsed long ago. Instead, they remain idle while Gaza bleeds proving their betrayal beyond any doubt.

As Muslims, we must reject both Irans deviant sectarian agenda and the treachery of pro-Western regimes."",",Salafi jihadi,,,,unmatched,
,"""You say: ISIS killed civilians. Those Muslims who died were:

1. Soldiers of the Taghut armies
2. Police officers of the Murtaddin
3. Shiite militias who burned Sunni mosques
4. Comrades who received salaries from the CIA to kill mujahideen

+"",",Salafi jihadi,,,,unmatched,
,"""All these hypocrite Madkhalis coming out with open Takfir of the Rafidhah, scholars and laymen  which is correct  suddenly get amnesia, and forget that MBS affirmed Islam for the previously bbqd leader of Iran. Even Madkhalis recognize that the then leader of Iran was a Taght. Is Al-Kufr Bi-Taghut only applicable when convenient with Saudi foreign policy?

This is why nobody takes these clown seriously, and theyre a filthy stain on the Salafi Dawah. Their religious discourse takes its ques from Saudi foreign policy, with Salafi buzzwords sprinkled in when convenient and serves their purposes.

The reality is, the Salaf and Salafi Manhaj are free from them."",",Salafi jihadi,,,,unmatched,
,"""Theres literally no difference between this Ismaili Kafir, and the Jahmi Kafir. Both making circus clown Tawil that contradict the understanding of the Salaf, as recorded by the Imam of the Mufassireen. Both like to larp as if theyre sophisticated and deep, but in reality theyre just flirting with atheism on the regular. May Allah destroy them, and make an example of them and their likes   ."",35.0",Salafi jihadi,,,,unmatched,
,"""Imam Jamil Al-Amin passed away today while still confined within the prison walls. Like his companion, Imam Luqman Abdullah, who preceded him, these were men who, in shAllh, remained steadfast and true to their covenant with Allh. They stood in stark contrast to many other imams in the West, who faltered and compromised.

Though they may not have been formally recognized as ulama, theyin shAllhacted upon the knowledge they possessed, which is what truly matters.         . Even amid his suffering, Imam Jamil remained thoughtful, conveying his salm to me through some who were in touch with him.

May Allh forgive them both, envelop them in His infinite mercy, illuminate their graves with radiant light, and elevate their ranks among the righteous.

Ahmad Musa Jibril 
2 Jumda ath-Thn 1447"",93.0",Salafi jihadi,,,,unmatched,
,"""True peace and security in the middle east will come with the removal of the US, Israel and all the apostates who ally with them and also with the removal of the treacherous Rafidah.

Islam is the solution."",",Salafi jihadi,,,,unmatched,
,"""The riddah of the new Syrian government has become as clear as the sun, any who doesnt make takfir of them is either:

1) a supporter of the tawaghit, and thus a kafit

2) a stubborn denier who clings to the old Jolani

3) a jahil who doesnt know the basics of Wala wal bara"",95.0",Salafi jihadi,,,,unmatched,
,"""23 | #Ramadan1447 | ""THIS IS OUR BOUNTY"" | Shaykh Musa Jibril (  )
PDF:,",Salafi jihadi,,,,unmatched,
,"""""Crown Prince Muhammad Bin Salman at Masjid An Nabawi 
""
--------------

Even a Kafir is praying what is your excuse?,",Salafi jihadi,,,,unmatched,
,"""16 | #Ramadan1447 | ARE THERE ANY MORE?  | Shaykh Musa Jibril (  ),",Salafi jihadi,,,,unmatched,
,"""Daniel the Mushrik & Crypto Rafidhi: Ibn Taymiyyah says Muslims must favor Rafidhah over Jews and Christians.

Shaykh Al Islam Ibn Taymiyyah: Makes Du that Allah makes him from those who perform Jihad against the apostate Rafidhah.

This guy needs to hire better ghost writers."",",Salafi jihadi,,,,unmatched,
,"""11 | #Ramadan1447 | DISOBEDIENCE TO PARENTS | Shaykh Musa Jibril (  )
PDF:,",Salafi jihadi,,,,unmatched,
