Tweet ID,Text,Final Decision,Assigned To,Label_eden,Reasons_eden,Label_lior,Reasons_lior,Label_ofek,Reasons_ofek,Label_אורי כהן,Reasons_אורי כהן,Label_אילון כהן,Reasons_אילון כהן,Label_אריאל כהן,Reasons_אריאל כהן,Label_בנימין ווליך,Reasons_בנימין ווליך,Label_הודיה עופרי,Reasons_הודיה עופרי,Label_הילי חכמי,Reasons_הילי חכמי,Label_זיו חסון,Reasons_זיו חסון,Label_ענה-יה אך,Reasons_ענה-יה אך,Label_צבי גופרי,Reasons_צבי גופרי,Label_תומר חוכימה,Reasons_תומר חוכימה
zpwd22ck6,"""""@RelativelyMS Let's not forget the destruction these shia youthias caused in Pakistan when Khamenei was killed, they even burned alive 2 paki soldiers.
Tlp treatment should be given to them when things cool down.""
""
--------------

Strongest lobby in this country is Shia lobby.

While Sunnis of TLP were literally killed in masses for protesting, the Rawafidh were served iftar by government.

Remember, most of your establishment are rabid Rafidhis and all that Shiite scholars opposing Munir were pure drama.","Salafi taklidi","אילון כהן;ענה-יה אך","","","","","","","","","Salafi jihadi","ד. תמיכה בתכפיר קולקטיבי","","","","","","","","","","","Salafi taklidi","","","","",""
suzbu6png,"""""Whoever disbelieves in the ght and rejects all forms of it is saved by holding firmly to the firmest handhold, which is the pure religion that cannot break. Whoever holds to the firmest handhold walks upon guidance from his Lord. The paths do not divide him, he does not bend nor deviate from the straight path."" 
Shaykh Musa Jibril (  )
YouTube: 
PDF: 
SRT:","Salafi jihadi","אריאל כהן;צבי גופרי","","","","","","","","","","","Salafi jihadi","ו. תמיכה או ציטוט של דמויות סלפיות ג׳האדיות מוכרות","","","","","","","","","","","Salafi jihadi","ו. תמיכה או ציטוט של דמויות סלפיות ג׳האדיות מוכרות","",""
118qia09n,"""Imam Ahmad bin Hanbal said about buying stolen items: 

If a person buys something from another person, and the buyer knows that the seller stole it, then he has participated with him [in the crime].

[Masa'il al-Baghawi]","Irrelevant","בנימין ווליך;אורי כהן","","","","","","","Salafi taklidi","","","","","","Irrelevant","","","","","","","","","","","","",""
a4dt8cedq,"""Hasan al-Basri   was asked, 

""What do you think about a people who learn the Arabic language?"" 

He replied, ""They've done well. They're learning the language of their Prophet."" 

[Tafsir Al-Qurtubi, 23/1]""","Irrelevant","הודיה עופרי;אילון כהן","","","","","","","","","Irrelevant","","","","","","Irrelevant","","","","","","","","","","",""
meu63quox,"""Preserving the deen of Allah in leaving off that which causes greater harm. Much wisdom is gained from these beautiful lines of poetry by the great scholar of Tafseer and Usool al-Deen:","Irrelevant","הילי חכמי;אריאל כהן","","","","","","","","","","","Irrelevant","","","","","","Salafi taklidi","","","","","","","","",""
44mx7mloq,"""Sh Abdullah bin Abd al-Latif Aal-Shaykh","Salafi taklidi","זיו חסון;בנימין ווליך","","","","","","","","","","","","","Irrelevant","","","","","","Salafi taklidi","","","","","","",""
rs995bbhx,"""""Hilarious thing is yasir al Hanafi is sectarian in chief. Doesnt have the best manners.

Asharis and quburis are so hypocritical. They despise us in every way but pretend to be cordial""
""
--------------

Dear brother Adnan

And then will probably start attacking wahabis and accuse our ulema of kufr.

lol","Salafi taklidi","ענה-יה אך;הודיה עופרי","","","","","","","","","","","","","","","Salafi taklidi","","","","","","Salafi taklidi","","","","",""
unlsf0032,"Pro Saudi ""Salafis"" from Pakistan Lol.

"" We pay tribute to Crown Prince Mohammed bin Salman for thwarting the joint war plot of the United States, Israel and Iran against the Arab countries and for not joining Saudi Arabia in this war. ""

Markazi Jamiat Ahle Hadith","Salafi jihadi","צבי גופרי;הילי חכמי","","","","","","","","","","","","","","","","","Irrelevant","","","","","","Salafi jihadi","ביקורת על סלאפים תקלידיים","",""
t1a7ff52z,"""NEW VIDEO

#NEW | THE RAFIDHAH | The People of Shirk & Kufr

 YouTube Link: 

This video  InshaAllah  reveals the unfiltered and true creed of the Rafidhah, also known as the Ithna-Ashariyyah, Imamiyyah, or Jafariyyah  by uncovering their beliefs through their own mother-books. I make Dua to Allah, that after watching this video in full  which includes their sourced heresies, as well as the decisive statements of the Salaf regarding them  one realizes with certainty, that the religion of the Rawafidh (Ithna-Ashariyyah), has nothing to do with Islam, rather, it is a deviant, pagan religion dressed in islamic terminology.

I ask Allah to accept this minuscule effort, and place the Ajr of it, in the book of deeds of every Muslim from Ahlul Sunnah. 

I ask you all to make Dua for family and children, that he make them of the healthy, rightly guided Awliya of Allah, and to make us all of the inhabitants of the highest levels of Firdaws.

  ""","Salafi taklidi","אורי כהן;זיו חסון","","","","","","","Salafi jihadi","ד. תמיכה בתכפיר קולקטיבי","","","","","","","","","","","Salafi taklidi","","","","","","",""
75gizeigq,"Examination of Tafsir at a Salafi Madrasa in Kunar province Afghanistan.","Salafi taklidi","אילון כהן;ענה-יה אך","","","","","","","","","Salafi taklidi","","","","","","","","","","","","Salafi taklidi","","","","",""
h83hfxyeo,"""Every Muslim who is being slandered by the hypocrites/disbelievers should be defended without a doubt, or offered a word of support at a minimum (even if they dont need it). This is the bare minimum rights that any of the Mashayikh, Mujahideen, or the laymen Muslims have upon their Muslim brothers.

That being said, do not be of those who voluntarily bring heartache or sadness to Muslims, by sharing with them slander against them, that they might otherwise be ignorant of occurring. Even the Prophet     was hurt by the slander/Kufr of Quraysh, Allah   Says:

      

Imam Ibn Jarir At-Tabari   comments on this Ayah and said:

The Exalted says  in His mention  to His Prophet Muhammad : And indeed We know, O Muhammad, that your chest is constricted by what these polytheists of your people say  by their denial of you, their mockery of you, and their mockery of what you have brought to them.

Its also mentioned by Ibn Abee ad-Dunya in his Al-Ishraf:

tim ibn Yay narrated to us, saying: I heard Muammad ibn Yay al-Marwaz say: A man said to Wahb ibn Munabbih, So-and-so has insulted you. He replied: Could the devil find no messenger other than you?

And these are widely cited although I couldnt find a Sanad for them, although due to its meaning, it is worthy of mentioning as a reminder for us all, InshaAllah:

Its said that a man came to a wise man and said: So-and-so has insulted you. He replied: He shot an arrow at me and it did not reach me  so why did you carry the arrow and lodge it in my heart?

And its said that a man came to al-Shfi  may Allah have mercy on him  and said: So-and-so speaks ill of you. He replied: If you are telling the truth, then you are a tale-carrier (Nammm); and if you are lying, then you are a transgressor. So the man was ashamed and left.

Defend your brothers in Islam, without hesitation, but be weary not fall into the trap of Nameemah unintentionally, lest you hurt your brother(s) unintentionally. If anything, if someone gets slandered often, be the bearer of good and positive news instead. Work to spread their Dawah, and make it widespread. Share with them the messages of support that flood social media during the slander, instead of the slander itself. 

Theres a wonderful website  thats been assembled, Allahumma Brek. Every time someone slanders the Shaykh, share this website. Let the hypocrites die in their rage.""","Irrelevant","אריאל כהן;צבי גופרי","","","","","","","","","","","Salafi jihadi","ז. תמיכה בארגוני טרור","","","","","","","","","","","Irrelevant","","",""
ntogohqs2,"Must be a Hanafi Brelvi mosque somewhere in the subcontinent","Irrelevant","בנימין ווליך;אורי כהן","","","","","","","Salafi jihadi","ד. תמיכה בתכפיר קולקטיבי","","","","","Irrelevant","","","","","","","","","","","","",""
nrxvvtuk8,"""JNIM spokesman Abu Hudheifah al-Bambari, aka Bina Diarra, announces the beginning of a total siege against Bamako, capital of Mali, he mentions the operation that took out the Malian Defense Minister and warns civilians not to put themselves between JNIM and the army or they will be targeted as well.""","Irrelevant","הודיה עופרי;אילון כהן","","","","","","","","","Irrelevant","","","","","","Irrelevant","","","","","","","","","","",""
qrcmp22sn,"Umar ibn al-Khattb said to a man while admonishing him:

Do not speak about that which does not concern you, keep away from your enemy,
beware of your friend, except the trustworthy, and no one is trustworthy except one who fears Allah and obeys Him

[1/2]","Irrelevant","הילי חכמי;אריאל כהן","","","","","","","","","","","Irrelevant","","","","","","Irrelevant","","","","","","","","",""
wggs4710x,"""""Daniel is right. The Mu'tazila who held that view and the Karramis who held the view of the Quran being Muhdath (emergent) are not Kuffar. They are Mubtadi'ah. That's the dominant position of the Sunni schools.

""
--------------

Sufyn ibn Uyaynah  :

 The Quran is the speech of Allah . 

 Whoever says that it is created is a disbeliever,

 And whoever doubts the disbelief of such a person is also a disbeliever.","Salafi taklidi","זיו חסון;בנימין ווליך","","","","","","","","","","","","","Irrelevant","","","","","","Salafi taklidi","","","","","","",""
zu1mu6nfk,"""Muwaffaq Abu Safiya, brother of Dr. Hussam Abu 

""We are afraid that Dr. Hussam is one of those names that will be listed (for execution).
Dr. Hussam's situation is very bad

We demand the whole world to take a stand.""","Irrelevant","ענה-יה אך;הודיה עופרי","","","","","","","","","","","","","","","Irrelevant","","","","","","Irrelevant","","","","",""
4zbvxxkkz,"""I think it might be slanderous and injustice towards the Hypocrites at the time of The Prophet    , to compare the UAE government to them. The UAE government are in a Nifq class of their own, as well as all those Madkhalis who defend them, whilst knowing their reality. (@FarisHammadi and co.).

  ""","Salafi jihadi","צבי גופרי;הילי חכמי","","","","","","","","","","","","","","","","","Salafi jihadi","ב. ביטויי גנאי או האשמה בכפירה של חכמי הלכה","","","","","Irrelevant","","",""
g09paovak,"""The people of sunnah will always be attacked.

Abdul Aziz Al Rayyis attacks his eminence the Allamah and member of council of Senior Schoalrs Shaykh Yusuf Al Ghafis

Al Rayyis is in no position to comment on the scholars of our times, its high time we called this extremism out","Salafi taklidi","אורי כהן;זיו חסון","","","","","","","Salafi jihadi","ד. תמיכה בתכפיר קולקטיבי","","","","","","","","","","","Salafi taklidi","","","","","","",""
teun9534g,"True #Islam is found in wholehearted submission to Allahhonoring His commands, steering clear of His prohibitions, and placing Him above fleeting desires and the whispers of Shaytan.

The more a Muslim embodies this submission, the more refined and complete their #Iman becomes.","Salafi taklidi","אילון כהן;ענה-יה אך","","","","","","","","","Salafi taklidi","","","","","","","","","","","","Irrelevant","","","","",""
8vi2hzttp,"""  ''","Irrelevant","אריאל כהן;צבי גופרי","","","","","","","","","","","Irrelevant","","","","","","","","","","","","Irrelevant","","",""
yb0vynsnp,"""Meanwhile for Iran they have to twist and turn and lie. Iran was never part of the 1991 coalition. Though Xumas lies and says otherwise now lol. Iran was not a part of the 2003 invasion, no matter how much they try to twist and lie about what happened.

Iran played an irrelevant role in the Afghan invasion - only assisting in the Tajik Northern Alliance uprising in Herat against the Taliban. A single battle. Which regardless of if Iran participated in that action right across their border, was doomed to fall anyways as all other Afghan cities did. Pakistan on the other hand served as the primary supply route for American forces into Afghanistan, alongside Russia and the Central Asia republics who formed the other route (the Northern Distribution Network). Iran didn't allow for American logistics to pass through Chahbahar into Afghanistan. Later on Iran would assist the Taliban insurgency against the US, it has been significantly documented.

Another interesting Afghanistan fact the Sunni identitarians will never mention: the faction Iran assisted between 1998 (aka after 8 Iranian diplomats kidnapping & execution scandal, Taliban denied but were blamed) and 2001 - the Northern Alliance - was literally the very same mujahideen who they all glaze for fighting the Soviet Afghan PDPA government of Dr. Najibullah, Hafizullah Amin, Babrak Karmal etc. So will they denounce the Mujahideen for being ""America's little minions"" twice, both against the Soviets and against the Taliban? Or will they arbitrarily pick and choose whatever fits their sectarian, nonsensical agenda? Rhetorical question, I already know the answer.

The Taliban itself emerged after the collapse of the PDPA after Mullah Omar had ""a dream"" of women and children ""asking him to save them"" after the American, Saudi, and Pakistani backed Mujahideen warlords like Gulbuddin Hekmatyar - as well as ethnic warlord traitors like the Uzbek ex-PDPA General Dostum -were causing massacres, raping, and pillaging all over Afghanistan. HTS and Idlib style chimpouts.

These are all high IQ points and contradictions that only I, a person well versed in this history, can point out. Nobody else does. Nobody else calls them out on it.""","Irrelevant","בנימין ווליך;אורי כהן","","","","","","","Irrelevant","","","","","","Irrelevant","","","","","","","","","","","","",""
ogcr8co1v,"""L'imam Ad-Dhahabi - m.748H -   a dit :Il est rapport de manireauthentique que Ad-Daraqutni - m.385H - a dit : ""Il n'y a rien de plus dtestable  mes yeux que la science du kalam [science de la rhtorique thologique].""

Je dis : Lhomme ne doit pas rentrer dans la science du kalam, ni dans l'argumentation logique. Plutt, il doit tre Salafi.

  Siyar A'lam Al-Nubala, 16/457.","Irrelevant","הודיה עופרי;אילון כהן","","","","","","","","","Irrelevant","","","","","","Salafi taklidi","","","","","","","","","","",""
vs8wzxobb,"""""Grand Mufti of Saudi Saleh Fawzan:

""Our soldiers at the borders with American soldiers are perfomring the noble act of Jihad in the path of Allah and i told them this jihad is better than fasting and tahajjud.""

Fighting for Israel is jihad now


""
--------------

Its embarrassing how easily some muslims eat up blatant lies.

Dajjal is gonna have such an easy time with some of yall.","Salafi jihadi","הילי חכמי;אריאל כהן","","","","","","","","","","","Irrelevant","","","","","","Irrelevant","","","","","","","","",""
6e0g0ewsv,"Al Fawzan gives the excuse of ignorance for the lay person who falls into shirk without knowing","Salafi taklidi","זיו חסון;בנימין ווליך","","","","","","","","","","","","","Salafi jihadi","ב. ביטויי גנאי או האשמה בכפירה של חכמי הלכה","","","","","Salafi taklidi","","","","","","",""
9je0cjw8d,"""The youth need to be taught fiqh, tazkiyah, adaab, and the important issues of reed not whether there is udhr bil jahl in xyz mas'ala or whether fulaan is a kaafir or not.

This is based on my own experience, young people need to know their place.""","Salafi taklidi","ענה-יה אך;הודיה עופרי","","","","","","","","","","","","","","","Irrelevant","","","","","","Salafi taklidi","","","","",""
9k9djzb8t,"""              ,                

      ,                         

  ,      ,  , ,             

[ .-    ,                                       ,  ]

 Voice of Bangladesh Muslims""","Irrelevant","צבי גופרי;הילי חכמי","","","","","","","","","","","","","","","","","Irrelevant","","","","","","Irrelevant","","",""
92xsg0wik,"""Ruhayli says some of the later scholars permitted Mawlid, but says that this differing is not valid. When he spoke about National day, he says the scholars have differed on this issue &amp; even gave a talk which was part of national day celebrations. Salafiyyah of nationalism.","Salafi jihadi","אורי כהן;זיו חסון","","","","","","","Salafi jihadi","ב. ביטויי גנאי או האשמה בכפירה של חכמי הלכה","","","","","","","","","","","Salafi jihadi","ביקורת על סלאפים תקלידיים","","","","","",""
26xr2ja5b,"""IS-Sahel recently captured the city of Menaka in eastern Mali and is now besieging Russian Afrika Corps and Malian government troops at the former MINUSMA camp.

Its unclear whether IS will grant the Russian and Malian troops safe passage, as the MINUSMA camp is a fortress.","Irrelevant","אילון כהן;ענה-יה אך","","","","","","","","","Irrelevant","","","","","","","","","","","","Skip","יכול להיות שזה רק פוסט אינפורמטיבי של חדשות אבל יש כאן גם עניין לספר את זה אז ספק אם זה ג'יהדי","","","",""
fqfd7nxn8,"Advice to the brothers. 

Don't mention polygany at all when getting married, some people think it's good to let them know your intention, but honestly it's not wise at all especially if you are from south&amp; west Asia.","Irrelevant","אריאל כהן;צבי גופרי","","","","","","","","","","","Irrelevant","","","","","","","","","","","","Irrelevant","","",""
6runwo33s,"How do you call yourself salafi when your ustadh shamsi says he actively fights against those who want Sharia ? 
How can the real Salafis unite with such a person  .","Salafi jihadi","בנימין ווליך;אורי כהן","","","","","","","Salafi jihadi","ביקורת על סלאפים תקלידיים; ב. ביטויי גנאי או האשמה בכפירה של חכמי הלכה","","","","","Salafi jihadi","ביקורת על סלאפים תקלידיים","","","","","","","","","","","",""
51i91i1ce,"""Hakm b. Hizm asked: The good I did in Jhiliyyah such as keeping family ties, freeing slaves and giving in charityis there reward in that for me? The Prophet  replied: You became Muslim, and you are rewarded for your past good deeds. (Al-Adab Al-Mufrad #70, sahh)""","Irrelevant","הודיה עופרי;אילון כהן","","","","","","","","","Irrelevant","","","","","","Irrelevant","","","","","","","","","","",""
nxfhpzuef,"""  Will the Madakhilah call the Teacher of Rabee al-Madkhali a Khariji?

Imam Muhammad al-Amin al-Shinqiti said:

""And it is strange that someone rules by something other than Allah's legislation and then claims Islam""

  (Idah al-Quran bil-Quran, vol. 3, pg. 41)","Salafi jihadi","הילי חכמי;אריאל כהן","","","","","","","","","","","Salafi jihadi","ביקורת על סלאפים תקלידיים; ו. תמיכה או ציטוט של דמויות סלפיות ג׳האדיות מוכרות","","","","","Salafi jihadi","ב. ביטויי גנאי או האשמה בכפירה של חכמי הלכה","","","","","","","",""
7yqx3fgey,"""Burmese liberals dont want Rohingya to receive Bangladeshi education out of some morality and kindness, just like their Israeli liberal counterparts who want Palestinians refugee to be absorbed into their host nations, Myanmar wants this to happen to Rohingya. Evil evil evil""","Irrelevant","זיו חסון;בנימין ווליך","","","","","","","","","","","","","Irrelevant","","","","","","Irrelevant","","","","","","",""
ub9mkglpi,"Mappa should have done Invincible.

Idk why that shit was given to r*tard Americans, they always flop it.","Irrelevant","ענה-יה אך;הודיה עופרי","","","","","","","","","","","","","","","Irrelevant","","","","","","Irrelevant","","","","",""
jfj3h6izi,"""There is no difference in deeming something unlawful as permissible, whether it is for a profession or for other reasons.

 Considering tabarruj and unveiling as permissible is major Kufr that expels one from Islam.

Considering kissing and embracing non-maram women as permissible is major kufr that expels one from Islam.

So woe to those who engage in tabarruj while deeming it permissible, and to those who treat kissing and embracing non-maram women as permissible in practice.

So repent to Allah before you meet Him with this hypocrisy and major Kufr.

Shaykh Saadiq Al Hashami""","Salafi jihadi","צבי גופרי;הילי חכמי","","","","","","","","","","","","","","","","","Salafi taklidi","","","","","","Salafi jihadi","ו. תמיכה או ציטוט של דמויות סלפיות ג׳האדיות מוכרות","",""
r7j9ksdet,"""Imam Al-Khalll      said in his book At-Tarrajjul (Being a True Man), from his encompassing work Al-Jmi, about Imam Ahmad     :

Ysuf ibn Ms al-Qan informed me that Ab Abd Allh (Imam Ahmad) was asked: Does a man let his hair grow? He said: Yes, if he is able to do so.

Muammad ibn Ab Hrn informed me that Isq related to them that Ab Abd Allh was asked about a man growing his hair. He said: It is a good sunnah  if it were possible for me, I would have done it.

Grow your hair out if youre able inshaAllah, and dont listen to feminine Madkhalis. They cant find anything of substance to critique, so they critique someones long hair. What a bunch of morons.""","Salafi jihadi","אורי כהן;זיו חסון","","","","","","","Salafi jihadi","ביקורת על סלאפים תקלידיים","","","","","","","","","","","Salafi jihadi","ביקורת על סלאפים תקלידיים","","","","","",""
9sxkoejmj,"""@mahdi_watch6 @BrantPhilip_ @RashmanTheHorse To all it's opponents 
Crusades and their proxys Jews of jihad 
Etc""","Salafi jihadi","אילון כהן;ענה-יה אך","","","","","","","","","Salafi jihadi","ח. אחר","","","","","","","","","","","Salafi jihadi","ד. תמיכה בתכפיר קולקטיבי","","","",""
fcw0ryfqw,"""Abu alah Dawood Burbank (may Allh have mercy upon him and his wife) he was a beloved teacher and friend, a good example to us all. He died in 2011, and till this day, almost daily,  we come across some work he did during his lifetime! 

We miss him dearly, may Allh reward him for his great efforts and grant him and his family the highest ranks of paradise.""","Salafi taklidi","אריאל כהן;צבי גופרי","","","","","","","","","","","Salafi taklidi","","","","","","","","","","","","Salafi taklidi","","",""
xnawfta1h,""" Legislating Shariah/Laws is sole right of Allah 

Whoever Assoicates with Allah in this by making Man-Made Laws, or voting for Legislators in Election is a Kafir Mushrik","Salafi jihadi","בנימין ווליך;אורי כהן","","","","","","","Salafi jihadi","ביקורת על סלאפים תקלידיים; א. האשמה בכפירה של שליטי ערב","","","","","Salafi jihadi","ביקורת על סלאפים תקלידיים; א. האשמה בכפירה של שליטי ערב","","","","","","","","","","","",""
t3s9cb65i,"""BREAKING! Sheikh Mustafa al-Adawi has been detained by Egyptian security forces following his comments criticising the Grand Egyptian Museum. 

Days before his arrest, he said: 

O people of Egypt, we must disavow Pharaoh and his soldiers. Visiting the museum should be for taking a lesson from his fate. We must disavow a man who said, I am your lord, the most high. 

Sheikh Mustafa Al-Adawi's social media accounts have been taken down following his detention.""","Irrelevant","הודיה עופרי;אילון כהן","","","","","","","","","Salafi taklidi","","","","","","Irrelevant","","","","","","","","","","",""
ypwewa7p6,"Regarding shirk: 

due to the prevalence of ignorance and lack of knowledge of the effects of the message among many of the later generations, it is not possible to declare them disbelievers for this, until it becomes clear to them what the Messenge  brought that contradicts it","Salafi taklidi","הילי חכמי;אריאל כהן","","","","","","","","","","","Salafi taklidi","","","","","","Salafi taklidi","","","","","","","","",""
hott0fhjt,"""Its genuinely heartbreaking that so many who claim Islam today don't even grasp the meaning of Shirk. 

We are talking about the greatest sin imaginable, the sin  will never forgive for whoever dies upon it without repentance, and the crime that condemns a person to eternity in the Fire. 

How have you not found the time to study a matter that decides your eternal fate?

What should be the clearest of all realities has become a subject of debate among people who belong to the very Deen that came to erase Shirk and establish Tawhid. 

If these people actually sat down, opened the Book of , and pondered its verses with the help of the great Mufassirun like Ibn Jarir, Ibn Kathir, al-Qurtubi, and al-Sadi, they would see that the entire Quran is Tawhid.

All of it is a condemnation of Shirk, a warning against its hideous nature, and a clear description of the end of those who practice it.

But instead of learning, they prefer to waste their lives attacking the Dawah of Sheikh Muhammad ibn Abd al-Wahhab, may  have mercy on him. 

May  reward you on behalf of this Ummah, Sheikh, for you called to the pure Tawhid until the ignorant masses in their sheer lack of knowledge began to think you invented these core beliefs. 

They don't realize that your call was nothing more than the call of every Prophet and Messenger from the beginning of time.

I tell you this: Leave the books of the Sheikh aside for a moment, even though they are nothing but Ayat and Ahadith. 

Go directly to the Book of , the Revelation sent to this entire Ummah. Go to the scholars the Ummah has agreed upon for over a thousand years,Ibn Jarir and Ibn Kathir, and actually spend your time studying.

May  guide us and you to the Truth. 

May He protect us from deviation, whims, and the poison of doubts.""","Salafi taklidi","זיו חסון;בנימין ווליך","","","","","","","","","","","","","Irrelevant","","","","","","Salafi taklidi","","","","","","",""
h1xk7rx97,"""What objects have your children discovered recently? 

They can learn about brand new objects and professions in the new show, Whats in your bag, narrated by @BegumNadiya.

Watch on CBeebies and @BBCiPlayer.

#CBeebies #WhatsInYourBag #ParentingLife #ChildrensTV #ThingsKidsSay","Irrelevant","ענה-יה אך;הודיה עופרי","","","","","","","","","","","","","","","Irrelevant","","","","","","Irrelevant","","","","",""
sc9o4f1nr,"""#FreeAafiaNow #BringAafiaHome
The US war on Muslim women.
The Story of Aafia Siddiqui . A Mother, A Sister, A Prisoner. The most oppressed woman in the world.

She was kidnapped. Sold. Raped. Her children were torn from her arms and sold alongside her, and what followed is one of the most harrowing stories of injustice in modern history.
Aafia Siddiqui, a Pakistani neuroscientist and mother of three, was abducted along with her young children. The Pakistani government sold her and her babies to the CIA for $55,000, a transaction that treated a mother and her children as commodities.

What was done to those children defies imagination.

Her infant son, Sulaiman, was just six months old when a CIA agent killed him, slamming his head to the ground in front of his six-year-old brother, Ahmed. Ahmed was then taken to Afghanistan, tortured, and imprisoned for five years.

Her daughter, Maryam, was only three years old. She was forcibly placed with a Christian family who changed her name and kept her for seven years.

As for Aafia herself, she was tortured, raped, and is currently serving an 86-year sentence in a US federal prison. Never once charged with terrorism. Never convicted of a violent crime.

This is United States terrorism on Muslim women. A mother, a daughter, a sister, targeted, brutalised, and discarded. Her only crime was her faith and her identity.

And what is perhaps most shocking is the silence.

The silence of human rights organizations. The silence of NGOs. The silence of the international community, the very institutions that exist to speak for the voiceless, that march and campaign and raise millions in the name of justice. Where are they for Aafia? Where are they for her children?

Their silence is not neutrality. Their silence is complicity.

This is what was done to our sister. May she never be forgotten.""","Irrelevant","צבי גופרי;הילי חכמי","","","","","","","","","","","","","","","","","Irrelevant","","","","","","Irrelevant","","",""
ai103etem,"""It was said to Hasan al-Basri: 

O Ab Sad, A man commits a sin, then repents; then commits a sin, then repents; then commits a sin, then repents, until when?

He   replied: I do not know this to be anything except from the characteristics of the believers.""","Irrelevant","אורי כהן;זיו חסון","","","","","","","Irrelevant","","","","","","","","","","","","Irrelevant","","","","","","",""
yqbsg76rf,"""Alhamdulillh, 400 Mashif (copies of the Qurn) were purchased from the Qurn Printing Complex in Madeenah. These are gifted to our students upon completing the Q'idah, free of charge from the Markaz.
They will keep and benefit from them for many years to come in-sh-Allh, reading from them during their lessons and at home. 

May Allh abundantly reward the brothers who funded their purchase and transportation, and make it heavy upon the scales of their good deeds and the good deeds of their parents.""","Salafi taklidi","אילון כהן;ענה-יה אך","","","","","","","","","Salafi taklidi","","","","","","","","","","","","Salafi taklidi","","","","",""
