text,label_Irrelevant,label_Salafi jihadi,label_Salafi taklidi,max_prob,model_decision,uncertainty_score
""" THEY CALL IT CEASEFIRE WHILE GAZA STARVES, OCCUPIED PALESTINE BLEEDS, AND THE WORLD LOOKS AWAY | APRIL 27

 Aid / Crossings
The Gaza Crossing and Border Authority reported 214 trucks entered through Kerem Abu Salem: 134 commercial trucks, 12 aid trucks and 12 fuel trucks. For over 2 million people, this is not relief. It is controlled deprivation. They open the crossing when they choose, close it when they choose, then claim aid is flowing.

 Water Crisis
Gazas water collapse is catastrophic. Families are surviving on less than 10 litres per person daily, with some areas down to 2 litres. Before the war, access was around 80 litres. Water production has fallen from around 100,000 cubic metres per day to 35,000. Dirty water, sewage overflow, disease, insects and rats are now part of survival.

 Ceasefire Violations
Palestinian officials have cited 2,400+ serious israeli violations, including 921 shootings, 1,109 bombardments and attacks, 273 demolitions and 97 incursions. They call it a ceasefire. They keep firing.

 Imad Miqdad
Imad Miqdad was killed after israeli war criminal drones targeted his solar powered phone charging station in Sheikh Radwan. This was one of the few places civilians, journalists and medics could charge phones and stay connected. Destroy hospitals. Destroy water. Destroy roads. Destroy communication.

 Occupied Palestine / East Jerusalem
Occupied Palestine is being strangled in parallel. Since 7 October 2023, OCHA figures cited by UNRWA recorded 1,079 Palestinians killed in occupied Palestine, including East Jerusalem, at least 235 of them children, by 30 March 2026. Save the Children reported 685 Palestinian children displaced by settler violence in the first three months of 2026 alone. In al-Mughayyir near Ramallah, 14 year old Aws al-Naasan and 32 year old Jihad Abu Naim were killed during a settler attack near a school. This is raids, shootings, demolitions, illegal outposts, land seizures, settler terror and forced displacement working together.

 Dr Hussam Abu Safiya
Dr Hussam Abu Safiya, a Palestinian doctor from Gaza, remains in israeli detention without charge according to campaigners and rights advocates. April 28 is the feared key date being raised for his case. He treated the wounded after losing his own son. Then he was taken.

 Knesset Death Penalty Bill
The israeli Knesset passed a death penalty bill targeting Palestinians, advancing execution measures through occupation courts. So while Gaza is starved and bombed, Palestinian prisoners are threatened with execution through the same system that jails doctors without justice.

 Core Closing Line
They jail the doctors, threaten the prisoners, starve the civilians, cut the water, throttle the aid, kill the children, seize the land, build the settlements, then ask the world to call it democracy.""",0.9649235,0.04909645,0.020061005,0.9649235,Irrelevant,0.45090355
"""Who is a Sunni? @hikmahpubs 

A response to those who say you have to be Ashari, Sufi.",0.19469564,0.06524085,0.30524272,0.30524272,"No decision, maximum is Salafi taklidi",0.19475727999999998
"""A Messege To Br Sneako &amp; Dr. Zakir Naik. May Allah Guide Them",0.84809077,0.13322648,0.02441231,0.84809077,Irrelevant,0.34809077
"""Don't undermine the seriousness of associating and prompting deviants and innovators. 
Mufti Menk, Assim AlHakeem and Abu Taymiyah are guilty of watering down Islaam. 
Pretending that this is a trivial issue is treacherous and dangerous. 
Be careful who you listen to and who you collaborate with.""",0.9087892,0.084912226,0.022834482,0.9087892,Irrelevant,0.40878919999999996
"""Shaykh Sulaymn al-Ruayl about X

Just a few minutes ago at the end of our lesson with the Shaykh in Masjid Nabaw, he said:

The default regarding the X platform is that what is shared on it is unreliable and false, unless proven otherwise.""",0.49053308,0.015527102,0.65732306,0.65732306,Salafi taklidi,0.00946691999999999
"""The devil-hearted ruler... 

There are many wicked Khariji Muslims who deliberately twist the narrations regarding the obedience to rulers. Or, they cite the ones that they allege support their revolutionary tendencies and ignore the ones which expose them and their lies. 

Be careful of these people. 

If you live in Muslim country that has a Muslim ruler, then listen and obey in that which is good and don't obey him in disobedience. 

Don't speak ill of him in public and don't advise him from pulpits.

Make Duaa for him and not against him. 

Don't incite the masses against him and call for revolts and corruption. 

If you live among the Kuffaar, then remain silent as you have no right to discuss our affairs nor is there any weight for the opinion of a hypocrite who pays taxes to the Kuffaar, pledges allegiance to them and helps them in their evil ways by neighboring them and residing amongst them. 

Fear Allaah and adhere to the Sunnah.""",0.8215153,0.23175998,0.034353185,0.8215153,Irrelevant,0.26824002
"""This lying idiot either is too ignorant of the Arabic language to know that the Sheikh didn't say what he attributed to him or he is purposely misleading the people by doing his usual 8 to 5 job as a habitual liar. 
Actually, his wife should be able to assist him so he really doesn't have an excuse. 
I'm glad he's digging a bigger hole for himself. 
It won't be long before he announces that he has accepted Jesus as Lord and savior. Or something along those lines.
You might think that's a reach. Nah, no one plays with the Deen of Allaah and slanders the Salafi scholars except that he goes far astray. 
Time will tell inshaaAllaah. 
Bookmark this post for that day.""",0.8401077,0.15429045,0.026197584,0.8401077,Irrelevant,0.3401077
"""Abdullah ibn Saba (The Jew) used to say: 

Begin by criticizing and attacking your leaders. (to cause a rift in society) And appear to enjoin the good and forbid evil so the people incline towards you.

[Tareekh At-Tabari (4/341)]""",0.9607907,0.047168605,0.015372874,0.9607907,Irrelevant,0.452831395
"""Want to be a true Salafi? 

Shaykh al-Mufti Salih bin al-Fawzaan al-Fawzaan",0.03665142,0.03875784,0.96413314,0.96413314,Salafi taklidi,0.46124216
"""""It is a famine.The Gaza Famine.

It is a famine that we could have prevented, if we had been allowed. Yet food stacks up at borders because of systematic obstruction by Israel.

Everyone owns this. The #GazaFamine is the worlds famine."" 

- @UNReliefChief",0.9623917,0.024064481,0.024736622,0.9623917,Irrelevant,0.46239169999999996
"""Khabib Nurmagomedov refusing to shake hands with a female = Misogyny 

Muslim women wearing the burqa/niqab = Patriarchal oppression 

Halal slaughter = Animal cruelty 

Just a *fact-based* reminder for those that have jumped on the anti-Muslim/Islam bandwagon while claiming the superiority of western civilisation and western values

A civilisation that has normalised OnlyFans, abortions and hookup culture cant lecture others about womens rights.

A civilisation that has abandoned the institution of marriage, replaced children with pet dogs and see kids as a financial burden and an obstacle to career progression cant lecture others about childrens rights.

A civilisation that leaves their elderly parents in care homes to rot away while waiting for their inheritance cant lecture others about the rights of the elderly. 

A civilisation that invades, occupies, bombs, sanctions, genocides, ethnically cleanses and supports tyrannical regimes that do the same cant lecture others about human rights.""",0.9516476,0.06585899,0.016897399,0.9516476,Irrelevant,0.43414101
"""A Pakistani neuroscientist held in US custody has told Sky News she has hope she will be freed after ""new evidence"" emerged which may suggest her innocence.

Watch @sabahchoudhry's full report """,0.9652504,0.048273988,0.018856026,0.9652504,Irrelevant,0.451726012
"""Eli Sham became Jabbar Shamsud-din.

Israeli false flags are becoming really sloppy these days""",0.8980331,0.18881963,0.022954665,0.8980331,Irrelevant,0.31118037
"""We are shocked at Robert Jenricks claim on Sky News this morning that those who proclaim God is great (or Allahu Akbar) in public shouldbearrested. 

 This is a phrase recited publicly and privately by billions of Muslims around the world as they offer their solemn prayers and praise God. 

 Mr Jenricks claim that politicians should choose their words wisely during this crisis rings hollow as he reaches for Islamophobic rhetoric, the lowest common denominator for demagogues. 

 It only goes to show that institutional Islamophobia is alive and well in the Conservative Party.  As a prospective leader, Mr. Jenrick should be showing leadership, reassuring our communities when fear is palpable.  

Instead, by calling for a well-worn religious phrase to warrant arrest is the kind of divisive language we would come to expect peddled by sections of the media and politicians, has emboldened the far-right thugs we see on our streets today.  

He should apologise, fully retract his comments, and speak to ordinary Muslims to understand why his remarks are so outrageous. Rather than inflaming tensions, he should focus on ways to bring communities together.

Read our full statement",0.9683329,0.039050348,0.021048171,0.9683329,Irrelevant,0.460949652
"""Israel can pinpoint assassinate senior leaders of Hamas &amp; Hizbollah in hostile foreign capitals, with little collateral damage, but to try (and fail) to kill Hamas leaders in the tiny, occupied Gaza Strip, they apparently first have to kill 14,000 Palestinian kids. Ridiculous.""",0.968293,0.051384494,0.018103484,0.968293,Irrelevant,0.448615506
"""We would be betraying Syria if we do not demand justice for Raed Fares and the Douma 4.",0.96593404,0.062208425,0.012882131,0.96593404,Irrelevant,0.437791575
"""It's clear the team who uncovered the massacre (and come from various backgrounds) investigated it as a matter of principle, not b/c Amjad was from a particular sect or side. When a state can hold violators accountable w/o fear of upsetting a support base, we have true justice.""",0.94538915,0.09409419,0.01806073,0.94538915,Irrelevant,0.40590581000000003
"""It's not too late to get the foodie in your life the perfect gift this Christmas... 

@BegumNadiya is making it easier than ever to inject some flavour into your life! Nadiya's Simple Spices is out now:",0.9667927,0.018482374,0.03504683,0.9667927,Irrelevant,0.46495317
"Are you hosting this Christmas? Here are some of my absolute favourite dishes to please a crowd.

You can find them all in Nadiyas Simple Spices  out now:",0.9663123,0.027754033,0.020970162,0.9663123,Irrelevant,0.4663123
""" If you missed @BegumNadiyas making @LennyHenry and the gang howl with laughter, you can watch the show back on @BBCiPlayer here  

And find the recipe for Nadiyas Keema Plate Pie on @BBCFood here  

#SaturdayKitchen",0.22291735,0.019191043,0.69662,0.69662,Salafi taklidi,0.19662000000000002
"""Thanks for watching this morning and a huge thanks to @BegumNadiya, @DonalSkehan, @knackeredmutha, @SaranshGoila &amp; Sir Lenny Henry! 

Todays recipes can be found here  

@matt_tebbutts back next week with @SabrinaGhayour, @NiklasEkstedt &amp; @sueperkins!",0.27006215,0.015664907,0.7292891,0.7292891,Salafi taklidi,0.22928910000000002
"""WE LOVE PIE, WE LOVE PIE! 

Such a treat to have @BegumNadiya in the studio, blowing us away with her keema plate pie (or one huge samosa!) &amp; charred mango salad! 

Recipes here 

@knackeredmutha recommends Brite Pineapple &amp; Mango (Sainsburys, 2)",0.9611985,0.03587446,0.019050714,0.9611985,Irrelevant,0.46119849999999996
"""Were a little excited about tomorrows line up! 

#SaturdayKitchen with @matt_tebbutt , @BegumNadiya, @DonalSkehan, @SaranshGoila, @knackeredmutha and SIR LENNY HENRY! 

Live on BBC One at 10am! See you there?",0.6677111,0.01125838,0.3207932,0.6677111,Irrelevant,0.1677111
""" Can @BegumNadiya convince @shaunwkeaveny to try buffalo whispering, boat building and bananas?""",0.8612872,0.037806172,0.059856858,0.8612872,Irrelevant,0.36128720000000003
"""BREAKING: 25+ celebrities back #FreeSchoolMealsForAll 

They're joining tens of thousands of educators, parents and young people to call on @RishiSunak to extend Free School Meals to every child in primary school.

Join us and sign the open letter",0.39422828,0.015165835,0.5997203,0.5997203,Salafi taklidi,0.09972029999999998
"""Pleased to see @BegumNadiya @Schwartzflavour #spice blends &amp; #recipe kits so prominently displayed @asda #oldkentroad - loving the on shelf in aisle displays in particular.
#nadiyahussain #licensing",0.15340942,0.024423873,0.681157,0.681157,Salafi taklidi,0.181157
"""If you can't handle the heat...stay in the kitchen because @BegumNadiya joined us on Mornings to talk about how spicy doesn't = hot! 

Does this mean it's time to spice up your breakfast?  Find out how spices can transform your cooking on Mornings",0.9052254,0.012226006,0.0939231,0.9052254,Irrelevant,0.40522539999999996
The amazing folk at @GreatOrmondSt are building a new Childrens Cancer Centre to transform the care of children with cancer. If you can please donate to @GOSHCharity &amp; help more children like Ralphie have a happy healthy life after cancer  #BuildItBeatIt,0.90248334,0.014139612,0.1339595,0.90248334,Irrelevant,0.3660405
"""What to watch tonight: #GBBO champion @BegumNadiya is back radiating joy, wholesomeness and energy in #NadiyasSimpleSpices - which is a delicious, uplifting show even for non-cooks. 8pm on BBC Two",0.81656116,0.013017022,0.23809353,0.81656116,Irrelevant,0.26190647
"""We are BACK! @BegumNadiya - new season. new goddess in my living room. listen!! subscribe!!",0.9100362,0.01058561,0.073377594,0.9100362,Irrelevant,0.41003619999999996
"""In this six-part series, Nadiya Hussain proves that cooking with spices doesn't have to be complicated, by using just eight simple spices to create mouthwatering meals for every occasion.

Nadiya's Simple Spices airs Wednesdays, beginning 27th September, on BBC Two.",0.9601578,0.031189904,0.08391331,0.9601578,Irrelevant,0.41608669
"""When people tell you who they are, believe them.""",0.9672927,0.032863475,0.031856496,0.9672927,Irrelevant,0.467136525
"""You should be extremely wary of anyone who is a part of this movement who doesnt endorse me over Randy Fine.

Either theyre a total pussy, compromised, or they dont care about change, they just wanna make money off clicks.""",0.9688572,0.02977269,0.026973335,0.9688572,Irrelevant,0.4688572
"""This is a complete lie from @realstewpeters , he wasn't hiding under his desk. There is actually a tunnel network he went into that leads directly to the closest synagogue.""",0.9648415,0.03033014,0.02533187,0.9648415,Irrelevant,0.4648415
"""Grand Mufti of the Kingdom, Sheikh Saleh Al-Fawzan:

""If the one who follows Ahmad is a Wahhabi,
 then let the humans and jinn ( ) witness that I am a Wahhabi.""",0.7405387,0.0404293,0.062064867,0.7405387,Irrelevant,0.2405387
"""A Palestinian Gazzan man from inside Gaza and above the rubble of destruction sends a message to the Shia and all those in support of Iran and Sunni-Shia unity.

This what the Palestinians make of such absurd and shameful idea which the likes of @Haqiqatjou promoting

Any words @Haqiqatjou @dkayofficial_""",0.8746435,0.17427714,0.021846747,0.8746435,Irrelevant,0.32572286
"""Dont look at your deeds as if you have completed them. Look at your self as one who has fallen short!

- Sh. Abdurrazaq Al-Badr",0.11244995,0.023685204,0.93140686,0.93140686,Salafi taklidi,0.38755005
"""Alhamdulillah, the wait is over!

The ""70 Hadeeth Refuting Khawarij"" book has been finally translated! Read and share; the khawarij have no excuse now!",0.85940063,0.100673236,0.026022213,0.85940063,Irrelevant,0.35940063
"""Alhamdulillah a dog of hellfire has been suspended from this platform.

Let's see if this hypocrite kharijite will appeal to Twitter laws (laws other than Laws of Allah), so, will that make him then kaafir as per his ""standards""?",0.86220914,0.13364011,0.022117492,0.86220914,Irrelevant,0.36220914000000004
"""I make a general Du for Allaah to protect a Muslim country from Kuffr and these people get mad""",0.92785364,0.123323925,0.017998787,0.92785364,Irrelevant,0.376676075
"""Would you believe me if I told you this is Shaykh Ahmad bin Taalib reciting?",0.23322196,0.019213757,0.5751359,0.5751359,Salafi taklidi,0.07513590000000003
"""May Allaah protect Saudi Arabia from both the Zionists and the Rawaafid""",0.96904624,0.060085714,0.014081331,0.96904624,Irrelevant,0.439914286
"""On this blessed Monday, let us begin with Bismillah, strive with sincerity, and trust in Allahs wisdom. Every step taken with faith is a step closer to His mercy. """,0.93596596,0.032451913,0.03562757,0.93596596,Irrelevant,0.43596596
"""Trusting Allah's plan, embracing every moment with faith, and walking the path of gratitude and humility. Alhamdulillah for everything. """,0.96550584,0.022056362,0.028625097,0.96550584,Irrelevant,0.46550583999999995
"""""We have (Muslim) MPs and we have councillors whose affiliation is greater to their party than to the Ummah.""

Watch Shaykh Zahir Mahmood's impassioned plea to Muslims to use their vote on Thursday in the cause of Gaza.",0.84381974,0.15953785,0.024575407,0.84381974,Irrelevant,0.34046215
"""""We have (Muslim) MPs and we have councillors whose affiliation is greater to their party than to the Ummah.""

An even bigger shame on those who turn a blind eye and refuse to call out MPs and councillors because theyre hedging their bets on Labour and because they know these people personally. You think we dont? What matters more to you? What happened to your principles and putting the children of Gaza first? Gaza has exposed everyone.

@5Pillarsuk @ShaykhZahir """,0.7303059,0.22419597,0.029366013,0.7303059,Irrelevant,0.23030589999999995
"""I would never vote for Labour again

Can Labour win back voters in the West Midlands who have deserted the party over Gaza? #PoliticsMidlands with @robmayor begins at 10am on BBC1",0.92422867,0.01935625,0.108161144,0.92422867,Irrelevant,0.391838856
"""A rich and powerful conversation between @BegumNadiya and @VickNHopeWe LOVED it! 

Listen to it in full on @WomensPrize Bookshelfie podcast now!""",0.34638605,0.015332112,0.6619116,0.6619116,Salafi taklidi,0.15361395
"Im going to the World Halal Food Festival on Saturday! Join me on the Tariq Halal Cookery Theatre for a LIVE cookery demoat 12pm, followed by a book signing.

Tickets available at their",0.9506977,0.014618548,0.048197653,0.9506977,Irrelevant,0.4506977
"Don't worry, I'm keeping my trophy! My interview and some of the recipes from my new book Nadiya's Simple Spices are in@dailymailweekendtoday. Make sure you pick up a copy  I promise you these Tangy Tomato Prawns are worth it! 

#AD",0.96790564,0.025511974,0.02511564,0.96790564,Irrelevant,0.46790564
"Its publication day!  Thanks so much to everyone who has pre-ordered Nadiyas Simple Spices. I hope you love it as much as I do!

These are just some of the recipes that I cant wait for you to try

#Ad",0.95603275,0.02233754,0.029635666,0.95603275,Irrelevant,0.45603275
"These 8 spices form the foundation of all my cooking  every single recipe in my new book is made from a combination of these vibrant flavours. I cant wait for you to try them!

Nadiyas Simple Spices is out next week! Pre-order your copy here: 

#AD",0.9661569,0.0236763,0.02584988,0.9661569,Irrelevant,0.4661569
"""Great coverage for @BegumNadiya #schwartz range that has just launched in @asda  in @Grocery_Trader 
#recipekits #fmcg 
Schwartz partners with Nadiya Hussain to spice up the recipe kit category",0.8481424,0.015381135,0.09279185,0.8481424,Irrelevant,0.34814239999999996
"""From speedy chutney to crispy leek biryani, #GBBO winner @BegumNadiya serves up a delicious selection of her best-loved recipes that make use of eight readily available spices to create sensational flavours in Simple Spices, currently 50% of RRP:",0.9463188,0.016033797,0.094021775,0.9463188,Irrelevant,0.405978225
"Book news ! I'm coming to Chester on 17 September!
I'll be at Chester Story House, hosted by @linghamsbooks and @bookabookshop
Tickets available

Followed by a book signing! Can't wait to see you there!",0.96475184,0.014407346,0.047864966,0.96475184,Irrelevant,0.452135034
"Congratulations to Julian, winner of my #ThankATeacherDay baking competition @UKThankATeacher! I loved the gorgeous bake you made for Miss Packenham of @stgeorges_head in Enfield. Keep up the brilliant baking!",0.81516296,0.01559557,0.16661432,0.81516296,Irrelevant,0.31516296
"""What objects have your children discovered recently? 

They can learn about brand new objects and professions in the new show, Whats in your bag, narrated by @BegumNadiya.

Watch on CBeebies and @BBCiPlayer.

#CBeebies #WhatsInYourBag #ParentingLife #ChildrensTV #ThingsKidsSay",0.92218554,0.011519784,0.08697631,0.92218554,Irrelevant,0.41302369
"Im absolutely delighted to be one of the Ambassadors for The Reading Agencys World Book Night 2023 on Sunday 23 April, the nations biggest celebration of books and reading, and the positive impact they have on our lives. 
#WorldBookNight #ReadingHour",0.9635902,0.016522698,0.064498745,0.9635902,Irrelevant,0.43550125500000003
"I am so excited to share with you all my new book, Nadiyas Simple Spices. Im sharing the 8 spices you will only ever need! Nadiyas Simple spices is available for pre-order now and will be available in September along with my new show.",0.96871847,0.022337748,0.05574432,0.96871847,Irrelevant,0.44425568
"""We are thrilled to announce the next book from @BegumNadiya, #NadiyasSimpleSpices  

Coming this August. Pre-order your copy today:",0.33800405,0.014627817,0.73272985,0.73272985,Salafi taklidi,0.16199595
""".@MichaelJBooks has signed @BegumNadiya's new cookbook, Nadiyas Simple Spices, which will be published in September to coincide with her latest BBC series.

Read here:",0.93047065,0.015428398,0.07357338,0.93047065,Irrelevant,0.42642662
"""From the @newlinesmag archive:
The world is worried about the jihadism of Syrias new leaders, but the world may be missing the point. Whether the state is religious or secular, Syria needs a strong society, not a strongman, argues @qunfuz2.",0.9519138,0.054689847,0.016981767,0.9519138,Irrelevant,0.445310153
"""It's good Amjad has been caught. That said, it should be noted that most of the team that uncovered and investigated this massacre in the first place refuses to deal w/the new govt because of the massacres on the coast &amp; in al-Suwayda' &amp; the comparative lack of accountability.""",0.7485445,0.4613897,0.032450296,0.7485445,Irrelevant,0.038610299999999986
"""@qunfuz2 @zriboua Siba al-Khiami. Here's the brilliant full version.",0.2169676,0.056634452,0.30251014,0.30251014,"No decision, maximum is Salafi taklidi",0.19748986000000002
"""""Well I'd lose my seat!""

Labours @jessphillips suggests pro-Palestine independent Akhmed Yakoob could be a threat to her if the West Midlands mayoral results were repeated at the General Election, arguing that Israel-Gaza is a massive issue among her constituents

#Peston",0.70109934,0.22473125,0.041369494,0.70109934,Irrelevant,0.20109933999999996
""" ""The military establishment has done all they could against me... I am not afraid because my faith is strong,"" writes @ImranKhanPTI.

The former Pakistani prime minister writes exclusively for The Telegraph from his prison cell.

Read more here",0.96604365,0.025851479,0.020536324,0.96604365,Irrelevant,0.46604365000000003
"""Lets make this racist POS famous @metpoliceuk you need to find this guy",0.94279975,0.03457217,0.02589207,0.94279975,Irrelevant,0.44279975000000005
"""A beloved brother translated this heartbreaking nasheed from @SaLehAljafarawi about Ramadan in Gaza.",0.07974176,0.019812152,0.9235302,0.9235302,Salafi taklidi,0.42025824
"""More than 600 senior lawyers and judges have written a letter to Rishi Sunak warning against the supply of weapons to Israel.

Speaking to Sky's @markaustinTV, Lord Sumption explains why he signed the 17-page letter 



 Sky 501, Virgin 602",0.96373713,0.029666822,0.019916987,0.96373713,Irrelevant,0.46373713000000005
"""They're seeing life being lost in front of their eyes in the most dramatic fashion This is about human survival.

@rescueorg calls the imminent famine in Gaza a profound failure of humanity.

Here's my conversation with its CEO @DMiliband",0.9680748,0.017754858,0.039450932,0.9680748,Irrelevant,0.460549068
"""Sunak creates the impression of being afraid to speak out boldly against Braverman and Anderson, perhaps because he fears too many Tories agree with them. Thats dangerous.

@Peston reflects on the Islamophobia row

 Tune in now LIVE on @ITV

#Peston",0.9520559,0.026856592,0.025933722,0.9520559,Irrelevant,0.45205589999999995
"""@LowkeyEnergy_ @grok what happened after""",0.957288,0.026936872,0.026375035,0.957288,Irrelevant,0.45728800000000003
"""May Allah bless and reward our rulers, those in authority, and those that are spending sleepless nights defending us to sleep in safety by the Will of Allah, and make goodness be carried on their and our hands and push away all evil from them and us, ameen.""",0.95889705,0.022671966,0.030798186,0.95889705,Irrelevant,0.45889705000000003
"""Khawarij: Faris is a zionist.

Me:",0.93213934,0.11729453,0.019107644,0.93213934,Irrelevant,0.38270547
"""Syrian army/security forces praying in the streets. A sight unheard during Assads reign where prayer by soldiers was a questionable offense",0.9678657,0.05058531,0.014230798,0.9678657,Irrelevant,0.44941469
"""This treacherous Rafidi set fire to the body of a Muslim who had no sin except that he testifies that there is none worthy of worship but Allah and that Muhammad is the Messenger of Allah.
So after this, do you still say that Muslims and the Shia, the children of Muta fornication, are brothers?!!""",0.6469989,0.47586915,0.04451112,0.6469989,Irrelevant,0.02413084999999998
"""There is no compromise in Tawheed - even with the Prophets!

Allah praised 18 Prophets in a single context, then concluded the praise with, ""...But if they had joined in worship others with Allah, all that they used to do would have been of no benefit to them."" (Quran, 6:82-88)",0.9592576,0.02087017,0.02776698,0.9592576,Irrelevant,0.45925760000000004
"""They were gathered around the Iftar table, waiting for the Maghrib call to prayerchildren, parents, and relatives.
And in the moment the call to prayer rose, a Katyusha rocket fell on them, launched by the terrorist Houthi militia, turning the Iftar gathering into a bloody massacre
#Iftar_Massacre_Hairan 
#__""",0.8713839,0.22253986,0.027050149,0.8713839,Irrelevant,0.27746013999999997
"""The Houthis just bombed a family iftar, killing 9 people and babies, critically injured 20 people.

in Hajjah, North Western Yemen.

The images I just seen are some of the most shocking I've ever seen,

This is your Shia-Sunni Unity.

May Allah curse such a unity upon falsehood.""",0.959708,0.062430713,0.016253976,0.959708,Irrelevant,0.437569287
"""Allahumma baarik!

Two Premier League footballers have donated to the Masjid Daar us Sunnah appeal. May Allah reward them and increase them in goodness.

You never know who is benefitting from your dawah. You never know whose heart Allah will soften through your efforts.

This is a reminder that the call to good reaches people you would never expect. Keep sharing. Keep giving. Keep making duaa.

Even a small contribution can make a difference tonight.

 Donate now:  


 PayPal (quickest for the US ):  


 Launchgood


Please donate and share with others.  

May Allah reward you and place it in your scale of good deeds.

#DusMasjidAppeal""",0.3167838,0.016742874,0.6649885,0.6649885,Salafi taklidi,0.16498849999999998
"""*A sister heard our call and answered it with her gold set.*

The Prophet  said: ""Verily, in Paradise are two gardens with silver vessels and two gardens with golden vessels."" [Bukhr & Muslim, from Ab Ms al-Ashar]

May Allh accept from her, replace what she gave many times over, and grant her those golden gardens in Paradise. mn.

Who will be next?",0.8776746,0.011390943,0.09059278,0.8776746,Irrelevant,0.37767459999999997
"""Sufyan ibn Uyaynah   said:

Do not abandon dua, and do not let what you know about yourselves (from deficiency) prevent you from it. For verily, Allah answered Iblis, and he was the worst of creation!

- Shuab Al-Iman 2/53""",0.9646096,0.043829836,0.014961471,0.9646096,Irrelevant,0.456170164
"""Sins bring a lot of burden in your health, rizq, and ibadah.""",0.7935761,0.08684517,0.06125219,0.7935761,Irrelevant,0.2935761
"""Al-Hasan al-Basri   said:

""The righteous used to say: The difficult thing is not praying at night, but rather protecting your deeds from being wasted by sins and heedlessness.""

[Hilyat al-Awliya, 2/354]""",0.9637117,0.035769586,0.01725723,0.9637117,Irrelevant,0.46371169999999995
"Grimsargh man sexually assaulted and smothered baby, court told | Lancashire Telegraph",0.9324743,0.050974745,0.02376816,0.9324743,Irrelevant,0.4324743
"""@TRobinsonNewEra youre a grifting cunt """,0.96971536,0.03435753,0.018813096,0.96971536,Irrelevant,0.46564247000000003
"Im excited tell you that @GOSHCharity has launched their Christmas Appeal! Help spread festive cheer to the children, families and staff at GOSH by sending a special Christmas stocking message and donation if you can:  Thank you",0.8682705,0.018211454,0.19742857,0.8682705,Irrelevant,0.30257143
