text,label_Irrelevant,label_Salafi jihadi,label_Salafi taklidi,max_prob,model_decision,uncertainty_score
"""""Thread of entites excommunicated by the Jolani organization(Jabhat al-Nusra, Jabhat Fateh al-Sham, Hayat Tahir al-Sham):""
""
--------------

Look at this and ask yourself how ppl can change literally overnight like this 
I remember a lecture by Ustad Yasir where he explains how a Mujahed that slept in caves like Sayyaf could lose his Iman 
How? By not wanting to lose his wealth that he gathered during his Jihad",0.87283856,0.16908377,0.020604113,0.87283856,Irrelevant,0.33091623000000003
"Rab al-Madkhal said,

Taking the foreign kfir nationality in place of the Islmic  some scholars have declared this to be kufr. Moreover, a person does not obtain this nationality except after pledging to submit to the laws of that country, along with loyalty and disavowal",0.11972082,0.79136324,0.16378476,0.79136324,Salafi jihadi,0.29136324
for its sake. He may even pledge to fight alongside them if the army of Islm advances upon a kafir country to confront their army  because he has become a soldier for the enemies of Allh.,0.57645774,0.455129,0.050448783,0.57645774,Irrelevant,0.044870999999999994
@ipin_and_upin @PiousCall @IbrmAnsari @O_A_G_1015 @PureAqidah @MrDeepInsight1 @Abu_Muhammad041 @SchizoPashtun @IslaamWinsAgain @Hazm_Tawhid @AboMuzani @arrow_427 @ARAFAT7494 @KashmiriHanbali @Fafcjtzqx,0.25028738,0.8039225,0.09785342,0.8039225,Salafi jihadi,0.24971262
"Ibn al-Qayyim mentions similar point as Shaykh Khlid, but in a different context:

This interpretation is weak, because the mere act of denying it is disbelief, whether one rules by it or does not rule.",0.073467396,0.046731044,0.7713308,0.7713308,Salafi taklidi,0.2713308
Just saw a woman who ran a salafi dawah page left islam,0.3483962,0.07558807,0.18665482,0.3483962,"No decision, maximum is Irrelevant",0.1516038
"""""One arguement mahabists might come with to the laypeople is that:

How do they learn fiqh if the four mahib are a bidah?

It can be responded to by asking them a simple question:

How did people learn fiqh before the existence of the four mahib???""
""
--------------

Madhabists fanatics should read this",0.11652256,0.022605704,0.7468966,0.7468966,Salafi taklidi,0.24689660000000002
"""""Al-Quaymi, the Shaykh if the anbals and a Mahabist.
This might be enough.
Because such speech necessitates all of the mahhib are correct in every issue, which is false and no one can deny that. 
""
--------------

Don't know who this brother is. May Allah protect him , his threads are really good.",0.6255199,0.23059495,0.039126594,0.6255199,Irrelevant,0.12551990000000002
"""""@mhnd3058 That's not correct! 
A. Certain Sharh of Kitab At Tawhid was banned not the book itself 
B. They beat many Shia's when they were doing anything against Qur'an and Sunnah in their mournings
C. The rest I never heard anything in that scale to be authentic.""
""
--------------

Sheikh Abu Ahmed Jamil ar Rahman Mukhlis   from Kunar province
 talked about kitab at tawheed last year when the Sufi regime banned it. 

 we will defend it and we will publish it too",0.054949325,0.06686422,0.7738232,0.7738232,Salafi taklidi,0.27382320000000004
"""Sheikh   is one of the few ones in the west who teach real islam without sugar coating the deen.

Madkhalis and zandiqa out there are teaching how to bootlick tawaghit or busy dividing and misguiding the Muslim community.""",0.3024673,0.7722623,0.085815325,0.7722623,Salafi jihadi,0.1975327
"Sheikh   is one of the few ones in the west who teach real islam without sugar coating the deen.

Madkhalis and zandiqa out there are teaching how to bootlick tawaghit or busy dividing and misguiding the Muslim community.",0.047551304,0.64443403,0.3951353,0.64443403,Salafi jihadi,0.10486469999999998
"""""Whyd you get knocked out then if living with your wife is so bad?

Why wasnt your iron sharp? ""
""
--------------

Zoolafi redpiller vs Barelvigger/rafidhi redpiller",0.82453036,0.0946391,0.02563279,0.82453036,Irrelevant,0.32453036
"""Imam Abu Hanifah and Qadi Abu Yusuf   both agreed anyone who says, The Quran is created is a kafir.
Mukhatasar Al-Uluw li Imam Dhahabi with the tahqiq of Al-Albani, p.156",0.10764512,0.73926115,0.16131172,0.73926115,Salafi jihadi,0.23926115000000003
"""""These are the charlatan Traditional Azhari Sufis who get invited to the West to speak. Defenders &amp; legitimisers of the openly secular apostate Sisi. A fan of the usual deviants of course (Ali Gomaa, Habib Ali Jifri, Yusri Jabr). 
""
--------------

Shaykh Ahmed El Azharys nonsensical comment on Jordan Peterson. A whole bunch of waffle about pride, watering down the religion &amp; attempting to make people feel sorry for one of the heads of evil. These individuals are callers at the gates of hellfire.",0.5663651,0.46592724,0.047209248,0.5663651,Irrelevant,0.03407275999999998
"Theyre so proud of their Nifaq &amp; Kufr, its truly sickening.",0.77819836,0.3060888,0.041674968,0.77819836,Irrelevant,0.1939112
"Lastly, many (if not most) people leave the religion not due to polemical Aqeedah debates, but fundamental issues which everyone who attributes themselves to Sunni Islam agree upon. We must remember that all of our hearts are between the fingers of ar-Rahman, may Allah guide us.",0.79540104,0.07270951,0.049260452,0.79540104,Irrelevant,0.29540104
Unlike the madkhali slaves of the tawagheet Arab rulers sheikh albani affirms the salaf claiming that rebelling against the ruler IS permissible when there is clear kufr,0.017374208,0.2532842,0.8441178,0.8441178,Salafi taklidi,0.24671579999999999
"Madkhalis when it comes to billionaire Saudi princes and kings who commit major kufr including aiding the kuffar, 
we dont know whats in the heart,
But with a people born into war poverty and every kind of oppression, the condition of the heart doesnt cross their minds?",0.8218838,0.27670047,0.02654461,0.8218838,Irrelevant,0.22329953000000002
"Sheikh albani on the verge of making takfeer of the Saudi taghut back then, imagine his stance now.
And madkhalis believe he was one then lol",0.36124858,0.75274754,0.06758283,0.75274754,Salafi jihadi,0.13875142000000001
"""@Alghurabaaaaaa Ibn Muflih reported: Said ibn al-Musayyib, may Allah have mercy on him, said, If you see a scholar become too close the rulers, beware of him for he is a thief.
Source: al-db al-Sharyah 477""",0.5185186,0.26422685,0.043735538,0.5185186,Irrelevant,0.01851860000000005
"""""These jami madkhalis think that Uthaymeen one who supported rebellion and criticised the rulers and even made takfeer of them for the same reasons the jihadis do, is one of them. 
""
--------------",0.7919921,0.34948644,0.027254706,0.7919921,Irrelevant,0.15051356
"These jami madkhalis think that Uthaymeen one who supported rebellion and criticised the rulers and even made takfeer of them for the same reasons the jihadis do, is one of them.",0.0967768,0.7770824,0.20072398,0.7770824,Salafi jihadi,0.27708239999999995
"Uthaymeen praised usama bin ladin, would he be considered khawarij?",0.02835948,0.12731825,0.7967539,0.7967539,Salafi taklidi,0.2967539
When sheikh uthaymeen was a khariji,0.020662496,0.31336182,0.78332347,0.78332347,Salafi taklidi,0.18663818
"""According to Shaykh Ibn Uthaymn:

The one who commits fornication and boasts about it must be called to repentif he does not, he is to be killed. 

Boasting openly shows he considers it allwhich amounts to kufr. 

He gives the example of people traveling to a Bangkok.",0.29658812,0.28543124,0.10177833,0.29658812,"No decision, maximum is Irrelevant",0.20341188
"""Ibn Taymiyyah  :
""Indeed it is one of the greatest evils that ignorants have possessed doing takfir of the muslim scholars. The basis (asl) of this takfir is from khawarij and rawafidh, who declare the leaders (imams) of the Muslims to be kuffar.

Majmu al-Fatawa 35/100",0.2383552,0.73211837,0.082015805,0.73211837,Salafi jihadi,0.23211837000000002
"""The truth is: a pious woman who strives to follow the Qur'an &amp; Sunnah is more precious than gold.

Imam Muqbil ibn Hadi said: Salafi women are more precious than red gold.",0.058527306,0.030813724,0.8779286,0.8779286,Salafi taklidi,0.37792859999999995
"""Cheikh Muqbil Ibn Hadi Al-Wadii   a dit :

Comme est bonne la science, meilleur que lor, le papier [largent], meilleur que les belles femmes, et bien meilleur encore que le pouvoir.

  Al-Bashair fi As-Sama Al-Mubashir, p.82.",0.7669079,0.20936719,0.042164743,0.7669079,Irrelevant,0.2669079
"""  Mditons sur cette rponse de cet immense Savant..

 Il a t demand  Cheikh Muqbil Ibn Hadi Al-Wadi'i - m.1422H -   :

Si vous avez un tlphone [fixe], pourriez-vous nous donner le numro ?

Il a rpondu : 

Nous navons pas de tlphone [fixe] et nous nen voulons pas, car cela nous fait perdre du temps.

  Gharatul Ash-Ritta, 1/279.

Le Cheikh est mort en 1422 de lhgire, soit en 2001 !!  cette poque il ntait pas question diphone comme aujourdhui, mais de tlphone fixe Que dire !? QuAllh Lui fasse misricorde et quIl nous prserve du temps perdu, amin.",0.8304567,0.087917246,0.03428871,0.8304567,Irrelevant,0.33045670000000005
"""Fear Allh 

Shaykh Muqbil Ibn Hd Al-Wdi   said: 

Fear Allh and teach your families, teach your children and teach your daughters. How wonderful is the home in which its people are upon the Sunnah.

[Al-Hath Ala Talab Ul-Hadth. ]""",0.766449,0.122313626,0.043380816,0.766449,Irrelevant,0.26644900000000005
"""Cheikh Muqbil ibn Hadi al-Wadi'i   a dit : 

Je conseille  mes frres, tudiant en science, d'tudier la biographie dAbd Allh Ibn Al-Mubrak, l'Imm Ahmad, l'Imm Al-Bukhari, l'Imm Muslim, et celles des rudits du Hadith qui ont suivi leur chemin, afin qu'ils sachent comment prserver leur temps.""",0.5891645,0.14933643,0.08276224,0.5891645,Irrelevant,0.08916449999999998
"""Rab bin Hdi:
- All Govs are kuffar

Sh Saleh l-Shaykh:
- Those revolting against Algeria arent Khawarij neither Bught as Algerian Gov isnt muslim

Ar-Rayyis, Head of Madkhilah:
- Sh Saleh l-Shaykh was wrong to takfr Govs of whole world for ruling by other than Sharah",0.04075109,0.8219613,0.4181967,0.8219613,Salafi jihadi,0.08180330000000002
"""Sh Muqbil rh confirmed around 30 years that Saudi Arabia was the graveyard of scholars &amp; dut &amp; they had more than 500 of them locked up

May Allah set them free

- Sh Nasir Fahd
- Sh Sulayman Alwan
- Sh Ali Khudayr


He also confirmed the Saudi gov wanted to destroy Yemen",0.09184235,0.3302113,0.3890904,0.3890904,"No decision, maximum is Salafi taklidi",0.1109096
""" Imam of Mufassirin, Imam Tabari on Tahakumm to Taghut 

""Whoever says this to Prophet than calls to seeking Judgment elsewhere in disputes are not believers 

-",0.7369764,0.1848229,0.030281156,0.7369764,Irrelevant,0.23697639999999998
"""A young Jewish man named Yusuf bin Musa converted to Islam through Imam Ahmad bin Hanbal.

After becoming Muslim, he traveled to different regions to study and became one of Imam Ahmad bin Hanbals close companions.

Source: Tabaqat of Abu Bakr al-Khallal",0.09477715,0.37832618,0.22492489,0.37832618,"No decision, maximum is Salafi jihadi",0.12167381999999999
"""After making takfir of those who do tahakum to Taghut, Shawkani says

""Along with this, they persist in other matters besides ruling by ght and seeking judgment from itmatters each of which on its own necessitates the disbelief of the one who does it and his exit from Islam.",0.19938812,0.7504805,0.11137502,0.7504805,Salafi jihadi,0.2504805
"""The abandonment by Muslims of supporting the oppressed is evidence of the sickness or death of hearts. And a day will come for the silent ones when they will be dragged to prisons in chains, finding no one to defend them.

Shaykh Sulaymaan al-Alwaan (May Allah free him)""",0.736907,0.30197456,0.04411184,0.736907,Irrelevant,0.19802544
"""Surely, anyone who knows of the actions of Muhammad al-Eesa, and ascribes Islam to him  let alone believes him to be a senior scholar [of Islam]  has not smelt the scent of Islam. This goes without mentioning those that fund and promote his activities of heresy. (i.e., MBS and co.), and how that itself is enough proof for the Riddah of these enemies of Islam.

Two possible options for Fawzan:

1) He knows Muhammad al-Eesa is a Murtad, but cant say anything because hes afraid of those who inserted him in this position (i.e., MBS & co.). If he cant call out or fix such blatant Kufr, then his appointment is nothing more than a spectacle.

2) He doesnt know the reality of Muhammad al-Eesa, and thus affirms Islam for him. The problem with this, is that how can a Mufti of a land, be so ignorant of who and whats going on in that very land. Moreover, how can the leader of the committee of senior scholars, be so ignorant of the blatant and out in the open Zandaqa of the very members of that committee. Again, it just goes back to his appointment being nothing more than a spectacle.

A shame, Fawzan who is on the doorstep of his coffin, may Allah destroy him  and only Allah Knows when he will perish  cant even take a simple stand of truth, publicly, so that the truth is not clouded nor lost. What will he meet Allah with, to counter his decades worth of legitimizing the thrones of the Tawagheet who fight Islam and the Muslims?!

His current trajectory, and we ask Allah for Salmah, appears to follow in the footsteps of a [Temu] Balm, and be like how Allah Describes:

                             

And had We willed, We would surely have elevated him therewith but he clung to the earth and followed his own vain desire. So his parable is the parable of a dog: if you drive him away, he lolls his tongue out, or if you leave him alone, he (still) lolls his tongue out. Such is the parable of the people who reject Our Ayt (proofs, evidence, verses, lessons, signs, revelations, etc.). So relate the stories, perhaps they may reflect. [7:176]

What a terrible fate awaits the evil scholars that legitimize the Tawagheet. Verily, they themselves are Tawagheet,   .""",0.24537036,0.34101135,0.12595123,0.34101135,"No decision, maximum is Salafi jihadi",0.15898865
"""Some Salafis on here are more angry about Sudanese people criticising the UAE than the fact that the UAE are butchering Sudan

Check your imaan folks",0.37277362,0.34908462,0.0775078,0.37277362,"No decision, maximum is Irrelevant",0.12722637999999997
"Afg is an exception as the Taliban are rooted in Pashtun tribal society and the madaris system is part of this culture that breathed life into this movement 

Same style of tribalism exists in part of Sahel but beyond that, where? 

Jordan, Egypt, Maghreb, South East Asia? Nope",0.80629504,0.38480094,0.02764351,0.80629504,Irrelevant,0.11519906000000002
"Muhammad ibn Nasr al-Marwaz : 

All the Ulama are in agreement to do Raf al-Yadayn except kufa (Ahnaf).",0.09785211,0.5939288,0.19471304,0.5939288,Salafi jihadi,0.09392880000000003
Every Muqalid of the four madhahib should read this book written in the light of authentic ahadith.,0.10144211,0.031200206,0.7200838,0.7200838,Salafi taklidi,0.22008380000000005
"""""Amad bin Nar al-Khuz and his khurj against Al-Wthiq, the caliph of his time.

What did Imm Amad say regarding him? Did he insult him or praise him?
But do the izbs and madkhals tell you this and teach you this? 
""
--------------

Imam Ahmed   didn't call him a khariji but praised him and made dua, and others had good dreams about  Nar al-Khuz. 

Madkhali scholars and their muqalidin never teach this or even mention it.",0.13563284,0.76793516,0.12649749,0.76793516,Salafi jihadi,0.26793515999999995
"""""four madhabs lived together in harmony.

The apparent unity mahhib have brought to the ummah:

Here is a picture of the maqamt of each Mahab.(destroyed in 1925) each Mahab would make alh behind their respective place. As reported by ibn Jubayr and others. 
""
--------------

All of this ""unity"" nonsense they talk about.  They say "" l madhabs"" brought disunity to the ummah, BUT history shows that the madhabists all 4 hated eachother and at times even killed and beat one another.",0.15996894,0.1952303,0.19399063,0.1952303,"No decision, maximum is Salafi jihadi",0.30476970000000003
"""""The challenge of shaykh Muqbil   in Madinah University

These statements we heard from some of the people whilst we were in Al-Jmiah Al-Islmiyyah [Madinah University] and they were saying:

Those who call to the Dall [evidence] call the people to division. 
""
--------------

Sheikh Muqbil's (RH) challenge at Madina University!!

Is there anyone who can bring me evidence that we are obliged to follow a specific mahab.

There was not one who able to bring me evidence. And we were in Al-Jmiah Al-Islmiyyah. So the matter is clear",0.042521026,0.052402247,0.86852014,0.86852014,Salafi taklidi,0.36852014
"""Refutation of the mahabists: 

If they say you must blind follow a mahab if you're not a mujtahid, then let's see what Imm Amad said.

Ab Dwd from Imm Amad (can they now claim the chain is weak?)",0.7924217,0.15297653,0.03624605,0.7924217,Irrelevant,0.2924217
"""four madhabs lived together in harmony.

The apparent unity mahhib have brought to the ummah:

Here is a picture of the maqamt of each Mahab.(destroyed in 1925) each Mahab would make alh behind their respective place. As reported by ibn Jubayr and others.",0.11170401,0.23294292,0.25864294,0.25864294,"No decision, maximum is Salafi taklidi",0.24135706
"""@ElyasWahyain This guy is a mushrik , he also believes Allah and his messenger  became one in one of his bayan years ago.""",0.82078725,0.12047751,0.03437316,0.82078725,Irrelevant,0.32078724999999997
: Sharifullah Sharifi (FB),0.22637646,0.65520513,0.16247158,0.65520513,Salafi jihadi,0.15520513000000002
""""" NEW: A Warning Against Ab Iyd Amjad Rafq of Salaf Publications

Read full document here: 
""
--------------

May Allah increase the disunity and their destruction amongst spubs Ameen 

(For those who don't know, their irja and splitting the Muslims into groups have caused a lot of harm for years)",0.12238156,0.26965186,0.19649509,0.26965186,"No decision, maximum is Salafi jihadi",0.23034813999999998
"""The Kufr of laws that oppose the Shari'ah, permit Haraam &amp; the legitimacy of the rulers who implement them

- Shaykh Abdullah bin Humayd",0.023825523,0.5693475,0.637991,0.637991,Salafi taklidi,0.0693475
"""The legislator is a Kaafir, whether he makes Istihlaal or not. The legislator who has made himself a rival to Allah is His right of legislation &amp; legislates man made laws that oppose the Shari'ah of Allah, is a Kaafir.",0.603872,0.19350316,0.050749294,0.603872,Irrelevant,0.10387199999999996
From the trenches of Iraq &amp; Syria to watching a dance performance with a Missy Elliot song as president. Ahmad al-Sharaa has lived an interesting life to say the least.,0.58978075,0.13477568,0.101300076,0.58978075,Irrelevant,0.08978074999999996
"""Even the Kuffar are noticing the patterns amongst the Madkhalites.""",0.10494479,0.67532134,0.1868834,0.67532134,Salafi jihadi,0.17532134
