text,id
"""Allah said:

""Had they been believers they would not have taken Kuffar as allies but most of them are fasiqun.""

  Quran 5:81

Imam Tabari: Had they truly affirmed Allah and his lordship and Nabi and his prophethood,""",
"""Yesterday, the child Adam Hijazi al-Shantir was injured after being assaulted by Israeli colonial settlers in the Khillet al-Natshe area of Al-Khalil (Hebron) in the occupied West Bank. Local sources reported that the settlers attacked him near his home, beating him severely and leaving him with wounds and bruises before fleeing the scene under the protection of the Israeli occupation army""",96.0
"""Quran classes 1-1",
"""Thomas Massie: Covid, Epstein, and Iran",
"""@gtdawahcenter",
"""""Qatar's former PM, Sheikh Hamad bin Jassim calls for the formation of a strategic defense alliance Pakistan, Turkiye, KSA and Egypt. He says, the alliance ""has long been, and remains, an urgent necessity to safeguard our interests and enhance our collective strength in the face of rapid changes in the policies of Western alliance countries""


""
--------------

Lol. Looks like the West are done wid these deplorable govts in the Muslim world.",31.0
"Tafseer, Palestine Update &amp; Q&amp;A 
 Today @ 1PM UK  All welcome!
  Sheikh Muhammad Al- Massari
 Zoom: 
 ID: 744 6271 2970 |  Pass: hello
 Surah Ash-Shu'araa: 
 YouTube:",70.0
"""Free Ebook:

Ruqyah for Treatment of Magic and Evil Eye From the Noble Quran

140 pages, PDF.

Download here:

 
InshAllh, 10,000 print copies for free distribution available from  soon.",
"""The more Allah-Fearing you are, the 
stronger your sexual desire becomes!

Shaykh AbdRazzaq al-Badr",
"""Ash-Shahd Ab Hamzah as-Sdn describes how the orphans of Shm used to boast about their fathers Shahdah:",
"""Ahmed al-Sharaa states in his Consitution:

""Citizens are equal before the law in rights and duties, without discrimination based on race, religion, gender, or lineage.""

Who would risk throwing themselves into Hellfire by declaring that the one who holds this belief is a Muslim?",
"The CENTCOM has published footage of the US military HIMARS firing ""ATACMS"" Missiles towards 3 Iranian TEL's, including that of what is presumably ""Kheibar Shekan"" &amp; ""Fateh-110"" MRBMs, and 1 VHF Radar, laced via USAF ""MQ-9A"" UAV, during Operation ""Epic Fury"" over the past day.",
"""This is very effeminate behavior. When you release a disastrous fatwa that contradicts basics of Aqeedah  what do you expect to happen? You and your ilk memorize books and narrations and then come out with your own independent application, as if the only purpose of the knowledge you memorized (like a donkey carrying books on its back), was to self-qualify yourself to give verdicts to the people and expect absolute submission because you studied your whole life, even if your verdicts clearly contradict the knowledge you memorized, or allegedly respect. Frankly, nobody cares that you studied your whole life, or even if you did two life-times. The Muslims are not in their weak and ignorant state, except due to the evil and misguided scholars, some of whom are worse than others, and some closer to the truth than others. The fact remains, there is no scholar who properly adheres to the correct Aqeedah in belief, action, and fatwa  except they will be targeted, silenced, imprisoned, killed, or at the very least labeled an enemy of the state, albeit ideologically. Holding a government position or a Taghut approved position, or someone who travels from one Kafir country to another, getting approved to preach in their lands by the worst of Kuffr, or someone who goes around the TV Networks, preaching or discussing Taghut approved sermons or topics, is a sure way to disqualify someone from being worthy of being listened to, let alone returned to at times of Nawzil. If the evil Taghut drunkard of Maghrib doesnt view you as a threat to the Shirk and Kufr in the lands he forcibly controls, what you have to offer is likely not worth the dust beneath the feet of an ignorant man who is lay in knowledge of the branches, yet is sincere to His Lord in the Asl of Emn, and likewise his actions.""",
"""If you shelter murderers and give them a head quarters to attack from, dont play the victim card when youre attacked by the murderers victims.

Shaykh Younus Kathrada  """,
"""""Don't give the Turks what they want, they are itching for it 
""
--------------

It will look completely different than that 
Arming militias, coups and civil war 
This is what they want",
#islamicreminder  #quran  #health  #quranichealing  via @YouTube,
"""Looks like we've got our closest look at the quad canister launchers for Mikholit munitions on a downed Israeli Hermes-900",
"""@xavierjp__ @MAkhtar59405 MBS stripped all their powers to the point where they became essentially useless. 

So practically, they do not exist anymore there.""",26.0
"""Sh.Abdul-Aziz Bin Baz (may Allah have mercy on him) said:

""As for National Day and celebrating National Day on any day...then all of this is an innovation, all of it is from the innovations &amp; an imitation of the enemies of Allah.""

#Saudi_National_Day_92
#__""",
""""" 
""
--------------

This movie was insulting Muslims
They portrayed a Muslim mutabarijah whos sleeping with non Muslim man as a honeypot trap of jihadists 

The funny thing is; they do it themselves 
Everyone knows that Mossad does this and others too
Projecting their degeneracy onto Muslims",
"One Mission, One God  The Call of Every Prophet |ClickDEEN360  via @YouTube",
May Allah reward our brothers @salafidawahdub for facilitating the conference over the past weekend. The enthusiasm of all involved in the community was extremely encouraging. We ask Allah that their dawah continues to go from strength to strength,
"""Starting in August In Sha Allah please repost and share, Baarakallahufeekum",
"""I managed to visit the noble scholar ash-Shaykh AbdulMuhsin al-Abbad in Madinah and I asked for advice for raising children living in the west, he said:

Cultivate them upon Taqwa, teach them preservation of the Prayer, instill within them good manners and staying away from despicable traits

I asked the Shaykh to make Dua my children and he did so. 

He was in good health and prayed in the Masjid Alhamdulilaah. May Allah give him a long life upon His obedience.

The Shaykhs son is the great scholar Sh AbdurRazaq al-Badr, his daughters are teachers, other sons all upright, his grandchildren are upon the same way. So i felt he was an excellent person to ask this sort of a question.

May Allah give us righteous children.""",
"""",
"""To those who call for Unity with the Rafidha.",
"They alway's condemn when J*ws &amp; kuffr are killed, but you will never hear a word from them about the Muslims in Gaza &amp; Sudan...",10.0
"""NHS doctors arrested in Britain for speech against 'israel': 5+

IOF soldiers arrested in Britain for mass murder, war crimes, and genocide: 0

This is the real hierarchy.""",18.0
"Inna lillahi wa inna ilahyi rajioon

Sheikh Rabee Bin Hadi al-Madkhali has passed away, may Allah forgive him, have mercy on him and grant him paradise ameen.

Certainly the passing of the scholars is a loss for the Ummah.",
"""You know all the people you fucking slaughtered mercilessly loved their women and children too.

And the fact you remain so beloved by idiot Americans kills me like you killed all those young boys overseas.""",74.0
"""05 | #Ramadan1447 | THE NAMES &amp; ATTRIBUTES OF ALLAH | Shaykh Musa Jibril (  )
PDF: 
SRT:",
"""SNEAKO asks Glenn Greenwald why Brazilian UFC fighters such as Charles Oliveira are Z*onists who support lsraeI 

""There's a big dr*g gang, they renamed this huge favela 'The Complex of lsraeI'. They wear IDF uniforms, their pools have a gigantic Star of David in the middle. You'll see more lsraeI flags than Brazil flags.""

""If you're Evangelical in Brazil, central to your religious identity, is you have to support the current modern day lsraeI.""

""Catholics and Orthodox have stayed immune to that.""""",
"""so im watching shaykh khalid   teach the children - seconds into the dars and i cant stop smiling",
"""Builds iOS apps from Windows or Linux via GitHub Actions",
"""Daniel Haqiqatjou is a disgusting Iranian agent

Look at how he mocks Saudi Arabia while it was being unjustly attacked""",
"Khamenei, the oppressor, tyrant, and butcherer of Muslims is no more",
"A mosque in Homs, Syria 

 The Iranian tyrant has perished  

 The tyrant who made our blood,  the blood of Ahl Sunnah, lawful in Syria  

 Glorify Allah for the destruction of the tyrant",
"""Indeed those who disbelieved and died as disbelievers, not even an earth full of gold will be accepted from them as ransom. For such people there is a painful punishment; and none shall come to their help.""

-Quran 3:91",
"""""The Haifa Museum of Art in Israel displays the McJesus statue.

Funny how they can mock Jesus like this while constantly claiming Israel is the greatest ally of Christians. 
""
--------------

no such thing as judeo-christian",
"""Our story is one of transient venues in an effort to seek knowledge and call the people to it

Moving from one venue to another for 12 years. 

Alhamdulilaah Allah has made it easy for us to buy a building and we are in the process of refurbishing it. 

A Markz built upon the correct Aqeedah and sound Manhaj. 

Dawah Salafiyah is a blessed dawah that calls people to the Quran and Sunnah upon the understanding of the 
Salaf Us Saalih.



Ways to donate 

 



 Lloyds Bank
Markaz Bukhari
41059860
309089""",
""" A Mistake in Children's Tarbiyah

In many communities, there are children who grow up memorising Qur'an but without learning Iman.

This leads to a generation of Huffadh, who are ignorant of the correct Aqidah and the basics of Islam.

Jundub (radihaAllhu anhu) said, ""We were with the Prophet as young boys, we learnt Iman before we learnt the Qur'an, then we learnt the Qur'an and we increased by it our Iman."" [Ibn Majah]""",
"""This is the logical endpoint of islamo-leftism: an ambiguously brown uncovered foid posting about the haramness of capitalism while shacking up with a (presumably white) kaffir in ramadan

The Jews have molested us in ways we cant even comprehend",
"asan al-Basr   said: 
Every path has a shortcut, and the
short cut to Paradise is hd.",99.0
"""""American embassies in the Islamic world are not like other embassies. Rather, they are embassies that perform an intelligence role and seek to extend American influence in Muslim lands. The ongoing war against Islam,  including the war against jihad (which they call terrorism) and the spread of the democratic creed,  is all planned from within these embassies.

American embassies present in Muslim lands have no legal (shar') status whatsoever. Indeed, the religious obligation requires severing relations with the American government and expelling its ambassadors, since it is a state at war with Islam and occupying Muslim lands.""

Shaykh Abu Mundhir as Shanqiti""",
Guidance Lost Through Shirk (Associating Partners with Allah)  |ClickDEE...  via @YouTube,
"""This dunya is but a fleeting enjoyment, while the Hereafter is everlasting.
Will we trade the eternal for what is perishing?
A hard reminder to awaken the heart.
Click to listen 

@albaseerah""",
"It is narrated from Abdullh ibn Amr that he said:

""A time will come upon the people, when they will gather in the mosques, yet there will not be a single believer within them.""

 || a al-Mustadrak No. #8585",98.0
"""EXPOSED: The Confused Epistemology of Dr Yasir Qadhi

New video just dropped",
""" Continuation of the 4-Part Series taking place in Nottingham

 The 3 Principles of Islm

 Ustdh Abu 'AbdirRahmn Hill

 Lesson 2 of 4: Monday 19th May @ 7pm

 The Vine Community Centre, Bobbersmill Road, NG7 5GZ

Brothers &amp; Sisters Welcome",
"""""It is far past time we Christians and Muslims unite on our shared similarities rather than fight over our minor differences. 

They spit on Christians and bomb the Muslims. Why are we deceived into hating each other by those who hate the Messiah?""
""
--------------

Shirk is not a minor difference

We only unite on Islam

Say, ""O People of the Scripture, come to a word that is equitable between us and you - that we will not worship except Allah and not associate anything with Him and not take one another as lords instead of Allah..."" [3:64]",
Islam is the only true religion,
#allah#love #respect  via @YouTube,
"""Never forget Gaza""",
False Gods Cannot Create Warning Against Shirk |ClickDEEN360  via @YouTube,
"""Jonathan Hall KC, the UKs Independent Reviewer of Terrorism Legislation, stated in a speech that the ""demonisation of Israelis"" should be treated as a hate crime under existing laws.

Speaking at an event hosted by the think tank Policy Exchange, Hall argued that current legal frameworks are not being adequately enforced to protect Israeli citizens or those targeted based on their nationality.

Hall KC has a family connection to UK Lawyers for Israel (UKLFI) through his father-in-law, Lord Dyson.

Lord Dyson (John Dyson), a former Supreme Court judge and Master of the Rolls, is a patron of UKLFI.

These links were highlighted by critics and independent journalists in August 2025, leading to accusations of a potential conflict of interest given his role in reviewing terrorism laws that affect pro-Palestinian groups like Palestine Action.""",85.0
Do Not Associate Anything With Allah |ClickDEEN360  via @YouTube,
"""Zarqawi cutting their head off was understandable""",
"""Madinah Book 1 courses available
Starting soon
Email for more details 
Discounts available!",
"""      |         !

By Abu Khadeejah Abdul-Whid  
@AbuKhadeejahSP 

#Salafi #Salafirecording #Salaf #Muslim #Islam #Quran #Sunnah #Salafiyyah",
"""This is my will and my final message. If these words reach you, know that Israel has succeeded in killing me and silencing my voice. First, peace be upon you and Allahs mercy and blessings.

Allah knows I gave every effort and all my strength to be a support and a voice for my people, ever since I opened my eyes to life in the alleys and streets of the Jabalia refugee camp. My hope was that Allah would extend my life so I could return with my family and loved ones to our original town of occupied Asqalan (Al-Majdal). But Allahs will came first, and His decree is final. I have lived through pain in all its details, tasted suffering and loss many times, yet I never once hesitated to convey the truth as it is, without distortion or falsificationso that Allah may bear witness against those who stayed silent, those who accepted our killing, those who choked our breath, and whose hearts were unmoved by the scattered remains of our children and women, doing nothing to stop the massacre that our people have faced for more than a year and a half.

I entrust you with Palestinethe jewel in the crown of the Muslim world, the heartbeat of every free person in this world. I entrust you with its people, with its wronged and innocent children who never had the time to dream or live in safety and peace. Their pure bodies were crushed under thousands of tons of Israeli bombs and missiles, torn apart and scattered across the walls.

I urge you not to let chains silence you, nor borders restrain you. Be bridges toward the liberation of the land and its people, until the sun of dignity and freedom rises over our stolen homeland. I entrust you to take care of my family. I entrust you with my beloved daughter Sham, the light of my eyes, whom I never got the chance to watch grow up as I had dreamed.

I entrust you with my dear son Salah, whom I had wished to support and accompany through life until he grew strong enough to carry my burden and continue the mission.

I entrust you with my beloved mother, whose blessed prayers brought me to where I am, whose supplications were my fortress and whose light guided my path. I pray that Allah grants her strength and rewards her on my behalf with the best of rewards.

I also entrust you with my lifelong companion, my beloved wife, Umm Salah (Bayan), from whom the war separated me for many long days and months. Yet she remained faithful to our bond, steadfast as the trunk of an olive tree that does not bendpatient, trusting in Allah, and carrying the responsibility in my absence with all her strength and faith.

I urge you to stand by them, to be their support after Allah Almighty. If I die, I die steadfast upon my principles. I testify before Allah that I am content with His decree, certain of meeting Him, and assured that what is with Allah is better and everlasting.

O Allah, accept me among the martyrs, forgive my past and future sins, and make my blood a light that illuminates the path of freedom for my people and my family. Forgive me if I have fallen short, and pray for me with mercy, for I kept my promise and never changed or betrayed it.

Do not forget Gaza And do not forget me in your sincere prayers for forgiveness and acceptance.

Anas Jamal Al-Sharif
06.04.2025

This is what our beloved Anas requested to be published upon his martyrdom.""",
"""I want my mom.

A little Palestinian girl cries, searching for her mother who was killed. Today is International Womens Day. Some women never made it to see it.",
"""This lecture will examine the claims of the Quranists. Insha Allah. 

Those who reject the Sunnah as a source of Islamic legislation while claiming to follow the Quran alone.

This doctrine stands in blatant contradiction to the commands of the Quran itself.""",
The False Gods Cannot Hear or Help |ClickDEEN360  via @YouTube,
Call Upon Allah Sincerely |ClickDEEN360  via @YouTube,
"Idlib, Syria",
Yasir Qadhi and certain Imams want Muslims to give their Zakat to US politicians whilst Muslims in #Sudan are living like this,
""" MARKAZ UPDATE!

Alamdulillh! Work on our Roof Project at Markaz AIM is now Underway! 

We were delighted to see the scaffolding go up at the weekend and are pleased to share this with our dear brothers and sisters!

This indicates the start of our much-needed Roof Project  to remove the old defective roof, which had serious leaks, and replacing it with a brand-new roof, in sh Allh.

We are appealing to our 10k+ followers to support us in this essential endeavour!

 Goal: to rapidly raise 20,000
 Purpose: To cover the cost of materials and labour.

Your donations will help to secure and protect the Markaz for our community now and for the future. Whether you are part of the local community or supporting from afar, your contribution is a share in this work and a source of continuous reward, in sh Allh!

Stay tuned for further updates and videos of the work as it progresses 

We ask Allah   to grant us and you success in opening the doors of the Markaz to our dear community and beyond. 

 """,
"Iraq's Saraya Awliya al-Dam Brigades has targeted the Erbil International Airport, achieving a direct hit on the helicopter Apron on the site. 

 POV Coordinates:
36.206183, 43.984303
 Coordinates of the target:
36.243456, 43.962286",
"""Imm Al-Albn said: It was Islm that raised the Arabs, saved them from paganism and brought them to Tawhdtook them out of the darkness into the light, and from misguidance to guidance. Upon its pure understanding Islm will give honour, might, and aid to the Muslims.""",
"""""Why are there no Sunni mosques in Tehran? Never knew this. SubhanAllah where do the Sunnis pray or how do they do Tarawee &amp; Jummah?""
""
--------------

Good morning, darling 
Where was your curiosity some weeks ago?",
#surahmuzamil #viral #explorepage  via @YouTube,
"""              #Shorts 

By Sh. Abu Khadeejah Abdul-Whid  
@AbuKhadeejahSP 

#Salafi #Salafirecording #Salaf #Muslim #Islam #Quran #Sunnah #Salafiyyah #Mother #Parents #Family""",
"""Ramadan Down to the Wire: Last Ten Days 

Shaykh Abu Uwais  

Link below:",
""" The Distinguishing Qualities of the Last Ten Nights of Raman  Abu Zayd Khlid (may Allh preserve him).

  

 - al-Allmah li al-Fawzn on the approach of the last ten nights of Raman.
- ishah    on the characteristics of the Prophet  during the last ten nights of Raman
 Special qualities of the last ten nights of Ramadn.
 Following the example of the Messenger  in removing ourselves from worldly distractions and striving in worship in these blessed nights.
 Ahdth on the virtues of Laylatul-Qadr.
 The mercy of Allh ( ) in His concealment of the exact night of Laylatul-Qadr.
 Our negligence when it comes to gaining the reward of Paradise.
 The specific du to be said plentifully on Laylatul-Qadr.
 The meaning of afuww.
 The sunnah of performing itikf in these blessed nights.
 Acts of worship we should perform plentifully in the last ten nights.""",
"""""In an interview with the American magazine The Atlantic, MBS reaffirmed that Ibn Abdul Wahhab is not Saudi Arabia.

I would say that Muhammad Ibn Abdul Wahhab is not a prophet, he is not an angel. He was just a scholar like many other scholars in who lived during the first Saudi state, among many political leaders and military leaders.""

""The problem at that time in the Arabian Peninsula was that Ibn Abdul Wahhabs students were the only people who knew how to read and write and history was written from their perspective. Ibn Abdul Wahhabs writing has been used by many extremists for their own agendas. But Im sure that if Ibn Abdul Wahhab, Ibn Baz, and others were alive today, they would be among the first people to fight these extremist ideas and these terrorist groups. The thing is, ISIS doesn't use as an example any living Saudi religious figures. When they die, they start to use their words and twist their views out of context.""

He said Saudi Arabia has Sunni and Shiite, and among Sunni, you have four schools, and Shiite have different schools, and all of them are represented in number of religious boards.

""Today, No one can push one of the schools views to make it as the only way of seeing religion in Saudi Arabia. Maybe that took place in some parts of our history due to the events that I told you about, especially in the 80s, and the 90s, and early 2000s. But today, we are back on the right track, as I said,"" he added.

""We are going back to the roots, back to pure Islam, to be sure that the soul of Saudi Arabia, based on Islam, our culture, whether tribal, or urban , is serving the nation , serving the people, serving the region, serving the whole world, and is leading us to economic growth. And that's what happened in the past five years. So today, I'm not saying we might do this. Maybe if we were having an interview in 2016, you would say Im making assumptions, and that this is just the analysis of the Crown Prince of Saudi Arabia. But we did it. You see it now with your eyes in Saudi Arabia. Just come and check it out, and watch the videos of Saudi Arabia six or seven years ago. We did a lot, and there are a few things still to do. And we are going to work to make them happen.""""
""
--------------

Don't let Shamsi see this",91.0
""" We need your help to complete all electrical work in the Masjid = 35,000

Donate by Apple Pay / Google Pay / PayPal / Debit Card / Bank Transfer.

 WORLDWIDE Donations:
 
Link: 

 PAKISTAN bank transfer:",
"""Please share widely.

If you're a doctor in the UK and have had complaints about you to the GMC by ""zionists""...and the GMC is ""investigating"" you ....could you get in touch with me/@HCWsAC please by DM?
Outcome irrelevant.

Thanks.""",22.0
"""What a scandal! A police chief has been bullied into retirement for daring to put the safety of British citizens in Birmingham first above the needs of foreign hooligans known for racism and Islamophobic chanting.

This is the latest disgraceful example of the UK Labour government putting Israeli interests first to the great detriment of British people.""",89.0
"""There is no famine.""

If you say so, there are ALOT of things that NEVER happend in history, EXAGGERATED numbers, NUMERAL impossibilities, FAKE data, propaganda to create sympathy for ulterior motives that have been achieved etc. 

""There was no...""",
"After a long break, I have finally made a clip with Shemrani commentarythis time exposing Zionist Pahlavist vermin.",47.0
"""This same clown was featured in another photo surrounded with people from Pakistan, fundraising for his then campaign  presumably with the intent to secure Pakistani/Muslim interests  yet his current rhetoric was the end result. You dont need this contrast however, to prove to you the disbelievers will never be pleased with you, and that theyll always harbor contempt for you, and that, which they conceal towards you within their hearts is worse than what they show  Allah already Says this in His Quran. An added perspective to show you how deluded and satanic the Fatwa from Yasir Qad and his fellow Zanadiqa who approved of publishing the Fatwa, is, and how moronic the we must disagree with adab idiots are.

Photo Credit taken from another use on X, Im resharing with my own comments.""",
"""New 1-1 Quran Classes for Males! 

Register Now to start your Road to Quran",
"""14 | #Ramadan1447 | REFLECTION: A PATH TO CERTAINTY AND FAITH | Shaykh Musa Jibril (  )
PDF: 
SRT:",
"""NEW Free PDF Book: 

Signs of the Last Dayin Light of the Quran and Sunnah:

The Great Wars, 
Conquest of Constantinople, 
The False Messiah: Ad-Dajjal, 
The Rise of the Mahdi, 
The Return of Christ Jesus, Son of Mary,
The Emergence of Yajuj and Majuj.

Download, read and share with relatives and friends:",
""" Alamdulillh, after years of work, my upcoming book OPERATION ARAB SPRING is finally near completion, inshAllh. Its one of the biggest and most important projects Ive ever worked on  A raw, unapologetic unveiling of the hidden hands, the real agendas, and the brutal truths buried beneath the bloodshed of the so-called spontaneous Arab ""revolutions"" that shattered the Muslim world. 

Between rejections and silence from multiple publishing houses in the US to publish my book due to ots content and certain words used, it became clear that i wont be able to have it published here, therefore Ill be self-publishing it overseas  because the truth will be told, with or without their approval, and inshAllh to be released at the upcoming Cairo International Book Fair 2026.

This is more than just a book. It's a thoroughly documented expos. No wild theories, no fantasies  only hard truths and insidious documented plots and betrayals that many would rather keep buried.

I know that publishing this book will bring me trouble, but inshAllh, I will still go forward with it. May Allah make it easy, grant me steadfastness, and bless me with a hijrah soon to the lands of Islam.

Afterward inshAllh I'll focus on completing the Khawrij encyclopedia by Allah's permission.

-Ab Islm al-Salaf al-Mir

 #OperationArabSpring #DivideAndConquer #Arabspring #History #SelfPublishing #Banned #Bannedbooks #Conspiracy""",
"""The Mawlid is an innovation",
#dua #fyp #quran #clickdeen360  via @YouTube,
Allah Does Not Forgive Shirk (Associating Partners with Allah)  |ClickDE...  via @YouTube,
Shirk Is a Great Wrong  |ClickDEEN360  via @YouTube,
"The Prophet  said:

""The month of Ramadan has come, a blessed month which Allah has obligated you to fast. The gates of paradise are open, the gates of Hellfire are closed, the devils are chained, and in it is a night that is better than a thousand months.""

-Al-Musnad 7148.",
"""""CENTCOM Update

TAMPA, Fla.  Last night, a U.S. service member passed away from injuries received during the Iranian regimes initial attacks across the Middle East. The service member was seriously wounded at the scene of an attack on U.S. troops in the Kingdom of Saudi Arabia on March 1.

This is the seventh service member killed in action during Operation Epic Fury. Major combat operations continue. The identity of the fallen warrior will be withheld until 24 hours after next of kin notification.""
""
--------------

What was a US soldier doing in Saudi Arabia..",
"Satellite imagery today display the ""AlMuntar"" IDF Outpost [2] of northern Gaza, and another established IDF FOB [3] approximately 2km away north.",
""" [Playlist] Two Raman Reminders Added.  

Shaykh @AbuKhadeejahSP: The Manhaj of Ahl al-adth in Correcting Errors & Mistakes. 

 Shaykh @AbuIdrees: Supporting & Aiding the Masjid & Markiz - Charity in Raman.    

 Raman 1447 | 2026: @MasjidSalafi & @AstonMasjid",
#daroodsharif #darood #daroodshareef #clickdeen360 #clickdeen #clickhadith  via @YouTube,
"Despite the CENTCOM claiming to have targeted the IRGCN Shahid Bagheri UAV Carrier on the first day of Operation ""Epic Fury"", the Carrier was seen on the move, 10km+ away from the 'Bandar Abbas' port today.

Nearby it is the ""Shahid Mahdavi"" Drone Carrier less than 6km away.",
"""Tony Blair is a war criminal.

He played a key role in illegally drowning Iraq in blood and chaos.

That the ruins of Gaza should be ruled by bloodstained Western colonial masters is a historic disgrace.""",81.0
"It is Ramadan, and this vile deceiver will not stop lying and misleading others during this blessed month",
"""May Allah reward our brothers who keep the House of Allah clean and tidy. A righteous act with no fame or notoriety attached. May Allah accept it from them and reward the one who wrote this kind message.",
"#islamicreminder , #quran #clickdeen360  via @YouTube",
"""JUST IN: SCOTT RITTER SAYS NETANYAHU BROTHER DEAD AND BEN GVIR INJURED

Last night the Iranians strike the home of Benjamin Netanyahu - they killed his Brother

They struck the home of Ben-Gvir - he seriously injured he may not survive - the BBC said he was in a car accident",
"May Allah protect our countries, the Muslims, the weak, the oppressed, the innocent and deal with the wicked oppressors",
"""Allah does not let down a hand that was raised to Him.",65.0
"""@shababalhanbali Loool, how low will you guys go?

Imam Bukhari literally wrote a whole book on refutation against those who have similar beliefs as the ashaira.

Also in his Sahih he brings some of the salafs statements about the istiwa of Allah, clearly affirming it on its apparent meaning",5.0
"One last AN/TPY-2 Radar in the region. 

Morale highest than ever...",
"The destruction of a US Navy geodesic radome by an IRCG ""SHAHED-136"" UAV in the NSA of the 5th fleet, Bahrain.

 Coordinates:
26.20703056, 50.60979722",
"""No matter what happens in the world, dont let it stop you from increasing your acts of worship during this blessed Ramadan""",
