"ID","Text","Language","Type","Author Name","Author Username","View Count","Reply Count","Retweet Count","Quote Count","Favorite Count","Bookmark Count","Created At","Tweet URL","Source","hashtags","urls","media_type","media_urls"
"2004316194355167610","Shaykh @AbuKhadeejahSP  Defense of Shaykh @AbuIyaadSP:

https://t.co/58hEB2S72L

Question: How do we deal with those who spread lies about our brothers from the Tullab-ul-Ilm and from the Mashaikh in this country and elsewhere who the Kibar-ul-Ulama have recommended for decades?

Shaykh Abu Khadeejah Abul Wahid (May Allah preserve him) answers:

""And I say to you that we pay no attention if it is a lie. And a lot of it is lies and rumours and falsehoods and Namima that we pay no attention to it.

We've got more important things to do. Look at this conference. Is this more important? Or listening to lies that are spread about our brothers and our elders in the Dawah for 30, 35 years giving nothing morning, evening and night, giving Khidmah to the Dawah.

Why are we going to turn and pay attention to that? when you look at their translations, you look at their works, you look at their websites, you look at their audios and the books that they teach and I can name, you know, Shaykh Abu Iyad, Shaykh Uwais At-Tawil, Shaykh Abu Idrees, you know, all of these brothers and other than them from our brothers in Britain, in North America and elsewhere.

So, in this day and age that we live, then this is something that is Aadi. It's something that is normal and it is not the first time, you know, that this has happened in history.

People have been wrongly accused and lied upon. So, what do we do? We pay no attention to it. 
Baarakallahu Feekum. 

We know the truth. We know our brothers. I know Shaykh Abu Iyad. I know Shaykh Abdul Ilah. I know Shaykh Abu Idrees. I know Shaykh Uwais. And I know my brothers from the rest of the teachers in this country. I know them. I know those who are teaching up and down the country, whether it's Ustadh Abdul Hakim Mitchell or whether it's Ustadh Abu Humaid or Abu Ukaasha or Zubair ah Somali or Hilal or other than them. We know our brothers, and we know them for Khair.

It doesn't mean that we are not, and especially myself, that I'm not, you know, free of mistakes. We can all make a mistake, but they are our brothers. Ah-Deenuh Naseeha. If you see a mistake from your brother, give him advice.

Don't destroy his honor. Destroy his rank. Make him despicable in the eyes of the people. This is not our way. This is not the way of the Ulama. This is not the way of the Salaf.

If you look at what I've just mentioned over the two lectures that I've given. Is this the way of Rasulullah salallahu alayhi wa sallam? That he would treat people like this. A person, people who are known for Sidq and Amanah and truthfulness and defending the deen so much so that they take attacks from Ahlul Bid'ah morning, noon and night.

You know, I went to a masjid in Pakistan. And afterwards, after we finished from the masjid, normally the brothers, we stand outside for a few minutes, give Salam before we go home. So, someone came and they said, oh, the masjid said that they know you. I said, Oh, okay. I said, and what do they think? He said, well, they googled you. And I said, what did they find? They said they found, article after article after article, insulting you, abusing you. That are some good. And they're not comfortable with you. Alhamdulillah.

Right? So, they attack and they insult because that's social media, right? Anyone can go on there, make an account and insult another person. But Yawm al-Qiyamah, we're going to see. Deeds of the people are going to be displayed Yawm al-Qiyamah.

And I forgive every Salafi who ever attacked me. But I will not forgive a person of Bid'ah up until he repents to Allah. That's between him and Allah because he opposed the deen. As for him insulting me personally, I forgive them.

So, morning, noon and night, our brothers. Since the early 90s, subhanallah. I was introduced to Salafiyyah, I'd say in 1988 or 89. It's not that I embraced it immediately and started practicing. No, but I was introduced to it, and I accepted the principles very early on when my brother gave me da'wah in 88 or 89.

And through those years, we've seen the da'wah grow and grow from the earliest of the people that I met was Abu Talha, Rahimahullah, Sheikh Abu Talha and my first teacher, of course, Abu Iyad from those times. These were from the earliest of the people.

Even Sheikh Abdullilah, the earliest of the people that we met and there were many many others, and I could go through a whole list, but time won't allow. From that day to this day, I see khair from these people. So yes, it is not permissible to dishonor them or to call them liars.

You know, we know what Sheikh Rabi' bin Hadi Al-Madkhali thought of us. We know what Sheikh Ubaid bin Abdillah Al-Jabri thought of us. We know what Sheikh Muqabil bin Hadi Al-Wadi'i thought of us.

We know what Sheikh Abdullah al-Ghudayyan thought of us. We know what these Ulama Ahmad Al-Najmi and Zaid Al-Madkhali thought of us. We know these Ulama Al-Kibar from the major great scholars, Sheikh Hassan bin Abdul Wahab Al-Banna, Sheikh Muhammad bin Abdul Wahab Al-Banna.

What these Ulama thought of the da'wah and the da'wah of Maktab As-Salafiyyah.

If we make a mistake, correct us. Bil Adab, with ikhlaas and sidhq. Because lying does not benefit anyone. Untruths don't benefit anything. It doesn't benefit the Haqq. Supposition and suspicion don't benefit the truth in any way whatsoever.

So, defend your brothers, defend your Mashaikh, defend our Ulama. Baarakallahu Feekum. 

Stick to the Madhhab of Ahlul Hadith, ask for dalil and proofs. 

If someone comes and they make an accusation, bring your dalil. And we want the wording exactly. Word for word, what was said. Then show us from the Kitab and the Sunnah and the Salaf, where it opposes the Kitab and the Sunnah and the Salaf.

And we're on board. This is our Deen. Show us the Usul of Salafiyyah that have been contradicted.

Up until then, busy yourself with Ilm, attend the Duros, study the books, go to the Duroos of Sheikh Abdul Ilah and Sheikh Abu Iyad. That teaches Madarij Salikeen here in this Masjid once a month, doesn't it? The Masjid is packed right to the back. Why? Because people know Khair when they see Khair.

Because you're talking to Salafis. The Salafis recognize the good in him and the good in Sheikh Abu Idrees and the good in Sheikh Uwais and others. And now you see our brothers, they do conferences up and down the country.

Whether it be Abu Ukkasha or whether it be Abu Ukkasha Abdul Hakim, whether it be Zubair As-Somali or whether it be Yahya or whether it be, you know, Abu Humaid or Abdul Hakim Mitchell. And you see the people flocking to them seeking knowledge. They were in Ireland the other day, right? Abu Inaya as well. Hafidahumullah ta'la.

The people are flocking because people want Ilm. They don't want tittle-tattle and gossip and Qeel-waqal. So, attend those Duros, attend those gatherings of knowledge.

May Allah subahanu watala keep us steadfast upon Salafiyah.”

25th Dec 2025 - Salafi Publications Winter Conference 2025 -Birmingham, UK - Reviving the Manners & Morals of the Prophet ﷺ and the Early Salaf","en","Retweet","إسماعيل بن رفيق محمد المالدیفي","ismaaeelmv","25849","9","78","3","188","115","2025-12-26 00:19:53","https://x.com/ismaaeelmv/status/2004316194355167610","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","https://t.me/fawaaidusalaf/482","video","https://video.twimg.com/amplify_video/2004314020325871617/vid/avc1/576x1024/yPNNefYwrjtAlnjy.mp4?tag=21"
"2003170737826484397","The First Nation to recognize the #USA independence and rights to self governance, was #Morocco 🇲🇦a muslim nation. Remember that the next time you call for the deportation of Muslims. It was an Islamic country that helped America stand on its own two feet. 
This  occurred in 1777 https://t.co/mtyJUsIKjG","en","Retweet","Mutah Beale مطاع بيل","MutahNapoleon","23361","59","204","6","706","117","2025-12-22 20:28:15","https://x.com/MutahNapoleon/status/2003170737826484397","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","#USA, #Morocco","","photo","https://pbs.twimg.com/media/G8yxKoVXgAAz4FK.jpg"
"2003028326064251269","The anti #Islam propaganda in the west is all by designed and funded by Zionist dollars. Here’s a video of #Jewish #Rabbis openly talking about instigating fighting between #Muslims and #Christians in order to protect the interest of Zionist people 

#usa #america https://t.co/vtMth9CSUE","en","Retweet","Mutah Beale مطاع بيل","MutahNapoleon","67298","108","685","46","1469","532","2025-12-22 11:02:22","https://x.com/MutahNapoleon/status/2003028326064251269","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","#Islam, #Jewish, #Rabbis, #Muslims, #Christians, #usa, #america","","video","https://video.twimg.com/amplify_video/2003028175115206656/vid/avc1/720x1280/qjYmxgZzhS9BOUEb.mp4?tag=21"
"2002329162342699067","🌟25 WELLS BEFORE RAMADĀN🌟

With Allāh’s Permission, we intend to establish 25 NEW WELLS before Ramadān in the following countries

🌟 #Bangladesh
🌟 #Gambia
🌟 #Indonesia
🌟 #Somaliland
🌟 #SriLanka
🌟 #Uganda

Ref:25Wells

Along with…
🌟GAMBIA WELL REPAIRS🌟

Ref:WellRepairs

DONATION DETAILS ⬇️

PayPal Link 🔗 
https://t.co/qGMNJ5L0Ef

DonorBox Link 🔗 
https://t.co/SpezJQ4Hmy

UK & INTERNATIONAL BANK TRANSFERS

💥(UK) Santander
Sc: 09 01 29
Acc No: 20 27 46 90
Acc Name: City Centre Dawah

💥International Bank Account Number (IBAN)
GB88ABBY09012920274690

💥SWIFTBIC: ABBYGB2LXXX","en","Retweet","City Centre Da'wah","CCDawah","4950","1","53","0","61","10","2025-12-20 12:44:08","https://x.com/CCDawah/status/2002329162342699067","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","#Bangladesh, #Gambia, #Indonesia, #Somaliland, #SriLanka, #Uganda","","photo","https://pbs.twimg.com/media/G8mzwbjX0AASutE.jpg
https://pbs.twimg.com/media/G8mzwboXkAEEUpB.jpg"
"2002294745331101785","35 people accepted Islām during our recent visit to Jamaica🇯🇲 bringing the total to 66 Shahādahs across 2 visits to the country in 2024 &amp; 2025 Alḥamdulillāh
With the postponed annual conference rearranged for March 26, we hope to increase the total to over 100 people
إن شاء الله https://t.co/GLGbc7AoRR","ca","Retweet","City Centre Da'wah","CCDawah","3200","2","47","0","81","5","2025-12-20 10:27:22","https://x.com/CCDawah/status/2002294745331101785","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","","","photo","https://pbs.twimg.com/media/G8mUWLDWYAA0t46.jpg"
"2000953312787452271","Be grateful. https://t.co/WbFKcrCouk","en","Retweet","Salah al-Iranee","SalahIranee","118853","3","2416","25","9225","889","2025-12-16 17:37:00","https://x.com/SalahIranee/status/2000953312787452271","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","","photo","https://pbs.twimg.com/media/G8RSasfWEAk6THk.jpg"
"1360032559552483332","Before you sleep... https://t.co/YEdLnTWXFv","en","Retweet","ᴀʙᴜ ᴍᴀʀyᴀᴍ","AbuMaryamT","","1","187","0","330","47","2021-02-12 03:06:45","https://x.com/AbuMaryamT/status/1360032559552483332","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","","","photo","https://pbs.twimg.com/media/Et_OZxHWQAIz7SO.jpg
https://pbs.twimg.com/media/Et_OZ7yWQAMuRYO.jpg"
"2000913283445088364","From the greatest causes by which the distinguished scholars of this religion attained the rank of Imāms (followed) and also loved by the believers: https://t.co/Z1YBHo1dB5","en","Retweet","Markaz Mu’aadh","MarkazMuaadh","3833","0","74","0","140","13","2025-12-16 14:57:56","https://x.com/MarkazMuaadh/status/2000913283445088364","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","","","photo","https://pbs.twimg.com/media/G8SsBynW8AMAvGv.jpg"
"2000970964574568618","Connect the Muslims to the Quran &amp; the Sunnah.

Direct them to the scholars as examples and advisors.

This nurtures hearts to recognize truth by its evidence and to follow the right examples.

Anything else leads to confusion and harmful outcomes, even if the intention is good.","en","Retweet","Hikmah Publications","hikmahpubs","10614","1","166","1","280","20","2025-12-16 18:47:08","https://x.com/hikmahpubs/status/2000970964574568618","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","","","",""
"2000217841300283822","The Messenger of Allah ﷺ said:

“Our Lord, the Exalted, descends to the lowest heaven during the final third of every night and says: 

Who is calling upon Me, that I may respond to him? 

Who is asking of Me, that I may grant him? 

Who is seeking My forgiveness, that I may forgive him?”

- al-Bukhārī, no. 1145","en","Retweet","Salah al-Iranee","SalahIranee","9797","0","136","0","502","101","2025-12-14 16:54:30","https://x.com/SalahIranee/status/2000217841300283822","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","","","photo","https://pbs.twimg.com/media/G8EFK8pXMAUoGEZ.jpg"
"2000294795105976805","Zina brings about poverty - that is, persistent and lasting poverty. For wealth is from the bounty of Allah, and bounty is for those who rejoice in Allah and in His giving. 

Allah has enriched His servants through what He made lawful for them of marriage, from His bounty. So whoever prefers fornication over it has preferred a joy that comes from Satan the accursed over the bounty of his Merciful Lord. 

When bounty departs, wealth departs and hardship comes. Thus fornication is charged with the removal of blessing. If a servant is afflicted by it and does not desist and return [in repentance], then let him bid farewell to the blessings of Allah, for they are a guest quick to depart and swift to vanish.

- al-Manāwī, Fayḍ al-Qadīr (4/72)","en","Retweet","Salah al-Iranee","SalahIranee","22321","3","217","2","924","319","2025-12-14 22:00:17","https://x.com/SalahIranee/status/2000294795105976805","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","","photo","https://pbs.twimg.com/media/G8J4NFMWUAUawE1.jpg"
"2000598987108417970","Yes Tommy, this MUSLIM stopping a terrorist is the spirit of Islam.

The killers are twisted savages, not representatives, no matter how you try to paint it.","en","Retweet","Hikmah Publications","hikmahpubs","16946","1","109","0","295","21","2025-12-15 18:09:02","https://x.com/hikmahpubs/status/2000598987108417970","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","","","",""
"2000596753674907833","The Tablīghī Madh`hab Was Divinely Inspired: Blatant Interpolation of Quranic Verses  
Imām Muḥammad Taqī al-Dīn al-Hilālī

https://t.co/4ACQpyEaub https://t.co/rxiErSkrV7","ro","Retweet","𝐭𝐫𝐨𝐢𝐝.𝐨𝐫𝐠","troidorg","3226","0","36","1","65","12","2025-12-15 18:00:10","https://x.com/troidorg/status/2000596753674907833","<a href=""https://www.troid.org"" rel=""nofollow"">Twitter Social Push</a>","","https://www.troid.org/the-tablighi-madhhab-was-divinely-inspired-blatant-interpolation-of-quranic-verses/","photo","https://pbs.twimg.com/media/G8OMJQqWoAABkhO.jpg"
"1999654296846319835","Refutations Make the Straight Path Clear and Distinguishable - Sh. @AbuIyaadSP 

https://t.co/1O3GuEcA8J","en","Retweet","𝐭𝐫𝐨𝐢𝐝.𝐨𝐫𝐠","troidorg","5162","0","38","0","62","9","2025-12-13 03:35:10","https://x.com/troidorg/status/1999654296846319835","<a href=""https://twitter.com"" rel=""nofollow"">TweetDeck Web App</a>","","https://youtube.com/shorts/Zlg_Ki7KXQw?feature=share","",""
"1999609635934994881","From the characteristics of those who neglect the Salāh... https://t.co/YgJzuQhdHL","en","Retweet","Markaz Mu’aadh","MarkazMuaadh","6774","0","132","0","231","63","2025-12-13 00:37:42","https://x.com/MarkazMuaadh/status/1999609635934994881","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","","","photo","https://pbs.twimg.com/media/G8AKXJ6XkAAZ8DY.jpg"
"1997714762344419575","— 📰 NEW: [8] Notification to Ahlul Bidah and The Mumayyi’ah: These Clarifications Are Coming Back! 

Excerpt: In The Name of Allah, The Most Merciful, The Bestower of Mercy
Imam Al-Barbahaaree, may Allah have mercy upon him, said:

''If you see a man speaking well of Ibn Abee Du’aad, Al-Mareesee, Thumaamah, Abul Hudhail or Hishaam Al-Footee or any of their adherents, beware of him because he is an innovator.  These people were upon apostasy, so leave this man who spoke well of them and whom...

🔗 Read the full post: https://t.co/Zm8r0w42SI

 Join our Telegram Channel: https://t.co/QjJzuLOX2d","en","Retweet","Salafi Dawah Manchester","salafidawahmcr","956","0","11","0","18","1","2025-12-07 19:08:09","https://x.com/salafidawahmcr/status/1997714762344419575","<a href=""https://salafidawahmanchester.com"" rel=""nofollow"">Salafi Dawah Manchester Website</a>","","","",""
"1998307020274045271","Marrying a woman that your mother is not pleased with.

Answered by Imām 'Abdul 'Azeez bin Bāz (may Allāh have mercy upon him).

Read and translated by Shaykh 'Abdulilah Lahmami @Abdulilah_UK (may Allāh protect him).

https://t.co/pjPzDVHOy3","en","Retweet","Markaz Mu’aadh","MarkazMuaadh","11228","0","29","0","69","34","2025-12-09 10:21:35","https://x.com/MarkazMuaadh/status/1998307020274045271","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","","https://t.me/markazmuaadhUK/219","",""
"1997343486656344478","Shaikh Uwais At-Taweel is in London for the next few weeks inshā’Allāh. The Shaikh is from those who made close, adherent study of Shaikh Ubaid Al-Jābiri, as well as Shaikh Rabī and others from the Major Scholars (may Allāh have mercy on them).

Students of knowledge in the time of the Salaf would ride out of their townships to meet a visiting Shaikh when he was at a day's journey from them!

So we should benefit from his lessons, his advice, his experiences with the Great Scholars, his wisdom — and take advantage of his presence to consult with him, as benefit and blessing lies with the elders. Don't try and make your own path, when you can tread the proven path of those who preceded you.","en","Retweet","Abdullah Abdul-Wahid Alam","AbdullahAWAlam","9084","0","44","1","96","8","2025-12-06 18:32:50","https://x.com/AbdullahAWAlam/status/1997343486656344478","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","","",""
"1997790615325773902","Soon to be published by @Athariyyah inshaAllah.

“40 Hadeeth on Mental Health”

(الأربعون في الصحة النفسية)

-Authenticated narrations with chapter headings pertaining to mental health-
Allah bless it and make it be of benefit.","und","Retweet","Uways At-Taweel أويس الطويل","uwaysT","10483","5","115","1","275","75","2025-12-08 00:09:34","https://x.com/uwaysT/status/1997790615325773902","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","","","",""
"1166853660250390533","Sh Ubayd used to always mention this hadeeth in his Friday sermons: https://t.co/muERaWPpF9","en","Retweet","Dr. Abdulilah Lahmami","Abdulilah_UK","","2","207","2","309","47","2019-08-29 02:22:46","https://x.com/Abdulilah_UK/status/1166853660250390533","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","","","photo","https://pbs.twimg.com/media/EDF_NP4W4AE6C99.jpg"
"1996907472808747485","We do not praise anyone over Allah, and it is by His permission that good deeds are completed. 

I have visited Pakistan over the past 5 years consistently, and by the blessings of Allah, each time I have found da'wah salafiyyah to be stronger.

Aid with your supplications and if you can, with your money!","en","Retweet","Kashiff Khan","AbuHafsahKK","10310","0","69","0","174","15","2025-12-05 13:40:16","https://x.com/AbuHafsahKK/status/1996907472808747485","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","","","",""
"1994763023177675182","Don't Turn Your Friends into Enemies

A man reproached another and said: 

“I see that your tongue is quick to mention the faults of your friends. Do not increase the number of your enemies, for a friend can become an enemy through coldness, just as an enemy can become a friend through kindness.”

- Ibn ʿAbd al-Barr, Bahjat al-Majālis wa Uns al-Majālis. p.150.","en","Retweet","Salah al-Iranee","SalahIranee","9373","0","96","0","332","142","2025-11-29 15:39:00","https://x.com/SalahIranee/status/1994763023177675182","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","","","photo","https://pbs.twimg.com/media/G65YXGYXIAA81Zz.jpg"
