tweet_id,text,model_text,label,source_file,normalized_text
i0xahxorh,""""" Suriyede Esad rejiminin devrilmesinde muhaliflere destek olan Suriyeli ilim adam Abdurrezzak el-Mehdi, Esadn yannda grev alan baz limler tarafndan saldr altnda olduunu aklad.

Mehdi, baz ilim adamlarnn kendisi hakknda lm fetvas kardn iddia etti. 
""
--------------

When you not only pardon but also integrate scholars of sultan, a mujahid alim is sidelined while opportunists cling to power and undermine the truthful 

But thats exactly what Jojo and his circle wanted
Use Assads scholars as theyre easier to control against a Mujahid Shaykh",""""" Suriyede Esad rejiminin devrilmesinde muhaliflere destek olan Suriyeli ilim adam Abdurrezzak el-Mehdi, Esadn yannda grev alan baz limler tarafndan saldr altnda olduunu aklad. Mehdi, baz ilim adamlarnn kendisi hakknda lm fetvas kardn iddia etti. "" -------------- When you not only pardon but also integrate scholars of sultan, a mujahid alim is sidelined while opportunists cling to power and undermine the truthful But thats exactly what Jojo and his circle wanted Use Assads scholars as theyre easier to control against a Mujahid Shaykh",Salafi jihadi,python/tweetsFromSite/tweets_from_site5.csv,""""" Suriyede Esad rejiminin devrilmesinde muhaliflere destek olan Suriyeli ilim adam Abdurrezzak el-Mehdi, Esadn yannda grev alan baz limler tarafndan saldr altnda olduunu aklad. Mehdi, baz ilim adamlarnn kendisi hakknda lm fetvas kardn iddia etti. "" -------------- When you not only pardon but also integrate scholars of sultan, a mujahid alim is sidelined while opportunists cling to power and undermine the truthful But thats exactly what Jojo and his circle wanted Use Assads scholars as theyre easier to control against a Mujahid Shaykh"
azgs8ieiz,"""Shaykh Al Islam, the Imam of the Imams, Ibn Khuzaymah Al-Shfii Al-Wahhbiyy (d. 311 AH) said about the quoted Mushrik fellow and his Jahmi cult:

Whoever does not affirm that Allah the Mighty and Majestic has Rose above His Throne above His seven heavens  he is a disbeliever in his Lord, his blood is lawful. He is to be called to repent; if he repents, well and good, otherwise his neck is to be struck, and he is to be thrown onto some of the rubbish heaps so that neither the Muslims nor the dhimms are harmed by the putrid stench of his corpse. And his wealth becomes fay  no Muslim inherits from him, for a Muslim does not inherit from a disbeliever, as the Prophet  said: A Muslim does not inherit from a disbeliever, nor a disbeliever from a Muslim.""","""Shaykh Al Islam, the Imam of the Imams, Ibn Khuzaymah Al-Shfii Al-Wahhbiyy (d. 311 AH) said about the quoted Mushrik fellow and his Jahmi cult: Whoever does not affirm that Allah the Mighty and Majestic has Rose above His Throne above His seven heavens he is a disbeliever in his Lord, his blood is lawful. He is to be called to repent; if he repents, well and good, otherwise his neck is to be struck, and he is to be thrown onto some of the rubbish heaps so that neither the Muslims nor the dhimms are harmed by the putrid stench of his corpse. And his wealth becomes fay no Muslim inherits from him, for a Muslim does not inherit from a disbeliever, as the Prophet said: A Muslim does not inherit from a disbeliever, nor a disbeliever from a Muslim.""",Salafi jihadi,python/tweetsFromSite/tweets_from_site4.csv,"""Shaykh Al Islam, the Imam of the Imams, Ibn Khuzaymah Al-Shfii Al-Wahhbiyy (d. 311 AH) said about the quoted Mushrik fellow and his Jahmi cult: Whoever does not affirm that Allah the Mighty and Majestic has Rose above His Throne above His seven heavens he is a disbeliever in his Lord, his blood is lawful. He is to be called to repent; if he repents, well and good, otherwise his neck is to be struck, and he is to be thrown onto some of the rubbish heaps so that neither the Muslims nor the dhimms are harmed by the putrid stench of his corpse. And his wealth becomes fay no Muslim inherits from him, for a Muslim does not inherit from a disbeliever, as the Prophet said: A Muslim does not inherit from a disbeliever, nor a disbeliever from a Muslim."""
bhrw2a0bv,"Al-Hasan al-Basr said:

       

They pile mountains upon mountains [of wealth] while the people around them are in misery. 

[Imm Ahmad, Kitb az-Zuhd]","Al-Hasan al-Basr said: They pile mountains upon mountains [of wealth] while the people around them are in misery. [Imm Ahmad, Kitb az-Zuhd]",Irrelevant,python/tweetsFromSite/tweets_from_site5.csv,"Al-Hasan al-Basr said: They pile mountains upon mountains [of wealth] while the people around them are in misery. [Imm Ahmad, Kitb az-Zuhd]"
6sfizd1d1,"""1) The referenced tweet is in the context of Gaza being slaughtered by the apes and swines. In response to this Zindiqs scholars dishing out satanic fatwas that no one is allowed to help them physically without the rulers permission. Open up a book of Fiqh and read about   you Zindq. Already exposed the ignorance of these Zanadiqa here: 

2) Again, hes talking about the Jihad of the Palestinians against Israel, and you bring statements of Al-Hafidh Ibn Hajar about the Qadiyyah, to try and prove hes inciting against the ruler. So youre implying Israel is the ruler who is to be obeyed and not rebelled against, nor spoken against, nor incited against? Great refutation and self expos of you being a now out of the closet Zionist. Lol

3) You Zanadiqa MBS/MBZ worshippers cant tell the difference between an actual sinful Muslim ruler and a Taghut whom Allah conditions our Islam with Hating and Rejecting, and in turn apply the rights of the former on the latter.

4) You Zanadiqa have yet to bring a single incident from the Salaf, of your applied understanding. Bring a SINGLE instance, where a Muslim ruler (let alone a Kafir like we have nowadays), was criticized for open Fisq he was committing, whether in front of his face, or behind his back, and the Salaf called the one who criticizing him a Khariji. Ill wait, and this is an open challenge. Unless youre implying Islam was missing this crucial applied understanding for 1400+ years, until spubs came along in junction with Prevent (UK Gov agency) to show us the way of the salaf. Lol

5) Ive brought multiple instances of Salaf criticizing to the rulers face, behind the rulers back, and even making Takfir of rulers behind their back here: 

6) Not a single one of you minions has brought forth his statements in their appropriate context (ever), and refuted it academically. You just rely on others being as incompetent as you.

7) This is all coming from an Abu Khadeejah fanboy mind you, who is viewed as a scholar according to these morons. A guy whom my 4 year old   can recite better Quran than. 

The Jahmis and Madkhalis are in a close race to win out, who is the most intellectually brain dead group ascribing itself to Islam. The new age Madkhalis are making a strong case to be honest.""","""1) The referenced tweet is in the context of Gaza being slaughtered by the apes and swines. In response to this Zindiqs scholars dishing out satanic fatwas that no one is allowed to help them physically without the rulers permission. Open up a book of Fiqh and read about you Zindq. Already exposed the ignorance of these Zanadiqa here: 2) Again, hes talking about the Jihad of the Palestinians against Israel, and you bring statements of Al-Hafidh Ibn Hajar about the Qadiyyah, to try and prove hes inciting against the ruler. So youre implying Israel is the ruler who is to be obeyed and not rebelled against, nor spoken against, nor incited against? Great refutation and self expos of you being a now out of the closet Zionist. Lol 3) You Zanadiqa MBS/MBZ worshippers cant tell the difference between an actual sinful Muslim ruler and a Taghut whom Allah conditions our Islam with Hating and Rejecting, and in turn apply the rights of the former on the latter. 4) You Zanadiqa have yet to bring a single incident from the Salaf, of your applied understanding. Bring a SINGLE instance, where a Muslim ruler (let alone a Kafir like we have nowadays), was criticized for open Fisq he was committing, whether in front of his face, or behind his back, and the Salaf called the one who criticizing him a Khariji. Ill wait, and this is an open challenge. Unless youre implying Islam was missing this crucial applied understanding for 1400+ years, until spubs came along in junction with Prevent (UK Gov agency) to show us the way of the salaf. Lol 5) Ive brought multiple instances of Salaf criticizing to the rulers face, behind the rulers back, and even making Takfir of rulers behind their back here: 6) Not a single one of you minions has brought forth his statements in their appropriate context (ever), and refuted it academically. You just rely on others being as incompetent as you. 7) This is all coming from an Abu Khadeejah fanboy mind you, who is viewed as a scholar according to these morons. A guy whom my 4 year old can recite better Quran than. The Jahmis and Madkhalis are in a close race to win out, who is the most intellectually brain dead group ascribing itself to Islam. The new age Madkhalis are making a strong case to be honest.""",Salafi jihadi,python/tweetsFromSite/tweets_from_site4.csv,"""1) The referenced tweet is in the context of Gaza being slaughtered by the apes and swines. In response to this Zindiqs scholars dishing out satanic fatwas that no one is allowed to help them physically without the rulers permission. Open up a book of Fiqh and read about you Zindq. Already exposed the ignorance of these Zanadiqa here: 2) Again, hes talking about the Jihad of the Palestinians against Israel, and you bring statements of Al-Hafidh Ibn Hajar about the Qadiyyah, to try and prove hes inciting against the ruler. So youre implying Israel is the ruler who is to be obeyed and not rebelled against, nor spoken against, nor incited against? Great refutation and self expos of you being a now out of the closet Zionist. Lol 3) You Zanadiqa MBS/MBZ worshippers cant tell the difference between an actual sinful Muslim ruler and a Taghut whom Allah conditions our Islam with Hating and Rejecting, and in turn apply the rights of the former on the latter. 4) You Zanadiqa have yet to bring a single incident from the Salaf, of your applied understanding. Bring a SINGLE instance, where a Muslim ruler (let alone a Kafir like we have nowadays), was criticized for open Fisq he was committing, whether in front of his face, or behind his back, and the Salaf called the one who criticizing him a Khariji. Ill wait, and this is an open challenge. Unless youre implying Islam was missing this crucial applied understanding for 1400+ years, until spubs came along in junction with Prevent (UK Gov agency) to show us the way of the salaf. Lol 5) Ive brought multiple instances of Salaf criticizing to the rulers face, behind the rulers back, and even making Takfir of rulers behind their back here: 6) Not a single one of you minions has brought forth his statements in their appropriate context (ever), and refuted it academically. You just rely on others being as incompetent as you. 7) This is all coming from an Abu Khadeejah fanboy mind you, who is viewed as a scholar according to these morons. A guy whom my 4 year old can recite better Quran than. The Jahmis and Madkhalis are in a close race to win out, who is the most intellectually brain dead group ascribing itself to Islam. The new age Madkhalis are making a strong case to be honest."""
tbtdr71c6,"""Anak2 Palestina disiksa, termasuk yg dewasa, kaki diamputasi dan mata dibutakan pake besi. Kek gini yg dibela siwo2. Ikut dosa lu. Jahanam.","""Anak2 Palestina disiksa, termasuk yg dewasa, kaki diamputasi dan mata dibutakan pake besi. Kek gini yg dibela siwo2. Ikut dosa lu. Jahanam.",Irrelevant,python/tweetsFromSite/tweets_from_site5.csv,"""Anak2 Palestina disiksa, termasuk yg dewasa, kaki diamputasi dan mata dibutakan pake besi. Kek gini yg dibela siwo2. Ikut dosa lu. Jahanam."
gwdfsyqsu,"""""CENTCOM Update

TAMPA, Fla.  Last night, a U.S. service member passed away from injuries received during the Iranian regimes initial attacks across the Middle East. The service member was seriously wounded at the scene of an attack on U.S. troops in the Kingdom of Saudi Arabia on March 1.

This is the seventh service member killed in action during Operation Epic Fury. Major combat operations continue. The identity of the fallen warrior will be withheld until 24 hours after next of kin notification.""
""
--------------

What was a US soldier doing in Saudi Arabia..,","""""CENTCOM Update TAMPA, Fla. Last night, a U.S. service member passed away from injuries received during the Iranian regimes initial attacks across the Middle East. The service member was seriously wounded at the scene of an attack on U.S. troops in the Kingdom of Saudi Arabia on March 1. This is the seventh service member killed in action during Operation Epic Fury. Major combat operations continue. The identity of the fallen warrior will be withheld until 24 hours after next of kin notification."" "" -------------- What was a US soldier doing in Saudi Arabia..,",Irrelevant,python/tweetsFromSite/tweets_from_the_site1.csv,"""""CENTCOM Update TAMPA, Fla. Last night, a U.S. service member passed away from injuries received during the Iranian regimes initial attacks across the Middle East. The service member was seriously wounded at the scene of an attack on U.S. troops in the Kingdom of Saudi Arabia on March 1. This is the seventh service member killed in action during Operation Epic Fury. Major combat operations continue. The identity of the fallen warrior will be withheld until 24 hours after next of kin notification."" "" -------------- What was a US soldier doing in Saudi Arabia..,"
ffmzllgfk,"""Putting Salafi In Your Sons Name

- Shaykh Al-Allamh Ubayd Al-Jabir","""Putting Salafi In Your Sons Name - Shaykh Al-Allamh Ubayd Al-Jabir",Salafi taklidi,python/tweetsFromSite/tweets_from_site5.csv,"""Putting Salafi In Your Sons Name - Shaykh Al-Allamh Ubayd Al-Jabir"
47z0conuo,"""Dans les commentaires de la Aqida al-Wasitiya du shaykh Ali Al Khudayr, il explique la croyance envers les anges et leur place dans la croyance.

La foi aux anges fait partie des piliers de la foi et repose sur ce quAllah et Son Messager  ont inform du monde invisible.","""Dans les commentaires de la Aqida al-Wasitiya du shaykh Ali Al Khudayr, il explique la croyance envers les anges et leur place dans la croyance. La foi aux anges fait partie des piliers de la foi et repose sur ce quAllah et Son Messager ont inform du monde invisible.",Salafi taklidi,python/tweetsFromSite/tweets_from_site5.csv,"""Dans les commentaires de la Aqida al-Wasitiya du shaykh Ali Al Khudayr, il explique la croyance envers les anges et leur place dans la croyance. La foi aux anges fait partie des piliers de la foi et repose sur ce quAllah et Son Messager ont inform du monde invisible."
ulbhslou8,"""@Aadil_2001 His proof is literally against him","""@USER His proof is literally against him",Irrelevant,python/tweetsFromSite/tweets_from_site5.csv,"""@Aadil_2001 His proof is literally against him"
42avsn3kz,"What income is worse and more evil than the income of selling the religion of Allah by palace scholars, and we thought selling drugs or alcohol was bad","What income is worse and more evil than the income of selling the religion of Allah by palace scholars, and we thought selling drugs or alcohol was bad",Salafi jihadi,python/tweetsFromSite/tweets_from_site5.csv,"What income is worse and more evil than the income of selling the religion of Allah by palace scholars, and we thought selling drugs or alcohol was bad"
hy0qxe6aw,"Trump praising Allah is a mockery btw 
I know most dont take it seriously or find it funny but its mockery of Islam 
May Allah inflict him with a disease like Namrod",Trump praising Allah is a mockery btw I know most dont take it seriously or find it funny but its mockery of Islam May Allah inflict him with a disease like Namrod,Irrelevant,python/tweetsFromSite/tweets_from_site4.csv,Trump praising Allah is a mockery btw I know most dont take it seriously or find it funny but its mockery of Islam May Allah inflict him with a disease like Namrod
y9lgkywj0,"""Marriage these days has become really tough for young people, especially the ones who are serious and committed to their deen. Ive seen and heard stories of so many good suitors being turned down for no real reason.

Decent, respectful and hard working, the kind any parent should be happy to have in their family - yet theyre getting rejected for nothing.

It just shows a lack of proper judgment and leadership from some parents, causing a lot of unnecessary problems and fitna in society. 

Allahs help is sought."",","""Marriage these days has become really tough for young people, especially the ones who are serious and committed to their deen. Ive seen and heard stories of so many good suitors being turned down for no real reason. Decent, respectful and hard working, the kind any parent should be happy to have in their family - yet theyre getting rejected for nothing. It just shows a lack of proper judgment and leadership from some parents, causing a lot of unnecessary problems and fitna in society. Allahs help is sought."",",Irrelevant,python/tweetsFromSite/tweets_from_the_site1.csv,"""Marriage these days has become really tough for young people, especially the ones who are serious and committed to their deen. Ive seen and heard stories of so many good suitors being turned down for no real reason. Decent, respectful and hard working, the kind any parent should be happy to have in their family - yet theyre getting rejected for nothing. It just shows a lack of proper judgment and leadership from some parents, causing a lot of unnecessary problems and fitna in society. Allahs help is sought."","
