text,label_Salafi jihadi,label_Salafi taklidi,label_Irrelevant,max_prob,model_decision
"""The person who narrates this to abdurrazaq was called a liar by imam ahmad",0.0023254354,0.049698707,0.9479759,0.9479759,Irrelevant
"""Haatim al-Awni is a huge fan of MBS, yet some people want you believe he is some sort of Shaykhul Islam of our time.",0.080273554,0.0014512839,0.9182752,0.9182752,Irrelevant
"""""   

We ask Allah to guide and rectify all of our affairs.

Due to recent matters and the lack of a clear public stance regarding the situation surrounding Abu Iyad, which has had an impact on the community, a decision has been made in accordance with what we believe is in the best interest of the Ummah. As Muslims, when clarity comes to us, it is upon us to stand firmly upon it.

Effective immediately, our brother Kashif Khan will no longer serve as the Imam or teacher of our masjid.

For any questions or concerns, please direct them to the administration.

  ""
""
--------------

To the saved sect , honest question. 

What is the basis for boycotting someone who doesnt speak on an individual? Keep in mind, im not referring to major innovators",0.0010488117,0.85758454,0.14136665,0.85758454,Salafi taklidi
"""Shia Worship Ali.  They seek protection from him just like us Muslims seek protection from Allah. They replace Allah with Ali in their Dua. Not all Shia are kuffar but majority of them are because of this Paganism! May Allah guide them.""",0.21721095,0.0002376935,0.78255135,0.78255135,Irrelevant
My full name is Hayydar von Idlib,0.00015125232,0.00020624802,0.9996425,0.9996425,Irrelevant
"""@ECiocu Din cte tiu, au rmas 14% nc active qanat-urile  de mare adncime de 80 km ( e un sistem important pentru zona Yazd / kerman ).n Teheran 90% din cele 220 au fost secate . Deci,  dac va intereseaz o vizit dup eliberare, zona Yazd / kerman este destinaia.""",0.0029200818,3.307132e-05,0.9970469,0.9970469,Irrelevant
"""Did Imam Muhammad Ibn Abd al-Wahhb   Excuse Ignorance in Major Shirk?",0.9932801,0.006577912,0.00014198868,0.9932801,Salafi jihadi
"""1) The referenced tweet is in the context of Gaza being slaughtered by the apes and swines. In response to this Zindiqs scholars dishing out satanic fatwas that no one is allowed to help them physically without the rulers permission. Open up a book of Fiqh and read about   you Zindq. Already exposed the ignorance of these Zanadiqa here: 

2) Again, hes talking about the Jihad of the Palestinians against Israel, and you bring statements of Al-Hafidh Ibn Hajar about the Qadiyyah, to try and prove hes inciting against the ruler. So youre implying Israel is the ruler who is to be obeyed and not rebelled against, nor spoken against, nor incited against? Great refutation and self expos of you being a now out of the closet Zionist. Lol

3) You Zanadiqa MBS/MBZ worshippers cant tell the difference between an actual sinful Muslim ruler and a Taghut whom Allah conditions our Islam with Hating and Rejecting, and in turn apply the rights of the former on the latter.

4) You Zanadiqa have yet to bring a single incident from the Salaf, of your applied understanding. Bring a SINGLE instance, where a Muslim ruler (let alone a Kafir like we have nowadays), was criticized for open Fisq he was committing, whether in front of his face, or behind his back, and the Salaf called the one who criticizing him a Khariji. Ill wait, and this is an open challenge. Unless youre implying Islam was missing this crucial applied understanding for 1400+ years, until spubs came along in junction with Prevent (UK Gov agency) to show us the way of the salaf. Lol

5) Ive brought multiple instances of Salaf criticizing to the rulers face, behind the rulers back, and even making Takfir of rulers behind their back here: 

6) Not a single one of you minions has brought forth his statements in their appropriate context (ever), and refuted it academically. You just rely on others being as incompetent as you.

7) This is all coming from an Abu Khadeejah fanboy mind you, who is viewed as a scholar according to these morons. A guy whom my 4 year old   can recite better Quran than. 

The Jahmis and Madkhalis are in a close race to win out, who is the most intellectually brain dead group ascribing itself to Islam. The new age Madkhalis are making a strong case to be honest.""",0.025157712,0.0005992667,0.974243,0.974243,Irrelevant
"""Al-Fudayl ibn Iyad, may Allah have mercy on him, said:
If you see oppressors taking revenge on other oppressors, stand and observe in astonishment.

When you see the greatest enemies of Islam in this era, those with the most blood of Muslims on their hands, turning against one another and weakening themselves through their conflicts, let your heart be soothed and turn to Allah in gratitude.

Sometimes, Allah soothes hearts by letting oppressors and tyrants orchestrate their own downfall through their conflicts and wars.

We make the wrongdoers destructive to one another because of their misdeeds. (6:129)

The parties involved in this war, the US along with their awliy, the leaders of the Gulf, as well as the Rafidah and the Yahud, are enemies, equally guilty and steeped in crimes against Islam and Muslims. Their hands are stained with the blood of countless innocents, and to true believers who grasp the depth of their kufr and the enormity of their crimes, each is as condemned as the next, none surpassing the other in guilt. They vied ruthlessly in their oppression and in betraying the Muslims.

Malik ibn Dinar, may Allah have mercy on him, said:
""I read in the revealed Books of Allah that Allah, the Exalted, said: I destroy My enemies through My enemies, and then I destroy them through My awliy.""

May Allah prolong their strife so that they are preoccupied with one another and weakened, and may He raise to leadership on this earth the Muslims they betrayed, oppressed, and harmed, so that Tawheed may be established across the earth!

May Allah safeguard every innocent Muslim wherever this conflict occurs!

Ahmad Musa Jibril
2 Shawwal 1447 AH""",0.30768064,0.0013085279,0.6910109,0.6910109,Irrelevant
"""The Shaykhs renowned Tawhid series, a treasure of authentic knowledge.

37 classes grounded in clarity and truth.

Bookmark it. Share it. Spread it for the sake of Allah.""",0.00011192505,0.89290625,0.10698181,0.89290625,Salafi taklidi
"""According the fat Mushrik @Haqiqatjou, anyone that says the bbqd pig @khamenei_ir insults the Sahabah is an Israeli backed accountwhat about his own book? Did the IDF secretly publish it? 

Lol, This guys posts are like the official IDF account, pure gaslighting. You see in the destroyed Mushriks own book, he insults the Sahabah numerous times on just one page:

1) Accuses Al-Farq   , of not submitting to Haqq.

2) Accuses a group from the Sahabah of  (very derogatory way to describe hanging up on someone in Arabic) against Ali   .

3) Accuses Fatimah    of slandering the Sahabah who gave Baya to the greatest man after The Prophet     (Abu Bakr   ) by saying they committed a major sin: and indeed they have done that for which Allah is their Reckoner and the One who will call them to account...

4) Accuses the most noble of Sahabah, some of whom are promised Jannah on the Tongue of The Messeneger and by extension Allah  :  And with great regret, they took advantage of his preoccupation and proceeded to seize the caliphate, steal it, and prevent him from his rightful claim to it. That cowardly act had negative consequences

Or will @Haqiqatjou behave like Madkhalis and call these all insults duna insults?

For more clear cut proof of the Shirk of the Rawafidh  scholars and laymen:

#NEW | THE RAFIDHAH | The People of Shirk & Kufr",0.120499365,0.0006844032,0.87881625,0.87881625,Irrelevant
"""Al-Zuhri said: I have not seen a people more resembling the Christians than the Sabiyyah. Ahmad ibn Ynus said: They are the Rfiah.

 al-Sharah  al-jurr (5/2530)",0.035157435,0.95494765,0.009894945,0.95494765,Salafi taklidi
"""""Istightha coupled with the right belief/intention can never be shirk, just like our belief about Sayyidun Izrl taking souls and Sayyidun Jibrl granting Sayyidatun Maryam a child isnt shirk either. Majz Aql is the word.

Y Raslu Llh  madad, y Ab Bakr madad, y Umar madad, y Uthmn madad, y Al madad.

It is permitted to say this. for example, the Prophet  as a sabab (means) and to attribute the effect to the sabab, as long as one knows that the musabbib (the one who brings about the effect) and the creator of the effect is Allh, since everything is created by Allh. This is known as kasb (occasionalism), which is what distinguishes us from this takfiri imbecile.""
""
--------------

According to this  mushrik worshipping other than Allah wouldn't be shirk as long as it's  done with intention, Acording to this mushrik worshipping Zeus wouldn't be shirk either as long as they believe zeus isn't  equal to Allah.",0.04947667,0.9504989,2.444738e-05,0.9504989,Salafi taklidi
Only Madkhalis would use A.I photo to refute the real one,0.00083440123,3.9259703e-05,0.99912626,0.99912626,Irrelevant
"""""@followerofgod96 @Alelislam It's obvious that despite the Shaykh holding those beliefs regarding the UN, he still affirmed Islam for Muslim rulers who are in fact in the UN""
""
--------------

Because he believes doing  major shirk doesn't make someone a mushrik",0.9610139,6.957967e-05,0.038916484,0.9610139,Salafi jihadi
""" Reality of Deobandi Creed

1- Belief in Wahdatal Wujood (Allah is everywhere in everything)

- Fatwa of Darul Uloom 

""Yes Allah is everywhere in everything, all the time.""",0.00011743971,0.7731823,0.22670025,0.7731823,Salafi taklidi
"""Kuwaiti constitution on Freedom of Religion &amp; Ideology

Theyre literally doing what the Murjiah state as a condition, to say the manmade law is from Allah",0.0046450677,2.0549365e-05,0.99533445,0.99533445,Irrelevant
"""""His point is that youre taking their words out of context. If their statements meant what youre claiming, they would have applied them when addressing the rulers they advised. 

In the excerpts from Ahmad Shakir he clearly states that the legislators in Egypt he was advising are Muslims like him, rather than declaring them mushriks for not ruling by the shariah.""
""
--------------

Nobody took their word out of context, especially muqbil he clearly said ruling by un is shirk.

They don't apply it to their rulers because they're donkeys carrying  a book but that doesn't disprove the facts they've said ruling by the un is shirk",0.041934177,0.00034958377,0.9577163,0.9577163,Irrelevant
"""Jam'at Ahl as-Sunnah lid-Da'wah wa'l-Jihd (JASDJ), mostly known as Boko Haram, recently released a video threatening ISWAP. The group in the video appears to be based in the Lake Chad area under the authority of the JAS overall leader Bakura Doro, aka Abu Umaymah.    

The speaker begins by calling ISWAP apostates and deviants, and tells them not to rejoice over the death of Abu Bakr al-Shekawi (Shekau). As a reminder, Shekau blew himself up in 2021 when he was cornered by ISWAP in the Sambisa Forest. ISWAP had called upon him with loudspeakers to surrender, but he refused.    

He adds that after Shekau there are many other Shekaus who dont die and dont change, and who follow his ways and teachings, and will remain until the Day of Judgement.    

He calls ISWAP deviants for not considering regular Muslim civilians apostates for living in territories controlled by the Nigerian government, which JAS describes as the general of the polytheists. This is a major difference between JAS (Boko Haram) and ISWAP, as the latter only sees the military, their auxiliaries, and Christians who dont pay the jizyah as legitimate targets. By contrast, JAS views everyone living under the apostate governments as legitimate targets, which is the reason behind the recent bombings in Maiduguri by JAS.    

The speaker then addresses ISWAP again, urging them to repent before JAS destroys them, and says that if they do, they will be safe from them.  

He then greets JAS fighters in all their provinces, the Mandara Mountains, and Sadikus mobile faction in the northwest and north central, as they renew their pledge of allegiance to Abu Umaymah. Children are visible among the group.""",0.0026839466,0.0055462373,0.9917699,0.9917699,Irrelevant
""" THREAD

Abu Yahya al-Muhajir

the Nigerien fighter in the ranks of ISWAP who was killed by JASDJ",0.0002262035,3.514034e-05,0.99973863,0.99973863,Irrelevant
"""ATTENTION MUSHRIKEEN: Where do you stand from the Ayt of Allah

The Mushrikeen of Quraysh vs The Mushrikeen of Nowadays: Whats the Difference? [if any]

1) The Mushrikeen of Quraysh believed that Allah was the Creator of all things:

And if you were to ask them: ""Who has created the heavens and the earth and subjected the sun and the moon?"" they will surely reply: ""Allh."" How then are they deviating (as polytheists and disbelievers)?

[29:61]""",0.09230067,0.19070922,0.7169901,0.7169901,Irrelevant
"""Nibras Kazimi writing in Feb 2007:",0.00014978336,0.0019275917,0.9979227,0.9979227,Irrelevant
"""May Allah have mercy upon Abu Obaidah 

People like @Haqiqatjou and @HarounKanj hate his belief

They support Palestine; but wage war against the belief of the Mujahidn fighting for it.",0.99581796,2.667951e-05,0.004155363,0.99581796,Salafi jihadi
"""Subhanallah, and we will still have more people coming to defend this vile Taghut, even while he ""congratulates"" these Mushrikeen on their filthy holiday. May Allah bring him disgrace.""",0.55844444,0.00015098085,0.44140458,0.55844444,Salafi jihadi
"""Ab Bakr al-Rz al-Jassss makes takfir of Abd al-Malik ibn Marwn and al-ajjj ibn Ysuf:

There was not among the Arabs, nor among the family of Marwn, anyone more unjust, more disbelieving, or more wicked than Abd al-Malik;""",0.99955064,4.1960717e-05,0.00040737676,0.99955064,Salafi jihadi
"""The Difference Between Dr al-Islm and Dr al-Kufr:

Ab Ysuf, the companion of Ab anfah, said:

A land is considered Dr al-Islm when the rulings of Islam are manifest in it, even if most of its inhabitants are disbelievers. And a land is considered Dr al-Kufr when the rulings of disbelief are manifest in it, even if most of its inhabitants are Muslims.
[al-Mabs by al-Sarakhs 10/144]

Ibn Mufli al-anbal said:

Every land in which the rulings of the Muslims prevail is Dr al-Islm, and if the rulings of disbelief prevail in it, then it is Dr al-Kufr. There is no third category beyond these two.
[al-db al-Shariyyah 1/213]

Ibn al-Qayyim al-Jawziyyah said:

The majority said: Dr al-Islm is that land in which the Muslims reside and upon which the rulings of Islam are implemented. Whatever the rulings of Islam are not implemented upon is not Dr al-Islm, even if it is adjacent to it.
[Akm Ahl al-Dhimmah 1/266]

Al-Q Ab Yal al-Farr said:

Every land in which the dominance is for the rulings of disbelief over the rulings of Islam is Dr al-Kufr.
[al-Mutamad f Ul al-Dn, p. 276]

Al-Ksn said:

When the rulings of disbelief become manifest in a land, it becomes Dr al-Kufr; a land becomes Dr al-Kufr by the manifestation of the rulings of disbelief.
[Badi al-ani 9/4375]

Muammad ibn al-asan al-Shaybn said:

Every land is attributed either to Islam or to disbelief. A land is attributed to Islam when its rulings are implemented in it, and it is attributed to disbelief when its rulings are implemented in it. Just as one says Paradise is the abode of peace and Hell is the abode of ruin, due to the presence of peace in Paradise and ruin in Hell. Likewise, the manifestation of Islam or disbelief is by the manifestation of their rulings.
[Badi al-ani 9/4375]

Manr al-Buht said:

Hijrah is obligatory upon one who is unable to manifest his religion in Dr al-arb, which is the land where the rulings of disbelief prevail.
[Kashshf al-Qin 3/43]

Al-Allmah amad ibn Atq said:

Whoever has familiarity with what the verifying scholars have established knows that when shirk becomes manifest in a land, prohibited matters are openly practiced, and the symbols of the religion are abolished, then it becomes a land of disbelief, its peoples wealth may be taken and their blood made lawful. The people of this land have gone further by openly insulting Allah and His religion, and they have established laws which they enforce upon the people, in opposition to the Book of Allah and the Sunnah of His Prophet (salallahu alayhi wa salam). And you know that this alone is sufficient to expel the one who does it from Islam.
[al-Durar al-Saniyyah 9/257]

The Mufti Muammad ibn Ibrhm l al-Shaykh said:

A land in which judgment is made by man-made law is not a land of Islam, and migration from it is obligatory. Likewise, if idoltary becomes manifest without being condemned or changed, then migration is obligatory. Disbelief, by its widespread prevalence and open manifestation, renders it a land of disbelief.
[Fatw Muammad ibn Ibrhm 6/188]""",0.9990658,0.00030594537,0.0006282467,0.9990658,Salafi jihadi
"""May Allah have mercy on both of them 

The Hadth master of the Hijz
The Hadth master of Bengl

Both from the subcontinent 
 Abdul Haqq al-Hshim al-Umar  [1392H]
 Mushhid Ahmad Bayampur  [1390H]",0.02686112,0.35555178,0.6175871,0.6175871,Irrelevant
"Al-Fudayl ibn Iyd said:

By Allh, it is not allowed to harm a dog or pig without right, so how can you harm a Muslim?

             

[Siyar Alm al-Nubal 8/427]

May Allah make us among those from whose hands and tongues the Muslims are safe.",0.001203024,0.0028593855,0.9959376,0.9959376,Irrelevant
"Sincerity

Abu Bakr at-Tutl (d.270H) said:

Know that among the foremost things upon a servant is that he make all of his deeds purely for Allah. Much can be said on this topic, but its foundation, sincerity in ones actions, is this:

That you do a deed seeking only Allah by it, and you do not like that anyone among people should come to know of it. So if someone does happen to see your deed, you dislike that in your heart; you are not pleased by it, and you do not want anyone to praise you for anything you have done. Nor do you use it to gain status or standing with them. This is the foundation of sincerity in action, Allah willing and Allah is the One whose help is sought.

[at-Tutl, Kitb az-Zuhd]",0.00081031007,0.86903745,0.13015231,0.86903745,Salafi taklidi
"""""A short afternoon nap restores brain neuroplasticity. 
""
--------------

The Prophet  said:

Take the midday rest (qayllah), for the devils do not take a midday rest.

And from the Salaf, Khawwt ibn Jubayr    said:

Sleeping at the beginning of the day is harmful, in the middle of it is restorative, and at its end is foolishness.



Once again modern science is catching up to what the Prophet  guided us to over 1400 years ago. 

As Muslims we need to understand that the Sunnah isnt just spiritual guidance that happens to agree with science sometimes; it is advice from our Creator who knows best how our bodies and brains function optimally.

This is exactly why studying the Prophets  guidance on health is so important; its something to be learned and actually implemented in daily life. If we had the same level of reliance upon that guidance as we do on modern medicine, we wouldnt need to look elsewhere.",3.404562e-05,0.99972755,0.00023836672,0.99972755,Salafi taklidi
"""""If you use the name of the Quran and Sunna to further divide the Muslim Umma, then you are doing the work of the devil, regardless of how many times you say things like Akhi, Bukhari says this.""
""
--------------

If you use the name of unity to distort the Quran and Sunnah, then you are doing the work of the devil, regardless of how many times you say Umma. 

True unity is only upon truth, not compromise. Diluting Islam to accommodate every false interpretation and deviant sect in the name of unity is exactly how the devil enters our ranks.",4.465824e-05,0.0008892629,0.99906605,0.99906605,Irrelevant
"""""scholars belonging to their own creed, and etc. 

Everyone knows the tyranny of Asim Munir, but Asrar continues on with his bootlicking despite what occurred to TLP.

Asrar Rashid is still embraced by the Dawah Mafia. 
""
--------------

Btw as much as I hate Assad Rashid, I must say that you should also condemn the so called defenders of Sunnis from Pak whom are no different than this idiot.

They act anti-Iran and anti-Israel but at the same time praise Asim Munir like Assadists praise Assad (minus the shirk.)",0.061215613,4.3464825e-05,0.93874097,0.93874097,Irrelevant
"""""I see a lot of criticism targeting journalists. What investment has the state or private TV channels in Pakistan made in this field. Name one correspondent in Iran or even Afghanistan from Pakistan? Let alone understanding the issues. People here would spend millions on cosmetics or food but not get a monthly subscription from a news outlet that costs less than a coffee.""
""
--------------

""People here would spend millions on cosmetics or food but not get a monthly subscription from a news outlet that costs less than a coffee.""

Seeing @IftikharFirdous seething about this is gonna make bypassing paywalls on news sites more fun",0.001579514,0.0052031046,0.9932174,0.9932174,Irrelevant
"""Central Bank Official:
Interest System Stopped in All Commercial Banks

Dr. Lutfullah Khairkhwa, Director of Banking and Financial Services at Da Afghanistan Bank, announced that the practice of usury has been eliminated across all commercial banks operating in the country.

According to Khairkhwa, the national banking system is currently undergoing a complete transition away from interest-based transactions toward a fully Islamic banking model.

It may be recalled that Da Afghanistan Bank has previously affirmed that the payment or receipt of interest (riba) is forbidden under Islamic banking principles, and has been pursuing a phased conversion of the countrys conventional banking system to Sharia-compliant banking.""",0.10074533,0.00013620166,0.8991185,0.8991185,Irrelevant
"Desi Ikhwanis are arguably the most pathetic people in this region. While they present themselves as devoutly Islamic, they simultaneously support tyrants who openly oppress Muslims. They do this merely because it serves their agenda and ensures the survival of their...",0.9940289,5.1642863e-05,0.0059194528,0.9940289,Salafi jihadi
"1) Be consistent, make a tweet calling out your madkhali fruity, vile behaviour on a refuting cowarij live - and call out Shamsi for being their teacher. 
2) Explain why your ustadh Shamsi affirms Islam for grave worshipper Asrar Rashid. 

Im waiting.",0.04912322,0.038205363,0.9126714,0.9126714,Irrelevant
"""@unveilingbaatil @ameeniooo Homosexuality Duna Homosexuality""",0.00038987992,4.481255e-05,0.9995653,0.9995653,Irrelevant
Turn your comments on you lil madkhali scared chicken  let me expose you and your teacher shamsi,5.0540995e-05,0.010402775,0.9895467,0.9895467,Irrelevant
"""""@unveilingbaatil @ameeniooo Buddy youre the same guy that was too afraid to rise on the panel after we asked you to rise but you stayed in the comments like a good little boy sticking to your script.""
""
--------------

Want to explain why your ustad Shamsi, affirms Islam for Quburi and caller to shirk Asrar Rashid ? Or are you going to remain silent as you did on the TikTok live",0.038927272,0.13162081,0.829452,0.829452,Irrelevant
"This pipeline of LGBTQ+ madkhalis needs to be studied. 

Your fellow  madkhali (Razi) was on the same live panel TODAY as YOUR friend @Hamaza000_ 

So you lied, and the Madkhalis still carry on fantasising about homosexual acts publicly 

Why did you lie for ? @ameeniooo",0.0011741957,0.99881905,6.670249e-06,0.99881905,Salafi taklidi
"Isnt this you ? @ameeniooo - With your logic, surely we can to attribute the madkhali debaters on TikTok to your teacher Shamsi. (These Shamsi watchers are only staying consistent to their principles right ?)",9.1041125e-05,0.01018403,0.9897249,0.9897249,Irrelevant
"""G*za has exposed the hypocrites 

- Shaykh Nabeel al-Awadi (May Allah protect him &amp; ease his affairs)",0.0047254376,0.99407554,0.0011990513,0.99407554,Salafi taklidi
"""Shaykh Nabeel al-Awadi (May Allah preserve him) speaks about the modern day Murji'ah &amp; gives some real life examples of their misguidance.",0.35016695,0.64942706,0.0004060274,0.64942706,Salafi taklidi
"""We sends our condolences and prayers to the family of Ashfaq Ahmad. A truly one of a kind individual, who worked tirelessly for justice, particularly for his son, Babar. 

This seemingly unassuming man who sought no position of authority or recognition, but simply justice for his son, put himself out there and shook the entire country and the Muslim community.

May Allah elevate his rank for all the work he did in his life, and reunite him with his recently deceased wife in the highest stations of Jannah. May he grant his family ease and strength during this period of loss. 

We encourage members of the community to keep them in your duaas, and attend the janazah when announced. 

The family will be receiving male visitors for condolences from 7pm to 9.30pm today, Wednesday 15 April, Thursday 16 April and Friday 17 April downstairs in Gatton Road Mosque, Gatton Road, London SW17 0EX.""",0.02942649,0.0021967064,0.9683769,0.9683769,Irrelevant
""" | Filistin'in El Halil blgesinde uluslararas gazetecilerin ektii bir kare:",0.00505806,0.058999915,0.93594205,0.93594205,Irrelevant
