id,text
12,"[משתמש עשה ריטוויט]
""Marriage these days has become really tough for young people, especially the ones who are serious and committed to their deen. I’ve seen and heard stories of so many good suitors being turned down for no real reason.

Decent, respectful and hard working, the kind any parent should be happy to have in their family - yet they’re getting rejected for nothing.

It just shows a lack of proper judgment and leadership from some parents, causing a lot of unnecessary problems and fitna in society. 

Allah’s help is sought."""
13,"[משתמש עשה ריטוויט]
""The Mother of The Believers - Umm al-Mu'minīn - 'Ā’ishah (raḍiAllāhu ‘anhā) said: 

“O Messenger of Allāh! What if I knew which night Laylatul Qadr was, what should I say in it?...”

📜 The Du'ā + an explanation of the Name of Allāh 'Al-Afuww' by Imām Ibn Rajab (رحمه الله) 👇🏽"
14,"[משתמש עשה ריטוויט]
""With the arrival of Ramadan,
some may be faced with an abundance of tasks;
However, do not deprive yourself of:
- Praying in congregation in the Masjid, for men
- Reciting Qura'an and pondering over it
- Taraweeh prayers
- Charity
- As-Sunan Ar-Rawatib
- Guarding your limbs [from sins]
- Supplication at the time of Iftaar

And in all of that, follow the guidance of your Prophet Muhammad ﷺ."""
15,"[משתמש עשה ריטוויט]
""A lady in her 40s just took shahadah at the table  الحمد لله
May Allah keep her firm. Ameen"""
16,"[משתמש עשה ריטוויט]
""Incorporate a minimum 20-40 minute walk into your daily routine, not only for its tremendous health benefits but also because it allows you to do your daily adhkar,seek istighfar, and much more at the same time.This way, you can simultaneously exercise both the heart and the body"
17,"[משתמש עשה ריטוויט]
""@gtdawahcenter"
18,"[משתמש עשה ריטוויט]
""الحمد لله 
The team is back in Leicester city centre calling the people to Islam, Tawheed and Sunnah. 
Visit us for islamic information located near the click tower."
19,"[משתמש עשה ריטוויט]
""A voice called out:

“This is how the funerals of the Imāms of Ahl al-Sunnah should be!”

The crowd burst into tears at these words. People threw their handkerchiefs and turbans onto the wagon carrying the Shaykh’s body. Over 200,000 men where estimated to be in attendance. 

Salāt al-Ghā’ib (funeral prayer in absentia) was preformed for him in most regions of the Muslim world, near and far. Some travellers reported that the news of his death had even reached the remotest areas of China so much so a public call was made for the funeral prayer in these places: 

“The prayer for the interpreter of the Qur’ān”

- Abridged from Ibn Rajab’s account of Ibn Taymiyyah’s death, from his work: Dhayl Dabaqāt al-Hanābilah."""
20,"[משתמש עשה ריטוויט]
""Statement on the Tragic Terror Attack in New Orleans"
21,"[משתמש עשה ריטוויט]
""A Person is Raised in Rank After Death because of the Du’ā of the Son or Daughter."
22,"[משתמש עשה ריטוויט]
"""
23,"[משתמש עשה ריטוויט]
""A reminder sent to me from my dear elder Shaykh Basil. How many of us recognize these characteristics?  Ponder this  brothers and sisters.  Allah is merciful and yes the believers are optimistic but don’t forget taqwa. May Allah keep us away from finding comfort in negligence."
24,"[משתמש עשה ריטוויט]
""The Salafi mashayakh in the West, such as @AbuKhadeejahSP, @AbuIyaadSP, @Abdulilah_UK, @uwaysT, @hikmahpubs, @AbuHafsahKK, @IbnAkhdar (and those with them) have acquired a profound understanding of knowledge and wisdom through their decades-long companionship with the kibaar 'ulama. This unique blend of academic excellence and spiritual guidance far surpasses the limitations of mere academic study.

In contrast, individuals who study Arabic without the benefit of guidance from the 'ulama lack the comprehensive understanding and wisdom that these mashayakh provide. It is essential to recognize the value of their guidance and to hold fast to it.

Beware of those who seek to mislead you by claiming that learning Arabic renders the guidance of these mashayakh unnecessary. Such claims are baseless and intended to divert you from the path of guidance.

Furthermore, do not heed the criticisms of those who attack @SalafiPubs and their companions, whether publicly or privately. The Da'wah at @MarkazAnas has been established under the guidance of these mashayakh, even when some troublemakers were against it, and we remain united in our commitment to the same 'Aqeedah, Manhaj, and purpose.

We are not beholden to personalities or organizations, and we reject anyone who seeks to harm the Salafi Da'wah and its callers, regardless of how much they claim to adhere to Salafiyyah. These are empty claims!"""
25,"[משתמש עשה ריטוויט]
""The Prophet ﷺ said:  لاَ نِكَاحَ إِلاَّ بِوَلِيٍّ (There is no marriage without the permission of the walī). Sunan Abī Dāwūd 2805, ṣāḥīh (al-Albānī).

Ikhwanis: Parent/guardian can be present in a marriage sit-down, but they are requested not to interfere with the sessions.

So the guardian cannot ""interfere"", and as to add to the humiliation, he should pay a fee to ""observe"", whilst his daughter is in a ""rotational setting"" meeting other men. He is the walī, he should be jealous over his ward and not exhibit beta-male energy.

For the people who lazily proclaim: Why do you Salafis busy yourself with refutations?

This is why. We observe nonsense like this daily and out of love for Kitāb and Sunnah and love for the truth to be upheld, we speak out. This is the vigilance every Muslim should have in defending the Sunnah and uniting the people upon it.

Porting speed dating concepts into Islamic marriage meet-ups is humiliation and ignorance, adopting the methods of the disbelievers. It reminds us of the narration:

Abū Hurayrah (Allah be pleased with him) narrated that the Prophet (ﷺ) said: “The Hour will not be established until my Ummah will take the ways of those generations (nations) that preceded them, following them handspan by handspan, cubit-length by cubit-length.” They asked: “O Allah’s Messengers! Such as the Persians and Romans?” He replied: “Who else except for them.” (al-Bukhārī, no. 7319)

We ask Allāh for safety."""
26,"[משתמש עשה ריטוויט]
""Medical Appeal for Auntie with Cancer

بسم الله الرحمن الرحيم

As Salaamu Aleikum

There is an auntie who my brothers Anwar (Oxford) and his cousin Zuhair (St Albans) raised money for a couple of years ago to get her a house to live in.

She is undergoing dialysis due to failing kidneys and has recently been diagnosed with cancer, she has no immediate family to help her where she lives in Settat, Morocco.

I'm looking to raise 35,000 Dirhams (~£2750) for her to cover for medical costs, scans, blood tests, treatments and daily amenities. She is poor without any income, please let us try and aid her. She has reached out to Zuhair for help because she is struggling everyday. 

Karim Al Maghribi 

PayPal: Karimhadeq@msn.com
(Choose *Friends & Family option ONLY*) 

UK Bank:
Mr K Hadeq 
40-13-10 
42046016 
HSBC  

Reference: Auntie Medical 

BaarakaAllahu Feekum"""
27,"[משתמש עשה ריטוויט]
""*Da’wah Debt Appeal*

There is a brother who is a student of knowledge, actively engaged in Da’wah as part of SD (San Diego) Da’wah in the US.

I know the brother and his condition, he previously arranged for a Da’wah center and a bookshop to be established by taking out some loans. Unfortunately, last year, the brother was hospitalised with life threatening Tuberculosis which he has now recovered from. Due to his illness and there not being many Salafis around him, he was unable to cover the costs of rent for the premises during his illness and subsequently the center was closed down. The Da’wah efforts remain largely online as can be seen from the Twitter account for @SDdawah.

The brother remains in $3500 (~£2800) of debt which the debtors are demanding be paid back immediately.

I'm trying to aid his situation, he is due to return to Riyadh, Saudi Arabia to complete his studies however is unable to do so at the moment due to this debt looming above his head.

Karim Al Maghribi

PayPal: karimhadeq@msn.com (Please choose *FRIENDS & FAMILY OPTION ONLY*)

UK Bank Transfer:

Mr K Hadeq
40-13-10
42046016
HSBC

Reference: SD Debt"""
28,"[משתמש עשה ריטוויט]
""🖼️ Card: Winter Is a Time for Increased Contemplation and Worship"
29,"[משתמש עשה ריטוויט]
""Tremendous advice from Ibn Al-Qayyim رحمه الله about Worries, Sorrow and Sadness.  

Follow our official telegram group:"
30,"[משתמש עשה ריטוויט]
""What Is The Reality Of Major Sins?"
31,"[משתמש עשה ריטוויט]
""Urgent Appeal - بسم الله الرحمن الرحيم 

There is a brother whom I know personally who is struggling immensely with his financial situation.

Due to health related circumstances beyond his control, he has been been unable to provide for his family resulting in insurmountable debt which has severely affected his mental health.

He has since returned to work but only on a part-time basis despite him having the drive and willingness to do more, at times he barely has enough money to pay for groceries and basic amenities for his family and children. This has resulted in further anguish and grief.

I am looking to raise £5000 for him, to clear his debts and to enable him some respite to get back onto his feet, but most importantly to alleviate his hardship and instil hope that the future is bright - InshaaAllah.

PayPal: Karimhadeq@msn.com 

Reference: Brother in need - *PLEASE ONLY SELECT FRIENDS & FAMILY OPTION* - PayPal withholds funds for Goods & Services.

UK Bank:

Mr K Hadeq 
40-13-10 
42046016 
HSBC 

Reference: Brother In Need

Karim Al Maghribi"""
32,"[משתמש עשה ריטוויט]
"""
