id,text
11,"[משתמש עשה ריטוויט]
""Obstacles in the Path of the Seeker of Knowledge - Abdulillah Lahmami @Abdulilah_UK @_MuSunnah"
12,"[משתמש עשה ריטוויט]
""@SalafiAudioULTD @Abdulilah_UK @_MuSunnah"
13,"[משתמש עשה ריטוויט]
""Every day is a day closer to our reckoning and accountability.

Take what Allah has given you with strength. The stronger you are, the weaker shaytan is against you. 
Remember Allah much. Be sincere and seek the pleasure of Allah by following the Sunnah. With that is salvation."""
14,"[משתמש עשה ריטוויט]
""Jesus Christ, the son of Maryam (peace be upon them) never said he was God or son of God. He wasn't born on the 25th December. His mother was eating ripe dates when she gave birth to him. The 25th of December was chosen because the pagans were worshipping the sun on that day."""
15,"[משתמש עשה ריטוויט]
""

Lesson Five

A Glimpse into The Lives of The Four Rightly Guided Khulafā.

A glimpse into the life of the Fourth Khaleef- 'Alī ibn Abee Taalib (may Allāh be pleased with him).

By Shaykh 'Abdulilah Lahmami @Abdulilah_UK (may Allāh protect him).

• His full name.
• He was the first of the young to become Muslim.
• His kunya was Abul Hasan, he was also called Abu Turāb by the prophet (peace and blessings of Allāh be upon him).
• His mum used to call him as a nickname- Haydara which means lion.
• He had 14 sons and 18 daughters.
• Hasan and Hussayn (may Allāh be pleased with them) are the most well-known of his children. 
• 'Ali was known for his bravery. 
• 'Umar selected 'Alī to be one of the six Shurā (committee) members to decide who would be the next Khaleef after he passes away.
• 'Alī aided all the Khulafā during their reigns.
• 'Alī was from the best of judges.
• 'Alī was from those who prayed towards the two Qiblahs (prayer directions).
• He made Hijrah to Madeenah. 
• He partook in the battle of Al-Badr.
• He was from the ten who were promised Paradise by name.
• He was was from those who gave the pledge Under the Tree.
• Some of his many virtues.
• His implementation of the Sunnah of the prophet (peace and blessings of Allāh be upon him) even in the subtle issues."""
16,"[משתמש עשה ריטוויט]
""Full Playlist (Five Lessons).

A Glimpse into The Lives of The Four Rightly Guided Khulafā (may Allāh be pleased with them all).

By Shaykh 'Abdulilah Lahmami @Abdulilah_UK (may Allāh protect him)."
17,"[משתמש עשה ריטוויט]
""Supplicate For The Righteous, Do Not Ask From Them - Shaykh @Abdulilah_UK Lahmami حفظه الله

Taken from the lecture on The Prophet Eesa - Tafseer of Surah Al Maryam:



🎥 WATCH AND SHARE"
18,"[משתמש עשה ריטוויט]
""📢 Conference Schedule 📢

The full schedule for our upcoming conference with Shaykh Dr. Khalid al-Dhafiri @almadani_k is now available. Please see the poster for full details."
19,"[משתמש עשה ריטוויט]
""Help Markaz Salafi 
Buy their Masjid

Donation site:


GoFundMe 

PayPal 

Bank Transfer
Name: Markaz Salafi Reading 
Acc: 24695173 
Sort: 54-21-23 
Ref: Masjid

IBAN:
GB52NWBK54212324695173
BIC/SWIFT: NWBKGB2L"
20,"[משתמש עשה ריטוויט]
""📢NEW📢

✨ Alhamdulillah! We are delighted to announce that our esteemed Shaykh Dr. Khalid Al-Dhafiri @almadani_k will be joining us for another inspiring conference, Inshaa Allaah.

🗓 Friday, 2nd – Sunday, 4th January 2026

Brothers &amp; Sisters are welcome

Details on poster ⬇️"
21,"[משתמש עשה ריטוויט]
""

Jumu'ah Khutbah 26/12/2025

The prophet صلى الله عليه وسلم: A Mercy That Purifies.

By Shaykh 'Abdulilah Lahmami @Abdulilah_UK (may Allāh protect him).

• The prophet (peace and blessings of Allāh be upon him) came to purify us, what does that mean? 
• Our prophet (peace and blessings of Allāh be upon) came to take us away from every lowly and evil manners and characteristics, and guided us to every noble and lofty manners and characteristics.
• Use your free time to visit family and relatives. Maintain the ties of kinship. 
• Don't search for the faults of others.
• Striving to have that secret good deed that no one knows about.
• The righteous used to fear showing-off, but nowadays so many people displaying their acts of worship on social media!
• The emotional and powerful words our mother 'A'aishah (may Allāh be pleased with her) said on her deathbed. 
• Always have righteous and sincere intentions and you will be rewarded much."""
22,"[משתמש עשה ריטוויט]
""“I guarantee a house in paradise for one who gives up arguing, even if he is in the right”. — Sahih Abu Dawud 4800"
23,"[משתמש עשה ריטוויט]
""In-shaa-Allāh we will be continuing tomorrow with the tremendous series: A Glimpse into the Lives of the Four Rightly Guided Kulāfā with our Shaykh 'Abdulilah Lahmami @Abdulilah_UK (may Allāh protect him):"
24,"[משתמש עשה ריטוויט]
""Siddeeq Hasan Khan rahimahullah said:

Truth is known from whomsoever has gathered five attributes, the greatest of them is sincerity, understanding, justice, striving to know the truth and striving much to call to it.

 (Qatfu Thamr fi Bayaan 'Aqeedati Ahlil Athar p.175)"""
25,"[משתמש עשה ריטוויט]
""The Prophet sallallaahu alaihi wasallam: ""Whoever humbles himself then Allah raises him""
The opposite is also true
Allah debases the haughty"""
26,"[משתמש עשה ריטוויט]
""New Year’s Day celebration = January 1st = honouring the (false) deity  of new beginnings Janus, Roman pagan god = Major Shirk, associating partners with Allāh the Creator of all things, the One that deserves to be worshipped alone."
27,"[משתמש עשה ריטוויט]
""Alhamdulilah 1st UK website to revive authentic remedies from the Sunnah
Established 2006"""
28,"[משתמש עשה ריטוויט]
""Follow our WhatsApp channel and stay posted with our latest updates and remedies from the Sunnah products!"
29,"[משתמש עשה ריטוויט]
""Discounts on Remedies from the Sunnah products! Today and tomorrow only at Salafi Publications Birmingham Conference! Sisters’ section! Hurry limited stock!

The Salafi Masjid 
Wright Street
Birmingham
B10 9SP"
30,"[משתמש עשה ריטוויט]
""Christmas Tree? What does the Bible say?"
31,"[משתמש עשה ריטוויט]
""The Prophet Eesa, Tafseer Surah Maryam - Shaykh Abdulilah"
32,"[משתמש עשה ריטוויט]
""Discounts on Remedies from the Sunnah products! This Wednesday and Thursday only at Salafi Publications Birmingham Conference! Sisters’ Section only!"
