id,text
29,"[משתמש עשה ריטוויט]
""Hannity: You should care about getting rid of pedophiles!

Khanna: I’ve been calling for a release of the Epstein files!"
30,"[משתמש עשה ריטוויט]
""Is this you Ohio GOP?"
31,"[משתמש עשה ריטוויט]
""Sponsor of this video just pulled out last minute. Who would have thought?"""
32,"[משתמש עשה ריטוויט]
""President Trump 2018: Germany will become totally dependent on Russian energy if it does not immediately change course

Germany 2018: LoL Orange Man

Germany 2026: Crap, the Orange Man was right"
33,"[משתמש עשה ריטוויט]
""Pelosi: ""We'd aid Israel even if the Capitol crumbled."" 

Finally, a clear policy. US own democracy can collapse, but the right to fund apartheid and genocide must remain unshakeable"
34,"[משתמש עשה ריטוויט]
"""
35,"[משתמש עשה ריטוויט]
""🤐🤐"
36,"[משתמש עשה ריטוויט]
""Pay for your own shit. If you guys could afford to feed your family of 10 without being welfare queens, then I never would’ve visited. Cope."""
37,"[משתמש עשה ריטוויט]
""because we’re a city in the middle of the U.S."""
38,"[משתמש עשה ריטוויט]
""I haven’t seen him so sad since someone said “they’ll be chicks there”"
39,"[משתמש עשה ריטוויט]
""Tyler Oliveira did what NO mainstream investigative journalist or content creator would do for fears of being smeared as antisemitic, Nazi, etc

It's easy to crap on the Somalis gaming the American welfare system. But are you brave enough to call out the Jews doing the same?"""
40,"[משתמש עשה ריטוויט]
""type of shit you would hear in the intros of those old alex jones documentaries from like 2009"""
