id,text
11,"הציוץ המקורי (ציטוט):
""#AlQaeda in the Arabian Peninsula has just released a startling 7-pager explaining why #Trump’s rule represents a historic opportunity for #jihad. Here’s a synopsis of what the jihadis are predicting & planning for:
▪️World is “sliding towards a third world war” which will change the map
▪️US soft power has gone; it’s now about brute force
▪️East-West conflict will weaken both
▪️#China, #Russia, #Iran, #Turkey & others who oppose the West cannot ally with al-Qaeda but will seek to benefit from its efforts. States “We will not enter into conflict with them at this stage unless they initiate it”. Fascinatingly, it adds: “Some of them may even provide support, but sparingly, cautiously, & deliberately, allowing us to survive”. But it warns jihad groups not to trust or rely on them.
▪️“Make America Great Again” will ultimately result in the collapse of #NATO, Europe & the entire West
▪️Predicts that “the foolish pirate Trump” will remain in power by cancelling elections or changing the constitution
▪️Trump’s “thuggish, colonial approach” & obsession with power will generate internal conflict that will further weaken the US
▪️Blames #Maduro’s failure on religious bankruptcy
▪️Societies (incl in Arab countries) will be divided by economic crises, growing inequality, consumerism (at the expense of development), loss of trust in leaders, disillusionment with institutions
▪️Jihad stands ready to harness growing global anger at “Zionist-Crusader arrogance”""

--------------

תגובת המשתמש:
Important read"
12,"Compare that kid to these Lions &amp; scholars

Who actually brought change for the Ummah despite living in the worst era possible. Current days is the worst era for the Muslim ummah, no doubt.

They never did competition with each other who is better or flex their Islamic skills"
13,"Update: I love all of them. They may have different ideas for the world and dunya matters but what unites them is their Tawhid &amp; Brotherhood.

Allah says in the Quran that this dunya is important because we spend it to worship Allah.

They spend their life for Islam."
14,"הציוץ המקורי (ציטוט):
""Jake claims he has better aqeedah than Mohammad hijab, Ahmad Deedat, Muslim Lantern, Orthodox Muslim, and others notable sheikhs.

The arrogance is ripe. 

 

--------------

תגובת המשתמש:
whoever let this creature out of his cage needs to be addressed first"
15,"הציוץ המקורי (ציטוט):
""May Allah save us from this Gen Z kids who put themselves higher to Ahmad Deedat or Zakir Naik. He also called Deedat as corrupt. Nobody even know who this bacha was until others promoted him. 

Background story: he made a Islamic scholar tier list where he put himself in it 

--------------

תגובת המשתמש:
Zakir Naik &amp; Ahmad Deedat

May Allah accept Deedat as a great scholar of his religion. May Allah reward him greatly"
16,"May Allah save us from this Gen Z kids who put themselves higher to Ahmad Deedat or Zakir Naik. He also called Deedat as corrupt. Nobody even know who this bacha was until others promoted him. 

Background story: he made a Islamic scholar tier list where he put himself in it"
17,"הציוץ המקורי (ציטוט):
""Türkiye is said to be at an “advanced stage and very likely” to join the Saudi Arabia and Pakistan defence pact.

The potential move would see Türkiye joining nuclear-armed Pakistan and create a new military bloc in the Middle East amidst rising tensions and instability in the Gulf and Iran.

Islamabad is also reported to be fostering closer ties with Ankara, with Pakistan close to signing a $1.5bn arms deal with Sudan’s army, which is backed by Saudi Arabia and Türkiye, which is fighting the UAE-backed Rapid Support Forces (RSF).""

--------------

תגובת המשתמש:
This unfair alliance is only if Saudi Arabia gets trouble then Turkey and Pakistan will defend. If Pakistan gets attacked by India, China or Afghanistan then no one will step in to defend Pakistan.

Only US will defend Pakistan then."
18,SDF deserve the khawarij
19,"🪵Some untold histories of Jihadi politics Part 4:  In 1998 the US carried out airstrikes (operation Infinite Reach) in IEA to target AQ after AQ bombed US embassy in Tanzania, killing 224 people.  
This airstrike killed no AQ.

It was a massive propaganda boost &amp; victory for AQ."
20,"Mullah Umar was open to communication with US to prevent terror attacks and he denied that AQ had carried out attacks. 

He also denied that there are foreign terrorist groups operating in Afg.  

However US completely rejected Mullah Umar's false claim and said he was lying."
21,Link for the document above to read for yourself.
22,"[משתמש עשה ריטוויט]
""The United-Arab-Emirates 🇦🇪 foreign policy : divider of countries, ally of Israel and the Western world, resolute fighter against Islamism...

Today, let's dive into the UAE foreign policy to understand why it is that much aggressive and contested ?

🧵THREAD🧵1/24 ⬇️"
23,"[משתמש עשה ריטוויט]
""Reminds me how the Coalition insisted that the Taliban were behind the opium trade when SIGAR - their own think tank - said there was no evidence of this and that in fact, it was mainly Afghan quislings."""
24,"[משתמש עשה ריטוויט]
""The Fate of the U.S. Special Forces in Afghanistan"
25,"I'm amazed that such an individual is still alive. How many drones &amp; jets did he managed to avoid?

For anyone wondering Hafiz Gul Bahadur has been fighting since Soviet-Afghan war 1980s and is fighting to this day.

But nobody has ever managed to get a picture of him. Nobody."
26,"Soldiers of Hafiz Gul Bahadur 

They are the strongest faction in TTP"
27,"Another name they use often is

Tehrik e Taliban Ghazwatul Hind"
28,"[משתמש עשה ריטוויט]
""Muslim Iraqi Arab                               Zindiq Zagros Gypsy"
29,"New Profile Picture
#profilepic"
30,"I posted a week ago that IEA was extremely succesful to shut down ISIS-K in Afghanistan. ISIS-K was no match for IEA. They were crushed easily.

However in Syria it seems different. Ex-HTS members give bayah to the Daesh Caliph.

It seems like there are recruits &amp; defections."
31,"Daesh had a hard time recruiting Taliban members in their ranks and it's hard to convince Afghans to fight after 40 years of war.

Most of the ISIS-K were from foreign countries like Tajikistan and Pakistan."
32,"It really looks like Africa is the next theatre for Jihadist centre. Literally most of AQ &amp; IS activities are in Africa.

Both AQ and IS decreased in Indian subcontinent, Khorasan and Middle East but have grown in Africa.

Any opinions?"
33,"🪵Some untold histories of Jihadi politics Part 3:

When Mullah died in 2015 - Syrian fighters offered condolences. However some of them called Mullah Umar as Ameer al Mumineen but some did not (meaning they never had bayah to Mullah Umar).

All these groups offered condolences."
34,Mullah Umar (most right)
35,"Literally a statement by AQAP, AQIM and Jabhat al Nusra offering condolences to their Caliph Mullah Umar Mujahid."
