id,text
14,"🎧 Playlist updated

🎙️ Ustādh Abu Abdir-Rahman Hilal @MarkazSalafi

📌 Indeed, Allāh is with the Patient Ones"
15,"📢 LIVE NOW!

🆕 Indeed, Allāh is with the Patient Ones

🎙️ Ustādh Abu Abdir-Rahman Hilal @MarkazSalafi

🌐 Listen Live:"
16,"📢 Starting soon...After Salat Asr

🆕 Indeed, Allāh is with the Patient Ones

🎙️ Ustādh Abu Abdir-Rahman Hilal @MarkazSalafi

🌐 Listen Live:"
17,"📢 LIVE NOW!

📚 Masā’il Al-Jāhiliyyah - Aspects from the Days of Ignorance by Imām Muhammad ibn ʿAbd ul-Wahhāb رحمه الله

👤 Ustādh Abu 'Ināyah Seif @Oxford_Dawah
#MasjidBinBaz

🎧 Listen Live:"
18,"📢 Starting soon...

📚 Masā’il Al-Jāhiliyyah - Aspects from the Days of Ignorance by Imām Muhammad ibn ʿAbd ul-Wahhāb رحمه الله

👤 Ustādh Abu 'Ināyah Seif @Oxford_Dawah

🎧 Listen Live:"
19,"📢 LIVE NOW! 

🎤 Jumu'ah Khutbah 

🎙 Abu Maymūnah Sa'īd Ali #MasjidBinBaz

🌐"
20,"📢 Sisters' Class - This Saturday

🆕 ‘Indeed, Allāh is with the Patient Ones’

🎙️ Ustādh Abu Abdir-Rahman Hilal @MarkazSalafi 

🗓️ Saturday - 10th January 2026

🕦 2:30pm UK | 9:30am USA | 5:30pm KSA

📌 The Main Hall will be for sisters only

📍Masjid Bin Bāz East Road London E15 3QR

🫖 Light refreshments available 

🎧"
21,"📢 This Friday | Lesson Continues!

📖 Masā’il Al-Jāhiliyyah - Aspects from the Days of Ignorance by Imām Muhammad ibn ʿAbd ul-Wahhāb رحمه الله 

📝 The Seventeenth Aspect: Ascribing Falsehood to the Prophets.

🎙️ Ustādh Abu 'Ināyah Seif @Oxford_Dawah

🗓 Friday 9th January ان شاء الله

🕗 7:30pm GMT | 10:30pm KSA | 2:30pm EST

🕌 Masjid Bin Bāz East Rd London E15 3QR

📝 Alternating Fridays with Ustādh Abu Ukkasha @Abu_Ukkaashah 

👥 All Welcome 

🌐"
22,"📢 LIVE NOW! 

🎤 Jumu'ah Khutbah 

🎙 By Ustādh @AbuRayhaana Yahya #MasjidBinBaz

🌐"
23,"🆕️ January 2026 / Rajab 1447 Prayer Timetable 

#MasjidBinBaz 

View / Download ⤵️ ⤵️ ⤵️"
24,"📢 LIVE NOW!

📖 Etiquettes of Walking to the Prayer of Imām Muhammad Bin Abdul Wahāb with Explanation of Shaikh Abdul Muhsin Al-'Abbād

👤 Ustādh Abu Maymūnah Sa'īd Ali
#MasjidBinBaz

🎧 Listen Live:"
25,"📌 Sunday Class Continues 

📚 'Etiquettes of Walking to the Prayer' of Imām Muhammad Bin Abdul Wahāb with Explanation of Shaikh Abdul Muhsin Al-'Abbād

🎙Ustādh Abu Maymūnah Sa'īd Ali

🗓 Sunday, 28th December 2025

🕕 7.45PM GMT UK - After 'Eesha Prayer

🕌 Masjid Bin Baz East Rd London E15 3QR

👥 All Welcome 

🌐"
26,"📌 Weekly Sunday Qur'an Class 

🎙️Ustādh Abu Maymūnah Sa'īd Ali

🗓️ Sunday 28th December 2025

🕢 2:15 PM UK - After Asr Prayer

🕌 Masjid Bin Baz East Rd London E15 3QR

📌 Brother's Only Class"
27,"📢 LIVE NOW! 

🎤 Jumu'ah Khutbah 

🎙 By Ustādh  Abu Maymūnah Sa'īd Ali #MasjidBinBaz

🌐"
28,"[משתמש עשה ריטוויט]
""📢 Live Now!

📑 Birmingham Winter Salafi Conference: How the Salaf Dealt with Injustices &amp; Adversities - Part 2

👤 By Shaikh Abū Idrees Muhammad (hafidhahullāh)

🔊 

🇬🇧 18:50  •  🇸🇦 21:50  •  🇵🇰 23:50  •  🇲🇾 02:50 •  🇺🇸 13:50 (NYC)"""
29,"[משתמש עשה ריטוויט]
""📢 Live Now!

📑 Birmingham Winter Salafi Conference: Foundational Traits of the Muslim Character - Part 2 

👤 By Shaikh Abū Iyād Amjad Rafīq (hafidhahullāh)

🔊 

🇬🇧 14:30  •  🇸🇦 17:30  •  🇵🇰 19:30  •  🇲🇾 22:30 •  🇺🇸 09:30"""
30,"[משתמש עשה ריטוויט]
""📢 Live Now!

📑 Birmingham Winter Salafi Conference: Benefits from the Story of Ka’b Ibn Mālik رضي الله عنه - Part 2 

👤 By Shaikh Uwais At-Tawīl (hafidhahullāh)

🔊 

🇬🇧 12:45  •  🇸🇦 15:45  •  🇵🇰 17:45  •  🇲🇾 20:45 •  🇺🇸 07:45"""
31,"[משתמש עשה ריטוויט]
""📢 Live Now!

📑 Birmingham Winter Salafi Conference: The Impeccable Manners of the Companions  رضي الله عنهم - Part 2 

👤 By Shaikh Abdulilāh Lahmami (hafidhahullāh)

🔊 

🇬🇧 11:00  •  🇸🇦 14:00  •  🇵🇰 16:00  •  🇲🇾 19:00 •  🇺🇸 06:00"""
